400379,Adam Smith
400380,Christopher Smith
400381,Lamar Smith
400382,Nick Smith
400383,Victor Snyder
400385,Mark Souder
400386,John Spratt
400387,Fortney Stark
400388,Clifford Stearns
400389,Charles Stenholm
400390,Ted Strickland
400391,Bart Stupak
400393,John Sweeney
400394,Thomas Tancredo
400395,John Tanner
400396,Ellen Tauscher
400397,William Tauzin
400398,Charles Taylor
400399,Gene Taylor
400400,Lee Terry
400401,William Thomas
400402,Bennie Thompson
400403,Mike Thompson
400404,Mac Thornberry
400405,Todd Tiahrt
400407,John Tierney
400408,Patrick Toomey
400409,Edolphus Towns
400410,James Turner
400412,Mark Udall
400413,Tom Udall
400414,Fred Upton
400416,Nydia Velázquez
400417,Peter Visclosky
400418,David Vitter
400419,Greg Walden
400420,James Walsh
400421,Zach Wamp
400422,Maxine Waters
400424,Melvin Watt
400425,Henry Waxman
400426,Anthony Weiner
400427,David Weldon
400428,Curtis Weldon
400429,Gerald Weller
400430,Robert Wexler
400431,Ed Whitfield
400432,Roger Wicker
400434,Heather Wilson
400435,Frank Wolf
400436,Lynn Woolsey
400437,David Wu
400438,Albert Wynn
400439,Bill Young
400440,Don Young
400500,Callahan
400501,Bob Riley
400502,Earl Hilliard
400504,Robert Stump
400505,Gary Condit
400506,Stephen Horn
400507,Bob Schaffer
400508,James Maloney
400509,Karen Thurman
400510,Dan Miller
400511,Carrie Meek
400513,Cynthia McKinney
400514,Bob Barr
400517,Greg Ganske
400518,Rod Blagojevich
400519,David Phelps
400520,Timothy Roemer
400522,John Cooksey
400523,Robert Ehrlich
400524,Constance Morella
400525,John Baldacci
400526,James Barcia
400527,David Bonior
400528,Lynn Rivers
400529,William Luther
400530,Ronnie Shows
400532,Eva Clayton
400533,Marge Roukema
400534,Joseph Skeen
400536,Benjamin Gilman
400537,John LaFalce
400538,Tony Hall
400539,Thomas Sawyer
400540,Wes Watkins
400541,Watts
400542,Robert Borski
400543,William Coyne
400544,George Gekas
400545,Frank Mascara
400546,John Thune
400547,Van Hilleary
400548,Robert Clement
400549,Ed Bryant
400550,Ken Bentsen
400551,Richard Armey
400552,James Hansen
400553,Thomas Barrett
400554,Patsy Mink
400567,Bill Archer
400568,Bill Barrett
400569,Herbert Bateman
400570,Brian Bilbray
400571,Tom Bliley
400573,Tom Campbell
400574,Charles Canady
400575,Helen Chenoweth-Hage
400576,Thomas Coburn
400577,Merrill Cook
400578,Pat Danner
400579,Jay Dickey
400580,Julian Dixon
400581,Thomas Ewing
400582,Michael Forbes
400583,Tillie Fowler
400584,Bob Franks
400585,Sam Gejdenson
400586,William Goodling
400587,Rick Hill
400588,Asa Hutchinson
400590,John Kasich
400591,Ron Klink
400592,Steven Kuykendall
400593,Steve Largent
400594,Rick Lazio
400595,Matthew Martínez
400596,Bill McCollum
400597,David McIntosh
400598,Jack Metcalf
400599,David Minge
400600,John Moakley
400601,Ron Packard
400602,Edward Pease
400603,Owen Pickett
400604,John Porter
400605,James Rogan
400606,Matt Salmon
400607,Marshall Sanford
400608,Joe Scarborough
400609,Norman Sisisky
400610,Floyd Spence
400611,James Traficant
400612,Bruce Vento
400613,Robert Weygand
400614,Robert Wise
402626,William Clay
