year;CID;name;party
2000;N00004145;Dianne Yvonne Byrum (D);D
2000;N00004443;Paul Wellstone (D);D
2000;N00004503;Steven Haverstock Miles (D);D
2000;N00004547;David Minge (D);D
2000;N00004658;William E Farrell (R);R
2000;N00004664;Bruce Vorhauer (R);R
2000;N00004652;John Domenech (R);R
2000;N00004642;Allen C Kolstad (R);R
2000;N00002326;Harvey B Gantt (D);D
2000;N00008957;Bob Smith (R);R
2000;N00009905;Christine Todd Whitman (R);R
2000;N00009483;Brendan Thomas Byrne Jr (D);D
2000;N00009907;Sam Denis Dehne (D);D
2000;N00001097;Elizabeth Holtzman (D);D
2000;N00001158;Alfonse M D'Amato (R);R
2000;N00000940;Robert Abrams (D);D
2000;N00009908;Rudolph W Giuliani (R);R
2000;N00000019;Hillary Clinton (D);D
2000;N00005617;Don Nickles (R);R
2000;N00001555;Marjorie Margolies-Mezvinsky (D);D
2000;N00001520;Peter H Kostmayer (D);D
2000;N00004575;James Abdnor (R);R
2000;N00005759;Hugh Parmer (D);D
2000;N00007879;Slade Gorton (R);R
2000;N00008958;James Sherwood Stokes (D);D
2000;N00009911;Ron Mullins (D);D
2000;N00009912;Charlie Lee Sr Scott (R);R
2000;N00009913;Brian Joseph Sullivan (D);D
2000;N00004286;Bob Kasten (R);R
2000;N00007997;Ted Stevens (R);R
2000;N00005515;James David Busby (R);R
2000;N00007539;Mike Huckabee (R);R
2000;N00007140;Robert K Dornan (R);R
2000;N00006692;Barbara Boxer (D);D
2000;N00007206;John F Seymour (R);R
2000;N00006713;Gray Davis (D);D
2000;N00006770;Mel Levine (D);D
2000;N00007165;Sonny Bono (R);R
2000;N00007499;John M Brown (R);R
2000;N00007498;Jerry Leon Carroll (I);I
2000;N00000645;Brook Johnson (R);R
2000;N00002776;Richard Grayson (3);3
2000;N00002731;James William Grant (R);R
2000;N00002641;Sam Nunn (D);D
2000;N00002526;Bob Barr (R);R
2000;N00002567;Paul Coverdell (R);R
2000;N00006283;Dirk Kempthorne (R);R
2000;N00006293;Milt Erhart (R);R
2000;N00004791;Carol Moseley-Braun (D);D
2000;N00004788;Richard S Williamson (R);R
2000;N00005240;Gloria Jean O'Dell (D);D
2000;N00003389;Mitch McConnell (R);R
2000;N00005128;David Westfall (D);D
2000;N00002351;Lauch Faircloth (R);R
2000;N00004615;Byron L Dorgan (D);D
2000;N00000444;Judd Gregg (R);R
2000;N00000395;Harold R Eckman (R);R
2000;N00000659;Frank R Lautenberg (D);D
2000;N00006518;Jeff Bingaman (D);D
2000;N00006624;Charles Woods (R);R
2000;N00001128;Geraldine A Ferraro (D);D
2000;N00003709;Mike DeWine (R);R
2000;N00007760;Valentine Christian (R);R
2000;N00001557;Stephen F Freind (R);R
2000;N00001446;Harris Wofford (D);D
2000;N00001378;Dick Thornburgh (R);R
2000;N00001534;Lynn Hardy Yeakel (D);D
2000;N00000113;Charles Evans Thompson (R);R
2000;N00006347;Robert F Bennett (R);R
2000;N00000518;Jerry Levy (3);3
2000;N00007876;Patty Murray (D);D
2000;N00005466;Dale Bumpers (D);D
2000;N00006406;Jon L Kyl (R);R
2000;N00006403;Sam Coppersmith (D);D
2000;N00006445;Scott Grainger (L);L
2000;N00000634;Jerry Labriola (R);R
2000;N00000644;James G Boutelle (R);R
2000;N00000633;Wildey J Moore (L);L
2000;N00001659;Charles M Oberly III (D);D
2000;N00002792;Mike Wiley (D);D
2000;N00002502;Jim Boyd (D);D
2000;N00002507;Annette Davis (R);R
2000;N00001762;Daniel K Inouye (D);D
2000;N00007650;Paul Anthony Manner (3);3
2000;N00007627;James Robert Deluze (R);R
2000;N00004207;Tom Harkin (D);D
2000;N00001764;Richard G Lugar (R);R
2000;N00003925;James Jontz (D);D
2000;N00001754;Bob Dole (R);R
2000;N00005404;J Bennett Johnston (D);D
2000;N00000245;John Kerry (D);D
2000;N00000237;Janet E Jeghelian (R);R
2000;N00000303;John R Lakian (R);R
2000;N00000286;Mitt Romney (R);R
2000;N00002014;Charles Ronald Franks (R);R
2000;N00002001;William Brock (R);R
2000;N00001997;John B Liston (D);D
2000;N00000480;Olympia J Snowe (R);R
2000;N00000463;Thomas H Andrews (D);D
2000;N00003954;Carl J Marlinga (D);D
2000;N00004101;Jon E Coon (L);L
2000;N00004094;Spencer Abraham (R);R
2000;N00004049;Judith Miller (R);R
2000;N00004098;Bob Carr (D);D
2000;N00004116;Joel Irving Ferguson (D);D
2000;N00009916;Oloveuse Scorpio Savior (D);D
2000;N00004468;Rod Grams (R);R
2000;N00004490;Douglas B Tenpas (I);I
2000;N00004517;Dean M Barkley (3);3
2000;N00004444;Herbert Mathias Dupaul (I);I
2000;N00005165;John Ashcroft (R);R
2000;N00005138;Alan Wheat (D);D
2000;N00005086;Steven R Carroll (D);D
2000;N00005210;Douglas E Jones (R);R
2000;N00005016;Joseph A Schwan (R);R
2000;N00003305;Ken Harper (D);D
2000;N00003372;Jorja Pound Turnipseed (D);D
2000;N00003276;Hiram Eastland (D);D
2000;N00000885;Brian T Kennedy (R);R
2000;N00000775;Richard J Pezzullo (3);3
2000;N00006521;William Morrow Turner (R);R
2000;N00006537;Robin Dozier Otten (R);R
2000;N00006615;Hal Furman (R);R
2000;N00001062;Bernadette Castro (R);R
2000;N00000972;Robert Eramo (R);R
2000;N00001871;John Glenn (D);D
2000;N00003588;Mary O Boyle (D);D
2000;N00005582;James M Inhofe (R);R
2000;N00005530;Dave McCurdy (D);D
2000;N00001380;Rick Santorum (R);R
2000;N00001621;Joseph P Watkins (R);R
2000;N00002423;Fritz Hollings (D);D
2000;N00008954;Al Gore (D);D
2000;N00003136;Fred Thompson (R);R
2000;N00003147;Bill Frist (R);R
2000;N00009917;Kent Hance (R);R
2000;N00005675;Kay Bailey Hutchison (R);R
2000;N00005678;Charles Ben Howell (R);R
2000;N00005908;C Sonny Payne (D);D
2000;N00006025;Lottie Bolling Hancock (U);U
2000;N00005694;Michael Troy Mata (R);R
2000;N00001776;Michael A Andrews (D);D
2000;N00007019;Jake Garn (R);R
2000;N00006359;Gary R Van Horn (3);3
2000;N00002032;Oliver North (R);R
2000;N00002169;George Roland (Tex) Wood (I);I
2000;N00002123;Lawrence Douglas Wilder (D);D
2000;N00009918;Patrick Leahy (D);D
2000;N00000516;Jan Backus (D);D
2000;N00000525;Gavin Terence Mills (I);I
2000;N00000529;Bob Melamede (3);3
2000;N00007859;Jesse C Sr Wineberry (D);D
2000;N00007874;Scott Langton Hardman (D);D
2000;N00007866;Michael Godfrey James (D);D
2000;N00007856;Blair C Henry (D);D
2000;N00007835;Mike the Mover (3);3
2000;N00004390;Cathy Susan Zeuske (R);R
2000;N00001685;Jay Rockefeller (D);D
2000;N00002202;Stan Klos (R);R
2000;N00006246;Craig Thomas (R);R
2000;N00007992;David W Cuddy (R);R
2000;N00009920;Richard C Shelby (R);R
2000;N00003013;Walter D Clark (R);R
2000;N00003036;Roger Bedford (D);D
2000;N00003090;Frank McRight (R);R
2000;N00003005;Natalie M Davis (D);D
2000;N00008970;Sid McDonald (R);R
2000;N00003072;Glen Browder (D);D
2000;N00003003;James (Jimmy) Davis Blake (R);R
2000;N00003062;Jeff Sessions (R);R
2000;N00003079;Charles Woods (D);D
2000;N00008190;Asa Hutchinson (R);R
2000;N00005467;Winston Bryant (D);D
2000;N00005507;Lu Hardin (D);D
2000;N00005487;Bill Wayne Bristow (D);D
2000;N00005478;Sandy S McMath (D);D
2000;N00005460;Kevin A Smith (D);D
2000;N00005499;Tim Hutchinson (R);R
2000;N00006424;John McCain (R);R
2000;N00007190;John Walton Spring (R);R
2000;N00006143;Gale Ann Norton (R);R
2000;N00006120;Tom Strickland (D);D
2000;N00006135;William F Eggert (R);R
2000;N00009082;Wayne Allard (R);R
2000;N00006167;Gene R Nichol (D);D
2000;N00006106;Charles R Duke (R);R
2000;N00001664;William V Roth Jr (R);R
2000;N00000008;Colin R J Bonini (R);R
2000;N00002742;Bob Graham (D);D
2000;N00002723;Douglas P Ruska (R);R
2000;N00002942;Charlie Crist (R);R
2000;N00002588;Hamilton Jordan (D);D
2000;N00028986;Paul Broun (R);R
2000;N00001751;Max Cleland (D);D
2000;N00002532;Clinton M Day (R);R
2000;N00000023;Leroy Corey (U);U
2000;N00006286;John Victor Evans (D);D
2000;N00006284;James A McClure (R);R
2000;N00006288;Walt Minnick (D);D
2000;N00004981;Dick Durbin (D);D
2000;N00004699;Al Salvi (R);R
2000;N00004851;Pat Quinn (D);D
2000;N00004766;Robert Marshall (R);R
2000;N00004841;Ronald F Gibbs (D);D
2000;N00004678;Jalil Ahmad (D);D
2000;N00004670;Wayne S Kurzeja (R);R
2000;N00005285;Pat Roberts (R);R
2000;N00005241;Sally Thompson (D);D
2000;N00005244;Sam Brownback (R);R
2000;N00005271;Joan M Finney (D);D
2000;N00005248;Sheila Frahm (R);R
2000;N00003416;Barry Clark Metcalf (R);R
2000;N00003423;Steven Beshear (D);D
2000;N00005385;John Breaux (D);D
2000;N00005350;Samuel B Nunez Jr (D);D
2000;N00005369;Peggy H Wilson (R);R
2000;N00005378;William H Linder (R);R
2000;N00005403;Richard P Ieyoub (D);D
2000;N00005395;Mary L Landrieu (D);D
2000;N00005406;F Charles McMains Jr (R);R
2000;N00005438;Sam Houston Melton Jr (D);D
2000;N00009783;Darryl Paul Ward (R);R
2000;N00000308;Edward M Kennedy (D);D
2000;N00000197;Ronald A Levesque (I);I
2000;N00000265;William F Weld (R);R
2000;N00001979;Paul S Sarbanes (D);D
2000;N00001945;Barbara A Mikulski (D);D
2000;N00001872;Howard David Greyber (R);R
2000;N00001955;Ben Cardin (D);D
2000;N00000455;W John Hathaway (R);R
2000;N00000491;Susan Collins (R);R
2000;N00000492;Sean Faircloth (D);D
2000;N00000461;Joseph E Brennan (D);D
2000;N00000499;Stephen M Bost (3);3
2000;N00012679;Barry Joel Hess II (L);L
2000;N00012727;Roger Peebles (L);L
2000;N00012728;Cary Savitch (3);3
2000;N00012729;Michael Cuddehe (3);3
2000;N00012730;Hal Brent Meyers (R);R
2000;N00012731;Mews Small (3);3
2000;N00012732;Bill Farley (L);L
2000;N00012733;Ronald Oden (D);D
2000;N00012734;Mark Douglas Dornan(R);R
2000;N00012735;Joseph D Snyder(R);R
2000;N00012736;Don A Udall (R);R
2000;N00012737;Jorge Luis Barraza (D);D
2000;N00000622;John Peter Imre (D);D
2000;N00012674;Eric Ruano-Melendez (D);D
2000;N00005963;Michael Idrogo (3);3
2000;N00012609;Christopher Hoffman (R);R
2000;N00012680;George Cunningham (D);D
2000;N00012681;Jim Keysor(D);D
2000;N00012682;Cheryl Kreier(3);3
2000;N00012683;Pamela Elizondo (3);3
2000;N00012684;Charles R Martin (L);L
2000;N00012685;John McDermott (3);3
2000;N00012686;Channing E Jones (3);3
2000;N00012687;William Fritz Frey (L);L
2000;N00012688;Robert E Ray (3);3
2000;N00012689;Ken Payne (R);R
2000;N00012690;Ken Adams (3);3
2000;N00012691;Cullene Lang (L);L
2000;N00012692;Justin (Justo) Moscoso (3);3
2000;N00012693;Richard O Barton (L);L
2000;N00012694;Nicholas (Nick) Mraovich (R);R
2000;N00012608;Mark A Norberg (D);D
2000;N00012695;Martin Sproul (3);3
2000;N00012696;Adam Sparks (R);R
2000;N00012697;Erik Bauman (L);L
2000;N00012698;Arneze Washington (R);R
2000;N00012699;Fred E Foldvary (L);L
2000;N00012700;Ellen Jefferds (3);3
2000;N00012701;Tom Y Santos (D);D
2000;N00012702;Kathryn A Russow (L);L
2000;N00012703;Jon A Kurey (3);3
2000;N00013207;Matthew D Frandsen (3);3
2000;N00013208;Derek W Smith (R);R
2000;N00013209;Peter Pixton (L);L
2000;N00013210;Jason F Wright (R);R
2000;N00013211;Michael J Lehman (3);3
2000;N00013212;Lawrence Davies (D);D
2000;N00013213;Philip Granville Short (R);R
2000;N00013214;Ron Bell (D);D
2000;N00013215;Teresa L Altemus (R);R
2000;N00013216;John Boyd (D);D
2000;N00013217;Michael D (Oz) Osborne (R);R
2000;N00013218;Robert Westover (D);D
2000;N00005709;Phil Gramm (R);R
2000;N00005717;Jim Chapman (D);D
2000;N00005693;John Bryant (D);D
2000;N00005660;Victor M Morales (D);D
2000;N00009869;Orrin G Hatch (R);R
2000;N00002097;Mark Warner (D);D
2000;N00007890;Warren E Hanson (R);R
2000;N00004309;Herb Kohl (D);D
2000;N00004285;Eugene A Hem (I);I
2000;N00002200;Robert C Byrd (D);D
2000;N00006250;Malcolm Wallop (R);R
2000;N00006229;Curtis E Meier (R);R
2000;N00006241;Kevin P Meenan (R);R
2000;N00006220;Kathy Karpan (D);D
2000;N00006249;Mike Enzi (R);R
2000;N00006245;Nimi McConigley (R);R
2000;N00009073;Joseph A (Joe) Sonneman (D);D
2000;N00008015;William L (Bill) Hale (R);R
2000;N00007995;Jeffery Gottlieb (3);3
2000;N00007984;Scott A Kohlhaas (L);L
2000;N00003038;Howell Heflin (D);D
2000;N00003015;Bill Cabaniss (R);R
2000;N00003037;Clayton Suddith (D);D
2000;N00001743;David Pryor (D);D
2000;N00005504;Fay W Boozman III (R);R
2000;N00005461;Nate Coulter (D);D
2000;N00005492;Joe Kenneth Hudson (R);R
2000;N00008092;Blanche Lincoln (D);D
2000;N00005451;Ted Mullenix (R);R
2000;N00005484;Edgar Scott Ferguson (D);D
2000;N00005459;Patrick Henry Hays (D);D
2000;N00005470;Thomas A Prince (R);R
2000;N00005508;Charley E Hefley (3);3
2000;N00006495;David D E Fosca (D);D
2000;N00006407;Edward McDonald Ranger Jr (D);D
2000;N00006505;Robert D Park (3);3
2000;N00006493;John C Zajac (L);L
2000;N00006471;Rex Allen Warner (L);L
2000;N00006450;Mark Healy (R);R
2000;N00006503;Bill Reilly (I);I
2000;N00007362;Leo T McCarthy (D);D
2000;N00007085;John Raymond Pinkerton III (D);D
2000;N00006667;Matt Fong (R);R
2000;N00007017;Darrell Issa (R);R
2000;N00007040;Susan Golding (R);R
2000;N00007425;Frank Riggs (R);R
2000;N00007052;Bert John Simmons (U);U
2000;N00009605;Petra E Barajas (R);R
2000;N00007554;Mark Robert Raus (R);R
2000;N00007573;H Joseph Perrin Sr (3);3
2000;N00007399;Linh Dao (R);R
2000;N00006961;Ted Brown (L);L
2000;N00006747;Brian M Rees (3);3
2000;N00006910;Ophie C Beltran (3);3
2000;N00007513;Timothy R Erich (3);3
2000;N00007124;Christopher Cox (R);R
2000;N00009923;Raymond Neal Haynes Jr (R);R
2000;N00006137;Dorothy Lamm (D);D
2000;N00006195;Gilbert E Romero (D);D
2000;N00006093;Kevin Swanson (3);3
2000;N00006117;David S Segal (L);L
2000;N00006133;Jeffrey Peckman (3);3
2000;N00000616;Joe Lieberman (D);D
2000;N00009086;Gary A Franks (R);R
2000;N00000618;Richard C Green (3);3
2000;N00008080;William Kozak (3);3
2000;N00000552;Lois A Grasso (3);3
2000;N00001669;Joseph R Biden Jr (D);D
2000;N00001800;Connie Mack (R);R
2000;N00002791;Bill McCollum (R);R
2000;N00009926;Bill Nelson (D);D
2000;N00009927;Ezell Harris Jr (R);R
2000;N00009928;Newall Jerome Daughtrey (D);D
2000;N00009929;H Joel Deckard (3);3
2000;N00009930;Willie F Logan (I);I
2000;N00002545;Michael Coles (D);D
2000;N00002574;Bert A Loftman (L);L
2000;N00007621;Maria M Hustace (R);R
2000;N00007606;Gene Douglass (R);R
2000;N00007660;Arvid Tadao Youngquist (D);D
2000;N00007675;Richard Thompson (D);D
2000;N00007644;Randolph Amen (R);R
2000;N00007612;Jay Friedheim (R);R
2000;N00007655;Harry J Friel (R);R
2000;N00007608;Stuart Gregory (R);R
2000;N00007667;William F Sink (R);R
2000;N00007662;Crystal Young (R);R
2000;N00007620;Lloyd Mallan (L);L
2000;N00007672;J Turner Brown (3);3
2000;N00012804;Neal James Morgan Bradley (3);3
2000;N00004259;David Osterberg (D);D
2000;N00006267;Mike Crapo (R);R
2000;N00006287;William L Mauk (D);D
2000;N00006307;Matt Alan Lambert (D);R
2000;N00006304;George J Mansfeld (3);3
2000;N00004690;Peter G Fitzgerald (R);R
2000;N00004897;Michael Patrick Flanagan (R);R
2000;N00004798;Loleta Didrickson (R);R
2000;N00004758;Steve Denari (R);R
2000;N00004693;Don A Torgersen (3);3
2000;N00004677;Rhys Read (L);L
2000;N00004688;Raymond W Stalker (3);3
2000;N00003760;John F Wickes Jr (D);D
2000;N00003762;Evan Bayh (D);D
2000;N00003740;Peter Rusthoven (R);R
2000;N00003780;John Price (R);R
2000;N00003842;Paul Helmke (R);R
2000;N00003884;Rebecca Sink-Burris (L);L
2000;N00009932;David Lawther Johnson (D);D
2000;N00005258;Nancy Landon Kassebaum (R);R
2000;N00005257;Todd Covault (D);D
2000;N00005270;Paul Feleciano Jr (D);D
2000;N00005239;Alvin Bauman (3);3
2000;N00003437;Jim Bunning (R);R
2000;N00003396;Charles Owen (D);D
2000;N00003383;Stephen Lewis Henry (D);D
2000;N00003428;Scotty Baesler (D);D
2000;N00003402;James Henry (Jim) Brown (D);D
2000;N00003412;Ken Buchanan Thompson (D);D
2000;N00000971;Charles R Arbegust (3);3
2000;N00005399;Woody Jenkins (R);R
2000;N00005347;James J Donelon (R);R
2000;N00005362;Raymond Brown (3);3
2000;N00005355;Jeffrey H Diket (3);L
2000;N00005429;L D (Nota) Knox sr (3);3
2000;N00005376;Martin A Rosenthal (3);3
2000;N00009933;Carla Howell (L);L
2000;N00001938;E Robert Zarwell (R);R
2000;N00001885;Alan L Keyes (R);R
2000;N00001862;Robin Ficker (R);R
2000;N00001962;Thomas L Scott (R);R
2000;N00001840;Roscoe Jerome Mitchell (R);R
2000;N00001912;Kenneth L Wayman II (R);R
2000;N00001914;Fred Michael Gloth III (R);R
2000;N00001943;George W Liebmann (R);R
2000;N00006932;David Dreier (R);R
2000;N00006917;Kenneth E Valentine (L);L
2000;N00008048;Steven T Kuykendall (R);R
2000;N00006808;Rudolph Svornich Jr (R);R
2000;N00006806;Janice Hahn (D);D
2000;N00006778;Robert Lucien Klein (R);R
2000;N00006756;Nilo Michelin (D);D
2000;N00006800;Robert T (Bob) Pegram (R);R
2000;N00006754;Robin Barrett (3);3
2000;N00006779;Kerry Welsh (L);L
2000;N00006694;John R Konopka (3);3
2000;N00007087;Jerry Lewis (R);R
2000;N00006798;Margherita Palumbo Underhill (R);R
2000;N00006732;David Bowers (L);L
2000;N00006794;Charles Daniel Ara (D);D
2000;N00006795;A (Cecy) R Groom (D);D
2000;N00007198;Ron Jevning (3);3
2000;N00007192;C David Baker (R);R
2000;N00007124;Christopher Cox (R);R
2000;N00007127;Peter Buffa (R);R
2000;N00007093;R Keith Olberg (R);R
2000;N00007081;Maurice Mayben (L);L
2000;N00007219;Peter Woodford Pierce (R);R
2000;N00006954;Gary Miller (R);R
2000;N00007215;Jack L Roberts (D);D
2000;N00006951;Eileen Ansari (D);D
2000;N00006952;Jack Healy (R);R
2000;N00006955;Cynthia Allaire (3);3
2000;N00006821;Steve Horn (R);R
2000;N00007151;Dana Rohrabacher (R);R
2000;N00007121;Guy C Kimbrough (D);D
2000;N00006781;Ada Unruh (D);D
2000;N00008050;Elia Vincent Pirozzi (R);R
2000;N00007098;Cliff Cummings (R);R
2000;N00006935;Bernard McClay (R);R
2000;N00006916;David Lynn Hollist (L);L
2000;N00006987;Daniel L Muhe (L);L
2000;N00007105;Mike Rayburn (D);D
2000;N00007113;R M Cook Barela (R);R
2000;N00007111;Phill Courtney (3);3
2000;N00007068;Mary Bono (R);R
2000;N00007066;Anna Nevenich (D);D
2000;N00007062;Ralph Waite (D);D
2000;N00007123;John W J Overman (R);R
2000;N00007055;Tom Harney (R);D
2000;N00007065;Jim J Meuer (3);3
2000;N00007148;Pat Neal (D);D
2000;N00007174;Charmayne Bohman (R);R
2000;N00007164;Long Kim Pham (R);R
2000;N00007129;Don Hull (L);L
2000;N00007211;William (Bill) Verkamp Jr (3);3
2000;N00007152;Lud Gerber (D);D
2000;N00007218;Lisa Bergman Hughes (R);R
2000;N00007187;Robert S Zemel (R);R
2000;N00007217;James Gray (R);R
2000;N00007212;Cornelius M Coronado Jr (R);R
2000;N00007186;Larry G Engwall (3);3
2000;N00007216;Christina Avalos (D);D
2000;N00007130;Paul Fisher (3);3
2000;N00007199;Raymond O Mills (3);3
2000;N00007122;James Luke (R);R
2000;N00007022;Christine Kehoe (D);D
2000;N00007031;Julia F Simon (3);3
2000;N00007049;Janice Jordan (3);3
2000;N00006977;Jonathan Parungao (R);R
2000;N00006999;Daniel F Kripke (D);D
2000;N00007015;Donald J Pando (R);R
2000;N00006991;Lynn Badler (L);L
2000;N00006990;Adrienne Pelton (3);3
2000;N00006155;Ryan Hunter Smith (D);D
2000;N00006124;Charles A Bailey (R);R
2000;N00006151;Nancy M McClanahan (R);R
2000;N00006167;Gene R Nichol (D);D
2000;N00006157;Larry E Johnson (R);R
2000;N00006168;Homer Lee Page (D);D
2000;N00006171;Robert D Greenlee (R);R
2000;N00006085;David Jeffrey Thomas (D);D
2000;N00008051;Mark Udall (D);D
2000;N00006089;Paul Martin Weissmann (D);D
2000;N00006088;Patrick C West (3);3
2000;N00006211;Archie J Vaudez Jr (D);D
2000;N00006196;Robert C James (R);R
2000;N00006201;Anthony Martinez (D);D
2000;N00006203;J B Smith (D);D
2000;N00006216;Robert R (Reed) Kelley (D);D
2000;N00006215;Barry Maggert (L);L
2000;N00006180;Susan E Kirkpatrick (D);D
2000;N00006194;Leonard D Talbow (D);D
2000;N00006170;Mark A Mellott (3);3
2000;N00006094;Charles Thomas Blickensderfer (R);R
2000;N00006101;Matthew Christopher Stuart (R);R
2000;N00006103;Tom Tancredo (R);R
2000;N00006080;Barry Kevin Arrington (R);R
2000;N00006177;William R Schroeder Jr (R);R
2000;N00006146;Sam H Zakhem (R);R
2000;N00006087;Brenda Catherine Hilliard (I);I
2000;N00006100;Martha Hill Kreutz (R);R
2000;N00006096;Henry L Strauss (D);D
2000;N00006127;George E Newman (3);3
2000;N00000575;John B Larson (D);D
2000;N00000572;Daniel Isaac Papermaster (D);D
2000;N00000559;James Raymond McCavanagh (D);D
2000;N00000579;Herschel L Collins (I);I
2000;N00000550;Joseph M Suggs Jr (D);D
2000;N00000577;Kevin J O'Connor (R);R
2000;N00000651;Jay E Palmieri IV (3);3
2000;N00000583;Gary M Koval (R);R
2000;N00000582;Paul W Cook (3);3
2000;N00000602;David Porter Cole (3);3
2000;N00000598;Kristen J Abbatiello (3);3
2000;N00000652;Christopher Shays (R);R
2000;N00000599;Marshall C Harrison (L);L
2000;N00000638;Mark Nielsen (R);R
2000;N00000631;Robert V Strasdauskas (3);3
2000;N00000551;James L Griffin (D);D
2000;N00000554;Demetrios S Giannaros (D);D
2000;N00000563;Mark J Polon (3);3
2000;N00001713;Pat Kidd (3);3
2000;N00001716;David Schwartzman (3);3
2000;N00001728;Natale N Stracuzzi (I);I
2000;N00001711;Mary Martin (3);3
2000;N00001731;Edward Henry Wolterbeek (R);R
2000;N00001676;Kim S Bemis (3);3
2000;N00001672;James P Webster (3);3
2000;N00002871;Bruce Calvin Trask (3);3,,    
2000;N00002750;Timothy W Stein (I);I
2000;N00002724;William H Randall (R);R
2000;N00002780;Jack Gargan (3);3
2000;N00002974;Hal Gill (R);R
2000;N00002782;Cliff Stearns (R);R
2000;N00002801;Charles L Klein (3);3
2000;N00002814;William R Tolley (R);R
2000;N00002936;Joe Chillura Jr (R);R
2000;N00002960;Porter Goss (R);R
2000;N00002897;Harry A Johnston (D);D
2000;N00002811;Charles Gregory Talbot (R);R
2000;N00002831;May D Chote (3);3
2000;N00002823;Patrick M Cusack (D);D
2000;N00002849;Claudia K Laurence (D);D
2000;N00002832;Carl D Kenyon (R);R
2000;N00002883;Michael Howard Magolnick (R);R,,    
2000;N00002618;Ralph T Hudgens (R);R
2000;N00002678;Joseph F McCormick (R);R
2000;N00002691;Dylan C Glenn (R);R
2000;N00002557;Sunny Warren (R);R
2000;N00002581;John H Lewis Sr (R);R
2000;N00002555;David James Worley (D);D
2000;N00002527;James Ray Williamson Jr (I);I
2000;N00002593;Johnny Isakson (R);R
2000;N00002538;James F (Jim) Williams (D);D
2000;N00002640;Ronald L Cain (D);D
2000;N00002622;Denise Freeman (D);D
2000;N00007679;Manuel Q Cruz (R);R
2000;N00007656;Quentin Kuhio Kawananakoa (R);R
2000;N00007668;Gene R Ward (R);R
2000;N00007673;Al Canopin Jr (D);D
2000;N00007605;Carol J Douglass (R);R
2000;N00007607;Paul 'Steve' O'Leary (R);R
2000;N00007626;Thomas E White (R);R
2000;N00007647;Noreen Leilehua Chun (L);L
2000;N00004265;Charles Thurston (3);3
2000;N00004210;Larry McKibben (R);R
2000;N00004267;Philip Kay Ferren (R);R
2000;N00004202;Charles P Connolly (3);3
2000;N00004253;Robert Gerard Tully (D);D
2000;N00004203;John Dvorak (D);D
2000;N00006306;Tony Paquin (R);R
2000;N00006276;Jim Pratt (R);R
2000;N00006263;Mike Simpson (R);R
2000;N00006264;Mark Darwin Stubbs (R);R
2000;N00006273;Stan Hawkins (R);R
2000;N00006289;Jonathan Bradford Ratner (3);3
2000;N00004996;Charles Wade Montgomery (D);D,,    
2000;N00004852;Marlene White Ahimaz R);R
2000;N00004832;Marjorie Kohls (L);L
2000;N00004881;Mel Reynolds (D);D
2000;N00004730;Robert Gordon III (R);R
2000;N00004801;Matthew Joseph Beauchamp (L);L
2000;N00004753;Woodrow W Windischman III (L);L
2000;N00004845;Karl Groth (R);R
2000;N00004768;John Birch (R);R
2000;N00004876;Pemberton H Shober Jr (L);L
2000;N00004713;Stanley John Niziolek (R);R
2000;N00004850;Ida Therese Jablanovec (R);R
2000;N00004797;Alan Spitz (R);R
2000;N00004708;Thomas Cramer (D);D
2000;N00004866;Wilner J Jackson (D);D
2000;N00004806;Dorn E Van Cleave III (L);L
2000;N00004671;David McSweeney (R);R
2000;N00004724;Jan Schakowsky (D);D
2000;N00004867;Howard W Carroll (D);D
2000;N00004892;Charles A (Pat) Boyle (D);D
2000;N00004871;Daniel Peter Joyce (D);D
2000;N00004893;Robert Huntington (R);R
2000;N00004899;Leonard S Reinebach;R
2000;N00004857;Michael D Ray (L);L
2000;N00004700;John Edward Porter (R);R
2000;N00004748;Gary S Mueller (D);D
2000;N00004963;Gail Ann Kohlmeier (R);R
2000;N00004958;William Melvin Price (R);R
2000;N00004954;Kenneth Charles Wiezer (D);D
2000;N00004719;Peter Roskam (R);R
2000;N00004762;Judy Biggert (R);R
2000;N00004764;Michael J Krzyston (R);R
2000;N00004761;Andrew J (Andy) Clark (R);R
2000;N00004765;Walter Maksym (R);R
2000;N00004715;Robert A Cozzi Jr (D);D
2000;N00004902;Donald Joseph Gaines (D);D
2000;N00004972;Jerry Ray Berg (R);R
2000;N00004993;Robert C Wilson (D);D
2000;N00004969;George A Hartke (D);D
2000;N00004991;David Phelps (D);D
2000;N00004992;James E Eatherly (R);R
2000;N00004967;Jerry Eckl (D);D
2000;N00004982;David A Loebach (D);D
2000;N00004952;Rick Verticchio (D);D
2000;N00004956;Jerry F Costello (D);D
2000;N00004997;Glenn Poshard (D);D
2000;N00003795;Cy Huerter (D);D
2000;N00003796;Mark J Leyva (R);R
2000;N00003881;Sherman Boles (D);D
2000;N00003870;Cliff Federle (R);R
2000;N00003827;Dewey M Conley (R);R
2000;N00003839;Stephen Gregory Hope (D);D
2000;N00003850;Mark Jonathan Wehrle (D);D
2000;N00003802;Morris L Livengood (D);D
2000;N00003857;David F Steele (D);D
2000;N00003860;Carl Davis Waters (L);L
2000;N00003783;Joseph Alfred Hauptmann (L);L
2000;N00003912;Douglas Edwin Hess (R);R
2000;N00003891;Samuel Dutch Hillenburg (D);D
2000;N00003906;Gail Riecken (D);D
2000;N00003875;Baron Hill (D);D
