year;CID;name;party
2000;N00004516;Roy W Terwilliger (R);R
2000;N00005122;Joyce Lea (R);R
2000;N00005053;James J Askew (D);D
2000;N00005178;"Christopher ""Kit"" Bond (R)";R
2000;N00004636;John Melcher (D);D
2000;N00002296;Charles Addison Sanders (D);D
2000;N00002359;Alford Rogers (R);R
2000;N00004613;Kent Conrad (D);D
2000;N00005332;Don Stenberg (R);R
2000;N00005301;Chuck Hagel (R);R
2000;N00005329;Ben Nelson (D);D
2000;N00000421;Dick Swett (D);D
2000;N00009817;Dick Zimmer (R);R
2000;N00000880;Richard J Larossa (R);R
2000;N00000901;Bob Smith (D);D
2000;N00000756;Robert G Torricelli (D);D
2000;N00006560;Eric Treisman (D);D
2000;N00009922;Harry Reid (D);D
2000;N00000968;Daniel Patrick Moynihan (D);D
2000;N00000969;Mark Green (D);D
2000;N00005611;James H Boren (D);D
2000;N00005562;James S Bryant (D);D
2000;N00005585;Don McCorkell (D);D
2000;N00006557;Francesca Lobato (D);D
2000;N00000156;Brian P Lees (R);R
2000;N00008745;Faye Walters (3);3
2000;N00004585;Dennis O Jones (D);D
2000;N00004572;John Thune (R);R
2000;N00004578;Rick Weiland (D);D
2000;N00003203;Al Schmutzer Jr (R);R
2000;N00003183;James L Holcomb (R);R
2000;N00003202;Bill Jenkins (R);R
2000;N00003192;Richard S Venable (R);R
2000;N00003189;Mack (Scottee) Scott (D);D
2000;N00003211;George Njezic (I);I
2000;N00003168;Mark Stewart (D);D
2000;N00003263;Walt R Massey Jr (R);R
2000;N00003214;Lupo (Sonny) Carlota (R);R
2000;N00003218;Harold E Ford Jr (D);D
2000;N00003221;Rufus Elmer Jones (D);D
2000;N00003240;John H Willingham (R);R
2000;N00003220;Johnny E Kelly (I);I
2000;N00003234;Greg Voehringer (I);I
2000;N00006067;Silvestre Reyes (D);D
2000;N00005717;Jim Chapman (D);D
2000;N00005722;Ed Merritt (R);R
2000;N00005724;Max Sandlin (D);D
2000;N00005732;Charles Wilson (D);D
2000;N00005874;Walter Benjamin Bius (R);R
2000;N00005736;Brian Babin (R);R
2000;N00005731;Jim Turner (D);D
2000;N00005646;Jon Newton (R);R
2000;N00005852;Jerry Ray Hall (R);R
2000;N00005685;Glenn E Box (R);R
2000;N00005932;William A Foster III (D);D
2000;N00005758;Pete Geren (D);D
2000;N00005776;Janet Carroll Richardson (D);D
2000;N00005822;Bill Archer (R);R
2000;N00005862;Eugene Yuh-Jen Hsiao (R);R
2000;N00005883;Kevin Brady (R);R
2000;N00005825;Robert Wayne Musemeche (D);D
2000;N00005865;Cynthia Newman (D);R
2000;N00005926;Jack Brooks (D);D
2000;N00005928;Nick Lampson (D);D
2000;N00006031;Teresa Doggett (R);R
2000;N00005792;Brian D Pardo (R);R
2000;N00005708;Jo Ann Howard (D);D
2000;N00005785;David H Jenkins (R);R
2000;N00008799;Kay Granger (R);R
2000;N00005781;Aaron E Alejandro (D);D
2000;N00005893;Greg Laughlin (R);R
2000;N00006032;Charles (Lefty) Morris (D);D
2000;N00005888;Thomas Anselin Reed (D);D
2000;N00006000;E (Kika) De la garza (D);D
2000;N00006008;Ruben Hinojosa (D);D
2000;N00006001;James D III Selman (D);D
2000;N00005943;Jose Luis Aliseda Jr (R);R
2000;N00006074;Dolores Briones (D);D
2000;N00006076;Jose Luis Sanchez (D);D
2000;N00005235;Wes Miller (D);D
2000;N00005222;Tom Little (R);R
2000;N00005230;Dan Dana (D);D
2000;N00005233;Dennis Moore (D);D
2000;N00005265;M R Kinard (D);D
2000;N00009811;Jim Lawing (D);D
2000;N00005269;Craig Newland (3);3
2000;N00003438;Richard Lee Robinson (R);R
2000;N00003403;Virginia Woodward (D);D
2000;N00003444;Ken Lucas (D);D
2000;N00003458;Tom Barlow (D);D
2000;N00003374;Jim Ketchel (3);3
2000;N00003429;Jonathan Scott Miller (D);D
2000;N00003410;F Chris Gorman (D);D
2000;N00003445;Gex (Jay) Williams III (R);R
2000;N00003443;James Kidney (R);R
2000;N00003447;Howard Leslie Feinberg (D);D
2000;N00003440;Weston W Worthington (D);D
2000;N00003454;Sidney Jane Bailey-Bamer (D);D
2000;N00003418;James H Newberry Jr (D);D
2000;N00003431;Jay L Whitehead (R);R
2000;N00003427;Ernesto Scorsone (D);D
2000;N00003417;Robert Russell (D);D
2000;N00003425;John A (Eck) Rose (D);D
2000;N00003414;Scott Land (D);D
2000;N00003432;Wasley S Krogdahl (3);3
2000;N00005346;David Reed (D);D
2000;N00005368;Don-Terry Veal (D);D
2000;N00005414;Jim McCrery (R);R
2000;N00005405;Majorie A McKeithen (D);D
2000;N00000165;Stephen A Perla (D);D
2000;N00000153;Richard E Neal (D);D
2000;N00000167;Matthew Amorello (R);R
2000;N00000177;George David Joseph Pillies (L);L
2000;N00000199;John V Tudisla (D);D
2000;N00000220;Paul McCarthy (R);R
2000;N00000222;David A Francoeur (D);D
2000;N00000260;Susan M Tracy (D);D
2000;N00000243;Thomas M Keane Jr (D);D
2000;N00000294;Warren Tolman (D);D
2000;N00000266;John T O'Connor (D);D
2000;N00000267;Michael E Capuano (D);D
2000;N00000262;Peter Woodard Galbraith (D);D
2000;N00000292;Marjorie O'Neill Clapprood (D);D
2000;N00000239;Christopher F Gabrieli (D);D
2000;N00000255;Philip E Doherty (D);D
2000;N00000248;Alex Rodriguez (D);D
2000;N00000268;Philip Hyde III (3);3
2000;N00000242;Anthony A Schinella (I);I
2000;N00000253;Andrea Morell (3);3
2000;N00000312;Eric Vaughn Bleicken (R);R
2000;N00000254;Brian Donnelly (D);D
2000;N00002012;Wayne T Gilchrest (R);R
2000;N00002010;Irving Pinder (D);D
2000;N00001918;Michael Joseph Serabian (D);D
2000;N00002030;Thomas Morse Jenkins (D);D
2000;N00001941;Kenneth T Bosley (D);D
2000;N00001977;Walter T Kuebler (D);D
2000;N00001919;John J Sweeney (I);I
2000;N00001985;Colin Felix Harby (R);R
2000;N00002002;John Rea (D);D
2000;N00001901;John William Wrightson (R);R
2000;N00001822;Krisnan Persaud (D);D
2000;N00001903;E Richard Rosenthal (D);D
2000;N00001840;Roscoe Jerome Mitchell (R);R
2000;N00001916;Robert B Ostrom (R);R
2000;N00001829;Orville Arnett (D);D
2000;N00002025;Timothy D McCown (D);D
2000;N00001974;Antonion Wade Campbell (R);R
2000;N00001858;Ralph G Neas (D);D
2000;N00001870;Donald E Geis (D);D
2000;N00001856;Deborah A Vollmer (D);D
2000;N00001950;Dorothy C Jennings (R);R
2000;N00000448;David N Ott (R);R
2000;N00000450;Ross J Connelly (R);R
2000;N00000507;Eric R Greiner (3);3
2000;N00000503;Jonathan Reisman (R);R
2000;N00004178;Michelle A McManus (R);R
2000;N00004184;Cyndi Ask (L);L
2000;N00004174;Thomas E Schoech (R);R
2000;N00004198;John Wesley Loosemore (L);L
2000;N00004156;Bob Shrauger (D);D
2000;N00004150;Tom Russell (3);3
2000;N00004167;John Ferguson Jr (D);D
2000;N00004162;Dan Marsh (L);L
2000;N00004149;Thomas Rundquist (D);D
2000;N00004085;Clint Foster (L);L
2000;N00004084;Donald William Brewster (R);R
2000;N00004137;Glenn Whitt (L);L
2000;N00004123;Ken Asmus (3);3
2000;N00004141;Jim Berryman (D);D
2000;N00004100;Lynnea Ellison (3);3
2000;N00004107;Michael Jon Murray (R);R
2000;N00004057;Thomas McMillin (R);R
2000;N00003945;Richard Friend (L);L
2000;N00003938;Brian Paul Palmer (R);R
2000;N00003992;Travis M Reeds (D);D
2000;N00003941;Douglas Wayne Carl (R);R
2000;N00004027;Leslie Ann Touma (R);R
2000;N00003958;Bart Baron (R);R
2000;N00004058;Fred D Rosenberg (3);3
2000;N00003956;Marlene Kler (D);R
2000;N00004007;Barbara-Rose Collins (D);D
2000;N00003998;Dean Hutyra (L);L
2000;N00003987;Thomas Lee Hickey (R);R
2000;N00004038;Samir Roger Makarem (3);3
2000;N00003982;Mike Freyman (L);L
2000;N00004028;Vendella M Collins (R);R
2000;N00003977;Linda Willey (L);L
2000;N00004001;Chrysanthea D Boyd-Fields (R);R
2000;N00004017;Holly Harkness (3);3
2000;N00003979;Edward Hlavac (L);L
2000;N00004539;Tracy Beckman (D);D
2000;N00004507;Derek W Schramm (3);3
2000;N00004462;Michael A Neitzel (L);L
2000;N00004459;Heather Wood (3);3
2000;N00004467;Carol Simmons Schulstad (3);3
2000;N00004489;Martin Olav Sabo (D);D
2000;N00012860;William D Griffith (R);R
2000;N00012861;Kevin M Mahan (R);R
2000;N00012862;Joe Michael Cobb (L);L
2000;N00012863;Eddie Rose (3);3
2000;N00012864;Doris Ball (L);L
2000;N00012865;Tahir I Bhatti (3);3
2000;N00012866;Alexander Sorongon (R);R
2000;N00012867;David A Willoughby (L);L
2000;N00012868;Leeann S Kendall (3);3
2000;N00012869;Michael Benoit (L);L
2000;N00012870;Robert A Sherman (3);3
2000;N00012871;Ronald Norman Forthofer (3);3
2000;N00012872;Micheal Carlton Miller Sr (D);D
2000;N00012873;Thomas Henry Sullivan (D);D
2000;N00012874;Daniel Richard Vaughen (D);D
2000;N00012875;Donald G Kennedy (D);D
2000;N00012876;Daniel E Dunn (D);D
2000;N00012877;Richard S Gallaher (I);I
2000;N00012878;James M Donovan (R);R
2000;N00012879;Michael L Huston (D);D
2000;N00012880;Craig Sterling Benjamin (R);R
2000;N00006275;David W Shepherd (R);R
2000;N00012881;George C Roby (D);D
2000;N00012882;Raymond G Wardingley (R);R
2000;N00012883;R Benedict Mayers (D);D
2000;N00012884;Ramiro Gonzalez (R);R
2000;N00012885;Joseph L (Joe) Pagan (D);D
2000;N00012886;Robert Dallas (R);R
2000;N00012887;Jon Stewart (R);R
2000;N00012888;Arno Sponeman (R);R
2000;N00012889;Vern Deljonson (D);D
2000;N00012891;Al Robyn (D);D
2000;N00012892;Angela Maria Burks (D);D
2000;N00003775;Carrie J Dillard-Trammell (D);D
2000;N00012894;Bob Griffiths (R);R
2000;N00012895;Matt Branam (R);R
2000;N00012896;Carlos J Nolla (D);D
2000;N00003477;David L Williams (R);R
2000;N00012897;Edward J Kosla (I);I
2000;N00011943;Robert Hudson (3);3
2000;N00012898;Steven Louis Allmon (I);I
2000;N00012899;Donald W Gorman (L);L
2000;N00006741;Caesar Saint Augustine (U);U
2000;N00012900;Mark Stewart Greenstein (D);D
2000;N00012901;James M Collins (I);I
2000;N00012902;Billy Ray Pearman (3);3
2000;N00012903;Philip A Giordano (R);R
2000;N00012904;Nikki Morgan Oldaker (I);I
2000;N00012905;Mike Arcello (3);3
2000;N00012906;Michael Robert Corliss (L);L
2000;N00012907;Thomas Patrick Ness (3);3
2000;N00012908;Allison Clinton (D);D
2000;N00012909;Troy Brown (D);D
2000;N00012910;Rickey L Cole (D);D
2000;N00012911;Robert R (Bob) Richmond Jr (D);D
2000;N00012912;Jim Giles (I);I
2000;N00012913;Lewis Napper (L);L
2000;N00024766;William F Sinnott (D);D
2000;N00009421;Gail Anne Petrosoff (3);3
2000;N00003984;Ken Larkin (3);3
2000;N00010048;Jack Rogers (3);3
2000;N00008191;Gus Hannemann (I);I
2000;N00008522;Raymond H Warner (L);L
2000;N00008738;Manuel Rodriguez Orellana (3);3
2000;N00013664;Victoria Elizabeth Pasholk (U);U
2000;N00013665;Rachel Marie Pasholk (U);U
2000;N00013666;Lyle Nasser (3);3
2000;N00013667;Paul Schaefer (I);I
2000;N00013668;Leslie J Hanks (3);3
2000;N00013669;Kordon L Baker (L);L
2000;N00013670;Dan Sewell Ward (3);3
2000;N00013671;David A Swartz (I);I
2000;N00013672;Kerry Kantor (L);L
2000;N00013673;Adam D Katz (L);L
2000;N00013674;Stephanie Sailor (L);L
2000;N00013675;Thomas Mason (D);D
2000;N00013676;Michael E Anderson (L);L
2000;N00013677;Scott C Baker (L);L
2000;N00013678;Michael Donlan (L);L
2000;N00013679;Sara Chambers (L);L
2000;N00013680;Na'Ilah Ali (L);L
2000;N00013681;Robert L Potvin (I);I
2000;N00013682;David A Rosa (I);I
2000;N00013683;Joe Pomykala (L);L
2000;N00013684;Susan J Goldberg (3);3
2000;N00013685;Ronald E Graeser (3);3
2000;N00013686;Jerry Berta (3);3
2000;N00013687;Tom Grego (3);3
2000;N00013688;John Emerick (3);3
2000;N00013689;William Bradley (L);L
2000;N00013690;Richard M Overton (3);3
2000;N00013691;C Dennis James (3);3
2000;N00013692;Bonnie Bucqueroux (3);3
2000;N00013693;James Parry Eyster (L);L
2000;N00013694;Francisco R Gualdoni (3);3
2000;N00013695;Laurie M Martin (L);L
2000;N00013696;Alaya Bouche (3);3
2000;N00013697;Terry R Haines (3);3
2000;N00013698;Joseph M Pilchak (3);3
2000;N00013699;Marilyn Macdermaid (3);3
2000;N00013700;Bonnie Hixson (3);3
2000;N00013701;Daniel E Malone (3);3
2000;N00013702;Andrew Le Cureaux (L);L
2000;N00013703;Karin R Corliss (L);L
2000;N00013704;David Arndt (3);3
2000;N00013705;Constance J Catalfio (L);L
2000;N00013706;Paul Pederson (3);3
2000;N00013707;Scott A Jeffery (L);L
2000;N00013708;Bob Batchelder (3);3
2000;N00013709;Timothy Moultrie (L);L
2000;N00013710;Adrian Banks (L);L
2000;N00013711;Leroy J Klien (3);3
2000;N00013712;April Jones Bishop (L);L
2000;N00013713;Lynwood Earl Hines (L);L
2000;N00013714;Daniel H Krymkowski (L);L
2000;N00013715;Stewart Skrill (I);I
2000;N00013716;Harold H Dunn (3);3
2000;N00013717;Michael Crawford Park (R);R
2000;N00013718;Sharon Marth (I);I
2000;N00013719;Steven Arthur Pfeffer (3);3
2000;N00013720;William M Kenyon Sr (I);I
2000;N00013721;William Quarton (3);3
2000;N00013722;Jacob J Perasso (3);3
2000;N00013723;Charles W Russell (3);3
2000;N00013724;Billy Greer (3);3
2000;N00013725;Kenneth Louis Lowndes (3);3
2000;N00013726;Robert L Thomas (3);3
2000;N00013727;Tom Campbell (L);L
2000;N00013728;Paul Hager (L);L
2000;N00000268;Philip Hyde III (3);3
2000;N00008980;Randy Mackenzie (3);3
2000;N00000039;Dale E Friedgen (3);3
2000;N00004106;John Mangopoulos (3);3
2000;N00013733;Michael F Gallagher (D);D
2000;N00013734;Jonathan Mogor (R);R
2000;N00013735;Nathan Nathaniel Holden (D);D
2000;N00013736;Walter N Iwachiw (3);3
2000;N00013737;Gary Lynn Gillham (D);D
2000;N00006700;Mervin Leon Evans (D);D
2000;N00013738;Kevin Murray (D);D
2000;N00013736;Walter N Iwachiw (3);3
2000;N00013219;Mike Corrigan (D);D
2000;N00013220;Robert Kerr McBride (L);L
2000;N00013221;Trent Ross Matson (R);R
2000;N00013222;Harold L (Hal) Palmer Jr (R);R
2000;N00013223;Matthew Scott Gulick (R);R
2000;N00013224;Glen W Kepner (D);D
2000;N00013225;Scott Benson (L);L
2000;N00013226;Ted Thomas (L);L
2000;N00013228;Lynwood Carl Winslow (R);R
2000;N00013229;Timothy W Steele (D);D
2000;N00013230;Ron Helwig (L);L
2000;N00013231;Cathie Hartnett (D);D
2000;N00013232;Bill Haas (D);D
2000;N00013233;Charles Lindsey (D);D
2000;N00013234;James J Tikalsky (L);L
2000;N00013235;Dana Paul Brandenburg (3);3
2000;N00013236;Charlene Cathcart (R);R
2000;N00013237;Edward G Janosik (D);D
2000;N00013238;Reed Gusciora (D);D
2000;N00013239;Linda Mercurio (D);D
2000;N00013240;Roderick M McNealy (R);R
2000;N00013241;Anthony Fusco Jr (R);R
2000;N00013242;Joseph Tedeschi (R);R
2000;N00013243;Dirk B Weber (R);R
2000;N00013244;Esther Gatria (D);D
2000;N00013245;Daniel Kerlinsky (3);3
2000;N00013246;Carlos R Provencio (3);3
2000;N00013247;David A Bishop (D);D
2000;N00013248;Lou A D'Apolito (I);I
2000;N00013249;Beth Ann King (L);L
2000;N00003079;Charles Woods (D);D
2000;N00013250;Robert Grant Thomas (R);R
2000;N00013251;Michael Paul Kennedy (R);R
2000;N00013252;Kevin Phillip Hambsch (3);3
2000;N00003889;Jack Reynolds (R);R
2000;N00008834;Carlton Edward Bowen (3);3
2000;N00008971;Wayne Sowell (D);D
2000;N00000113;Charles Evans Thompson (R);R
2000;N00002452;Richard Thomas Quillian (I);I
2000;N00006321;Hartley David Anderson (3);3
2000;N00013253;Robert L Cunningham (R);R
2000;N00000237;Janet E Jeghelian (R);R
2000;N00013365;Kathryn Rusco (3);3
2000;N00013379;Michael Joseph Storino (U);U
2000;N00005202;Marc Perkel (R);R
2000;N00013603;Mary Maroney (3);3
2000;N00013510;Justin N Lite (3);3
2000;N00003877;William G Frazier (I);I
2000;N00003047;Alan Fulton Barksdale (L);L
2000;N00000011;Harry Browne (L);L
2000;N00013254;Anna Young (3);3
2000;N00013255;Jesse L Thomas (R);R
2000;N00013256;David Lee Ryan (R);R
2000;N00013257;David Michael Baker (L);L
2000;N00013258;Sandy Hume (R);R
2000;N00013259;Robert Pryor Condon (R);R
2000;N00013260;Douglas J Dodd (R);R
2000;N00013261;Josette Green (3);3
2000;N00013262;Joyce Marie Griggs (D);D
2000;N00013263;Don Smart (D);D
2000;N00013264;J P Agrawal (D);D
2000;N00013265;Gail Notti (D);D
2000;N00013266;Herbie Galloway (R);R
2000;N00002510;Dean Parkinson (R);R
2000;N00013268;James C Harrington Jr (D);D
2000;N00013269;Mike Gabbard (R);R
2000;N00013270;Ira Dennis Hawver (L);L
2000;N00013271;Martin Douglas Travis (R);R
2000;N00013272;Alan Joseph Gamble (3);3
2000;N00013273;Ronald George Actis (R);R
2000;N00013274;Grant Gerbasi Garrett (R);R
2000;N00013275;Carlos Iovannitti (R);R
2000;N00013276;Thomas A Turner (R);R
2000;N00013277;Matthew Frumin (D);D
2000;N00013278;Pam Ellison (3);3
2000;N00013279;Charles R Christrup (D);D
2000;N00013280;Katina M Johnstone (D);D
2000;N00013281;Larry Weatherford (D);D
2000;N00013282;George Brightharp (D);D
2000;N00013283;Ron Crickenberger (L);L
2000;N00013284;Thomas P Keefe Jr (D);D
2000;N00013285;Dean F Reich (D);D
2000;N00013286;Michael Andrew Clawson (D);D
2000;N00013287;Adam Lee Bonds (I);I
2000;N00013288;Arthur Joseph Regan (3);3
2000;N00013289;William J Grutzmacher (3);3
2000;N00013290;William E Murawski (I);I
2000;N00013291;Mark Dayton (D);D
2000;N00002919;Randy Heine (I);I
2000;N00013292;Robert Walter Sherman (3);3
2000;N00005086;Steven R Carroll (D);D
2000;N00013170;Gary Thomas Winters (3);3
2000;N00013170;Gary Thomas Winters (3);3
2000;N00013293;J Rev Father Boydston (I);I
2000;N00009291;David Kenneth Weeks (R);R
2000;N00013294;John Stanley Carroll (R);R
2000;N00009479;Gregory Pason (3);3
2000;N00001025;Joseph J Dioguardi (3);3
2000;N00013731;Alford Rogers (3);3
2000;N00013732;Roderick D Wright (D);D
2000;N00005076;James Higgins (L);L
2000;N00010793;Sandra Lee Reeves (D);D
2000;N00005192;Earl Durnell (D);D
2000;N00005188;Mike Harman (R);R
2000;N00008183;Ken Hager (L);L
2000;N00004036;William A Ashe (R);R
2000;N00005043;Tamara A Millay (L);L
2000;N00004353;John Edward Graf (D);D
2000;N00012178;Sven Johnson (D);D
2000;N00001410;Keith Harold Slinker (R);R
2000;N00013295;Terry Reagin (L);L
2000;N00013296;Paul Valenti (D);D
2000;N00013297;Jon Scott Duffey (3);3
2000;N00013298;Robert Fletcher Humphrey (3);3
2000;N00013299;Martin Vincent Hippie (I);I
2000;N00013300;Stanley Wiles (D);D
2000;N00013301;David J Euchner (L);L
2000;N00013302;Marc Leo Laplante (R);R
2000;N00013303;Frederick T Golder (R);R
2000;N00013304;Gregory Allen Frushour (D);D
2000;N00013305;Lawrence D Hollenbeck (D);D
2000;N00013306;James Bupp (D);D
2000;N00013307;Jennie M Crittendon (D);D
2000;N00013308;Perry Kent Spencer (3);3
2000;N00013309;Anthony America (D);D
2000;N00013310;Mario Fundaro (D);D
2000;N00013311;Carl F Berry (R);R
2000;N00013312;Joe Mondrak (D);D
2000;N00013313;Robert Penningroth (3);3
2000;N00013314;Richard J Gimpelson (3);3
2000;N00013315;George Simpson (R);R
2000;N00013316;Jeff Christen-Mitchell (L);L
2000;N00013317;Bob Brown (R);R
2000;N00013318;Thomas L Knapp (L);L
2000;N00013319;James Edward Rinehart (3);3
2000;N00013320;Steve Gordon (R);R
2000;N00013321;Alan Newberry (L);L
2000;N00013322;Dennis M Carriger (3);3
2000;N00013323;Sam Graves (R);R
2000;N00013324;Steve Danner (D);D
2000;N00013325;Ida Cox (D);D
2000;N00013326;Tom Mann (D);D
2000;N00013327;John Dady (R);R
2000;N00013328;Jimmy Dykes (L);L
2000;N00013329;Ron Lapham (3);3
2000;N00013330;Bob Camp (D);D
2000;N00013331;Michael Charles Glawson (D);D
2000;N00013332;Joe Cefius Terry (D);D
2000;N00013333;Steven D Dotson (3);3
2000;N00013334;Martha Fuller Clark (D);D
2000;N00013335;Norman H Jackman (D);D
2000;N00013336;Costantino Rozzo (3);3
2000;N00013337;Wilton G Swenson Jr (3);3
2000;N00013338;Christopher H Hansen (3);3
2000;N00013339;Charles Schneider (L);L
2000;N00013340;Kenneth Charles Brenneman (3);3
2000;N00013341;Tierney Cahill (D);D
2000;N00013342;Mitchell T Tracy (R);R
2000;N00013343;A Charles Laws (3);3
2000;N00013344;Regina Seltzer (D);D
2000;N00013345;Steve Israel (D);D
2000;N00013346;Joan B Johnson (R);R
2000;N00013347;Kenneth F McCallion (D);D
2000;N00013348;Brett M Sommer (R);R
2000;N00013349;Warren A Stewart (D);D
2000;N00013350;Greg Holmes (L);L
2000;N00013351;Michael A Green (D);D
2000;N00013352;Leonard D Munker (D);D
2000;N00013353;Larry J Herdt (R);R
2000;N00013354;Dino Wenino (R);R
2000;N00013298;Robert Fletcher Humphrey (3);3
2000;N00013356;David Charles Visman (I);I
2000;N00013357;Maria G Harper (I);I
2000;N00013358;Troy Wentz (3);3
2000;N00013359;Steven Ryan Jarboe (R);R
2000;N00013360;Steve Kubby (L);L
2000;N00013361;Robert E La Favre (3);3
2000;N00013362;William Henry Toel (I);I
2000;N00013363;Darrell L McCormick (I);I
2000;N00013364;Fernando Platin Jr (R);R
2000;N00013366;Ernie Berghof (3);3
2000;N00013367;J J Johnson (L);L
2000;N00013368;Mark Joseph Dunau (3);3
2000;N00013369;Lester B Searer (3);3
2000;N00013370;Tim Peterson (L);L
2000;N00013371;Sheldon Sumey (D);D
2000;N00013372;Mel Logan (D);D
2000;N00002510;Dean Parkinson (R);R
2000;N00006639;Terry C Savage (L);L
2000;N00013373;Robert T Walsh (3);3
2000;N00013374;Willard E Smith (3);3
2000;N00001176;Rick A Lazio (R);R
2000;N00013799;Randy Forbes (R);R
2000;N00008509;Robert Broda (L);L
2000;N00009065;John D Huff (3);3
2000;N00005571;Terry Gorham (R);R
2000;N00008643;Rose Robles Birtley (R);R
2000;N00005531;Robert T Murphy (L);L
2000;N00000422;Roy Kendel (3);3
2000;N00013375;Clifford Mark Greene (D);D
2000;N00013376;Dae Miles (D);D
2000;N00013377;Leonard J Karpinski (L);L
2000;N00013378;Wallace Byron McGahan Jr (L);L
2000;N00013379;Michael Joseph Storino (3);3
2000;N00013380;Victor Good (3);3
2000;N00013381;Dave Blue (I);I
