CID,name
N00005332,Don Stenberg
N00005301,Chuck Hagel
N00005329,Ben Nelson
N00000421,Dick Swett
N00009817,Dick Zimmer
N00000880,Richard Larossa
N00000901,Bob Smith
N00000756,Robert Torricelli
N00006560,Eric Treisman
N00009922,Harry Reid
N00000968,DanielPatrickMoynihan
N00000969,Mark Green
N00005611,James Boren
N00005562,James Bryant
N00005585,Don McCorkell
N00006557,Francesca Lobato
N00000156,Brian Lees
N00008745,Faye Walters
N00004585,Dennis Jones
N00004572,John Thune
N00004578,Rick Weiland
N00003203,Al Schmutzer
N00003183,James Holcomb
N00003202,Bill Jenkins
N00003192,Richard Venable
N00003189,Mack Scott
N00003211,George Njezic
N00003168,Mark Stewart
N00003263,Walt Massey
N00003214,Lupo Carlota
N00003218,Harold Ford
N00003221,RufusElmerJones
N00003240,John Willingham
N00003220,Johnny Kelly
N00003234,Greg Voehringer
N00006067,Silvestre Reyes
N00005717,Jim Chapman
N00005722,Ed Merritt
N00005724,Max Sandlin
N00005732,Charles Wilson
N00005874,WalterBenjaminBius
N00005736,Brian Babin
N00005731,Jim Turner
N00005646,Jon Newton
N00005852,JerryRayHall
N00005685,Glenn Box
N00005932,William Foster
N00005758,Pete Geren
N00005776,JanetCarrollRichardson
N00005822,Bill Archer
N00005862,EugeneYuh-JenHsiao
N00005883,Kevin Brady
N00005825,RobertWayneMusemeche
N00005865,Cynthia Newman
N00005926,Jack Brooks
N00005928,Nick Lampson
N00006031,Teresa Doggett
N00005792,Brian Pardo
N00005708,JoAnnHoward
N00005785,David Jenkins
N00008799,Kay Granger
N00005781,Aaron Alejandro
N00005893,Greg Laughlin
N00006032,Charles Morris
N00005888,ThomasAnselinReed
N00006000,(Kika)Delagarza
N00006008,Ruben Hinojosa
N00006001,JamesIIISelman
N00005943,JoseLuisAliseda
N00006074,Dolores Briones
N00006076,JoseLuisSanchez
N00005235,Wes Miller
N00005222,Tom Little
N00005230,Dan Dana
N00005233,Dennis Moore
N00005265,R Kinard
N00009811,Jim Lawing
N00005269,Craig Newland
N00003438,RichardLeeRobinson
N00003403,Virginia Woodward
N00003444,Ken Lucas
N00003458,Tom Barlow
N00003374,Jim Ketchel
N00003429,JonathanScottMiller
N00003410,Chris Gorman
N00003445,Gex Williams
N00003443,James Kidney
N00003447,HowardLeslieFeinberg
N00003440,Weston Worthington
N00003454,SidneyJaneBailey-Bamer
N00003418,James Newberry
N00003431,Jay Whitehead
N00003427,Ernesto Scorsone
N00003417,Robert Russell
N00003425,John(Eck)Rose
N00003414,Scott Land
N00003432,Wasley Krogdahl
N00005346,David Reed
N00005368,Don-Terry Veal
N00005414,Jim McCrery
N00005405,Majorie McKeithen
N00000165,Stephen Perla
N00000153,Richard Neal
N00000167,Matthew Amorello
N00000177,GeorgeDavidJosephPillies
N00000199,John Tudisla
N00000220,Paul McCarthy
N00000222,David Francoeur
N00000260,Susan Tracy
N00000243,Thomas Keane
N00000294,Warren Tolman
N00000266,John O'Connor
N00000267,Michael Capuano
N00000262,PeterWoodardGalbraith
N00000292,MarjorieO'NeillClapprood
N00000239,Christopher Gabrieli
N00000255,Philip Doherty
N00000248,Alex Rodriguez
N00000268,Philip Hyde
N00000242,Anthony Schinella
N00000253,Andrea Morell
N00000312,EricVaughnBleicken
N00000254,Brian Donnelly
N00002012,Wayne Gilchrest
N00002010,Irving Pinder
N00001918,MichaelJosephSerabian
N00002030,ThomasMorseJenkins
N00001941,Kenneth Bosley
N00001977,Walter Kuebler
N00001919,John Sweeney
N00001985,ColinFelixHarby
N00002002,John Rea
N00001901,JohnWilliamWrightson
N00001822,Krisnan Persaud
N00001903,Richard Rosenthal
N00001840,RoscoeJeromeMitchell
N00001916,Robert Ostrom
N00001829,Orville Arnett
N00002025,Timothy McCown
N00001974,AntonionWadeCampbell
N00001858,Ralph Neas
N00001870,Donald Geis
N00001856,Deborah Vollmer
N00001950,Dorothy Jennings
N00000448,David Ott
N00000450,Ross Connelly
N00000507,Eric Greiner
N00000503,Jonathan Reisman
N00004178,Michelle McManus
N00004184,Cyndi Ask
N00004174,Thomas Schoech
N00004198,JohnWesleyLoosemore
N00004156,Bob Shrauger
N00004150,Tom Russell
N00004167,John Ferguson
N00004162,Dan Marsh
N00004149,Thomas Rundquist
N00004085,Clint Foster
N00004084,DonaldWilliamBrewster
N00004137,Glenn Whitt
N00004123,Ken Asmus
N00004141,Jim Berryman
N00004100,Lynnea Ellison
N00004107,MichaelJonMurray
N00004057,Thomas McMillin
N00003945,Richard Friend
N00003938,BrianPaulPalmer
N00003992,Travis Reeds
N00003941,DouglasWayneCarl
N00004027,LeslieAnnTouma
N00003958,Bart Baron
N00004058,Fred Rosenberg
N00003956,Marlene Kler
N00004007,Barbara-Rose Collins
N00003998,Dean Hutyra
N00003987,ThomasLeeHickey
N00004038,SamirRogerMakarem
N00003982,Mike Freyman
N00004028,Vendella Collins
N00003977,Linda Willey
N00004001,Chrysanthea Boyd-Fields
N00004017,Holly Harkness
N00003979,Edward Hlavac
N00004539,Tracy Beckman
N00004507,Derek Schramm
N00004462,Michael Neitzel
N00004459,Heather Wood
N00004467,CarolSimmonsSchulstad
N00004489,MartinOlavSabo
N00012860,William Griffith
N00012861,Kevin Mahan
N00012862,JoeMichaelCobb
N00012863,Eddie Rose
N00012864,Doris Ball
N00012865,Tahir Bhatti
N00012866,Alexander Sorongon
N00012867,David Willoughby
N00012868,Leeann Kendall
N00012869,Michael Benoit
N00012870,Robert Sherman
N00012871,RonaldNormanForthofer
N00012872,MichealCarltonMiller
N00012873,ThomasHenrySullivan
N00012874,DanielRichardVaughen
N00012875,Donald Kennedy
N00012876,Daniel Dunn
N00012877,Richard Gallaher
N00012878,James Donovan
N00012879,Michael Huston
N00012880,CraigSterlingBenjamin
N00006275,David Shepherd
N00012881,George Roby
N00012882,Raymond Wardingley
N00012883,Benedict Mayers
N00012884,Ramiro Gonzalez
N00012885,Joseph(Joe)Pagan
N00012886,Robert Dallas
N00012887,Jon Stewart
N00012888,Arno Sponeman
N00012889,Vern Deljonson
N00012891,Al Robyn
N00012892,AngelaMariaBurks
N00003775,Carrie Dillard-Trammell
N00012894,Bob Griffiths
N00012895,Matt Branam
N00012896,Carlos Nolla
N00003477,David Williams
N00012897,Edward Kosla
N00011943,Robert Hudson
N00012898,StevenLouisAllmon
N00012899,Donald Gorman
N00006741,CaesarSaintAugustine
N00012900,MarkStewartGreenstein
N00012901,James Collins
N00012902,BillyRayPearman
N00012903,Philip Giordano
N00012904,NikkiMorganOldaker
N00012905,Mike Arcello
N00012906,MichaelRobertCorliss
N00012907,ThomasPatrickNess
N00012908,Allison Clinton
N00012909,Troy Brown
N00012910,Rickey Cole
N00012911,Robert(Bob)Richmond
N00012912,Jim Giles
N00012913,Lewis Napper
N00024766,William Sinnott
N00009421,GailAnnePetrosoff
N00003984,Ken Larkin
N00010048,Jack Rogers
N00008191,Gus Hannemann
N00008522,Raymond Warner
N00008738,ManuelRodriguezOrellana
N00013664,VictoriaElizabethPasholk
N00013665,RachelMariePasholk
N00013666,Lyle Nasser
N00013667,Paul Schaefer
N00013668,Leslie Hanks
N00013669,Kordon Baker
N00013670,DanSewellWard
N00013671,David Swartz
N00013672,Kerry Kantor
N00013673,Adam Katz
N00013674,Stephanie Sailor
N00013675,Thomas Mason
N00013676,Michael Anderson
N00013677,Scott Baker
N00013678,Michael Donlan
N00013679,Sara Chambers
N00013680,Na'Ilah Ali
N00013681,Robert Potvin
N00013682,David Rosa
N00013683,Joe Pomykala
N00013684,Susan Goldberg
N00013685,Ronald Graeser
N00013686,Jerry Berta
N00013687,Tom Grego
N00013688,John Emerick
N00013689,William Bradley
N00013690,Richard Overton
N00013691,Dennis James
N00013692,Bonnie Bucqueroux
N00013693,JamesParryEyster
N00013694,Francisco Gualdoni
N00013695,Laurie Martin
N00013696,Alaya Bouche
N00013697,Terry Haines
N00013698,Joseph Pilchak
N00013699,Marilyn Macdermaid
N00013700,Bonnie Hixson
N00013701,Daniel Malone
N00013702,AndrewLeCureaux
N00013703,Karin Corliss
N00013704,David Arndt
N00013705,Constance Catalfio
N00013706,Paul Pederson
N00013707,Scott Jeffery
N00013708,Bob Batchelder
N00013709,Timothy Moultrie
N00013710,Adrian Banks
N00013711,Leroy Klien
N00013712,AprilJonesBishop
N00013713,LynwoodEarlHines
N00013714,Daniel Krymkowski
N00013715,Stewart Skrill
N00013716,Harold Dunn
N00013717,MichaelCrawfordPark
N00013718,Sharon Marth
N00013719,StevenArthurPfeffer
N00013720,William Kenyon
N00013721,William Quarton
N00013722,Jacob Perasso
N00013723,Charles Russell
N00013724,Billy Greer
N00013725,KennethLouisLowndes
N00013726,Robert Thomas
N00013727,Tom Campbell
N00013728,Paul Hager
N00000268,Philip Hyde
N00008980,Randy Mackenzie
N00000039,Dale Friedgen
N00004106,John Mangopoulos
N00013733,Michael Gallagher
N00013734,Jonathan Mogor
N00013735,NathanNathanielHolden
N00013736,Walter Iwachiw
N00013737,GaryLynnGillham
N00006700,MervinLeonEvans
N00013738,Kevin Murray
N00013736,Walter Iwachiw
N00013219,Mike Corrigan
N00013220,RobertKerrMcBride
N00013221,TrentRossMatson
N00013222,Harold(Hal)Palmer
N00013223,MatthewScottGulick
N00013224,Glen Kepner
N00013225,Scott Benson
N00013226,Ted Thomas
N00013228,LynwoodCarlWinslow
N00013229,Timothy Steele
N00013230,Ron Helwig
N00013231,Cathie Hartnett
N00013232,Bill Haas
N00013233,Charles Lindsey
N00013234,James Tikalsky
N00013235,DanaPaulBrandenburg
N00013236,Charlene Cathcart
N00013237,Edward Janosik
N00013238,Reed Gusciora
N00013239,Linda Mercurio
N00013240,Roderick McNealy
N00013241,Anthony Fusco
N00013242,Joseph Tedeschi
N00013243,Dirk Weber
N00013244,Esther Gatria
N00013245,Daniel Kerlinsky
N00013246,Carlos Provencio
N00013247,David Bishop
N00013248,Lou D'Apolito
N00013249,BethAnnKing
N00003079,Charles Woods
N00013250,RobertGrantThomas
N00013251,MichaelPaulKennedy
N00013252,KevinPhillipHambsch
N00003889,Jack Reynolds
N00008834,CarltonEdwardBowen
N00008971,Wayne Sowell
N00000113,CharlesEvansThompson
N00002452,RichardThomasQuillian
N00006321,HartleyDavidAnderson
N00013253,Robert Cunningham
N00000237,Janet Jeghelian
N00013365,Kathryn Rusco
N00013379,MichaelJosephStorino
N00005202,Marc Perkel
N00013603,Mary Maroney
N00013510,Justin Lite
N00003877,William Frazier
N00003047,AlanFultonBarksdale
N00000011,Harry Browne
N00013254,Anna Young
N00013255,Jesse Thomas
N00013256,DavidLeeRyan
N00013257,DavidMichaelBaker
N00013258,Sandy Hume
N00013259,RobertPryorCondon
N00013260,Douglas Dodd
N00013261,Josette Green
N00013262,JoyceMarieGriggs
N00013263,Don Smart
N00013264,P Agrawal
N00013265,Gail Notti
N00013266,Herbie Galloway
N00002510,Dean Parkinson
N00013268,James Harrington
N00013269,Mike Gabbard
N00013270,IraDennisHawver
N00013271,MartinDouglasTravis
N00013272,AlanJosephGamble
N00013273,RonaldGeorgeActis
N00013274,GrantGerbasiGarrett
N00013275,Carlos Iovannitti
N00013276,Thomas Turner
N00013277,Matthew Frumin
N00013278,Pam Ellison
N00013279,Charles Christrup
N00013280,Katina Johnstone
N00013281,Larry Weatherford
N00013282,George Brightharp
N00013283,Ron Crickenberger
N00013284,Thomas Keefe
N00013285,Dean Reich
N00013286,MichaelAndrewClawson
N00013287,AdamLeeBonds
N00013288,ArthurJosephRegan
N00013289,William Grutzmacher
N00013290,William Murawski
N00013291,Mark Dayton
N00002919,Randy Heine
N00013292,RobertWalterSherman
N00005086,Steven Carroll
N00013170,GaryThomasWinters
N00013170,GaryThomasWinters
N00013293,RevFatherBoydston
N00009291,DavidKennethWeeks
N00013294,JohnStanleyCarroll
N00009479,Gregory Pason
N00001025,Joseph Dioguardi
N00013731,Alford Rogers
N00013732,Roderick Wright
N00005076,James Higgins
N00010793,SandraLeeReeves
N00005192,Earl Durnell
N00005188,Mike Harman
N00008183,Ken Hager
N00004036,William Ashe
N00005043,Tamara Millay
N00004353,JohnEdwardGraf
N00012178,Sven Johnson
N00001410,KeithHaroldSlinker
N00013295,Terry Reagin
N00013296,Paul Valenti
N00013297,JonScottDuffey
N00013298,RobertFletcherHumphrey
N00013299,MartinVincentHippie
N00013300,Stanley Wiles
N00013301,David Euchner
N00013302,MarcLeoLaplante
N00013303,Frederick Golder
N00013304,GregoryAllenFrushour
N00013305,Lawrence Hollenbeck
N00013306,James Bupp
N00013307,Jennie Crittendon
N00013308,PerryKentSpencer
N00013309,Anthony America
N00013310,Mario Fundaro
N00013311,Carl Berry
N00013312,Joe Mondrak
N00013313,Robert Penningroth
N00013314,Richard Gimpelson
N00013315,George Simpson
N00013316,Jeff Christen-Mitchell
N00013317,Bob Brown
N00013318,Thomas Knapp
N00013319,JamesEdwardRinehart
N00013320,Steve Gordon
N00013321,Alan Newberry
N00013322,Dennis Carriger
N00013323,Sam Graves
N00013324,Steve Danner
N00013325,Ida Cox
N00013326,Tom Mann
N00013327,John Dady
N00013328,Jimmy Dykes
N00013329,Ron Lapham
N00013330,Bob Camp
N00013331,MichaelCharlesGlawson
N00013332,JoeCefiusTerry
N00013333,Steven Dotson
N00013334,MarthaFullerClark
N00013335,Norman Jackman
N00013336,Costantino Rozzo
N00013337,Wilton Swenson
N00013338,Christopher Hansen
N00013339,Charles Schneider
N00013340,KennethCharlesBrenneman
N00013341,Tierney Cahill
N00013342,Mitchell Tracy
N00013343,Charles Laws
N00013344,Regina Seltzer
N00013345,Steve Israel
N00013346,Joan Johnson
N00013347,Kenneth McCallion
N00013348,Brett Sommer
N00013349,Warren Stewart
N00013350,Greg Holmes
N00013351,Michael Green
N00013352,Leonard Munker
N00013353,Larry Herdt
N00013354,Dino Wenino
N00013298,RobertFletcherHumphrey
N00013356,DavidCharlesVisman
N00013357,Maria Harper
N00013358,Troy Wentz
N00013359,StevenRyanJarboe
N00013360,Steve Kubby
N00013361,RobertLaFavre
N00013362,WilliamHenryToel
N00013363,Darrell McCormick
N00013364,Fernando Platin
N00013366,Ernie Berghof
N00013367,J Johnson
N00013368,MarkJosephDunau
N00013369,Lester Searer
N00013370,Tim Peterson
N00013371,Sheldon Sumey
N00013372,Mel Logan
N00002510,Dean Parkinson
N00006639,Terry Savage
N00013373,Robert Walsh
N00013374,Willard Smith
N00001176,Rick Lazio
N00013799,Randy Forbes
N00008509,Robert Broda
N00009065,John Huff
N00005571,Terry Gorham
N00008643,RoseRoblesBirtley
N00005531,Robert Murphy
N00000422,Roy Kendel
N00013375,CliffordMarkGreene
N00013376,Dae Miles
N00013377,Leonard Karpinski
N00013378,WallaceByronMcGahan
N00013379,MichaelJosephStorino
N00013380,Victor Good
N00013381,Dave Blue
N00013382,Fred Hoole
N00013383,Dudley Wiley
N00013384,Susana Morrow
N00013385,Carl Sumner
N00013386,Vince Ray
N00013387,Don Johnson
N00013388,Tim Clower
N00013389,Rubye Harrison
N00013390,Frank Vecchio
N00013391,Sam Farling
N00013392,Sandy Saylor
N00013393,Edward Winsor
N00013394,Bob Bitowft
N00013395,Bill Barchers
N00013396,Sheila Mullins
N00013397,Ed Kopanski
N00013398,George Maurer
N00013399,Orin Opperman
N00013400,Frances Faulk
N00013401,Charles Laurie
N00013402,DonaldRobertThayer
N00013403,ThomasCarlTindle
N00013404,Gatewood Galbraith
N00013405,David Gross
N00013406,Robert Lemen
N00005161,James Noland
N00013408,Bob Bevill
N00013409,Viji Sargis
N00013410,AlinaLydiaFonteboa
N00013412,Mark Jacobs
N00013413,Thomas Pillsworth
N00013414,Stephen Healey
N00013415,Daniel Rudman
N00013416,John Mitchel
N00013417,John Krymski
N00013418,Neil Mavis
N00013419,CSevierWhite
N00005578,Argus Yandell
N00013421,Keith Johnson
N00013422,Phillip Hillian
N00013423,Joseph Cristiano
N00013424,Fred Krauss
N00013425,JosephBrianSzwaja
N00013426,Joel Grus
N00013427,JohnLouisModer
N00013428,ThomasGeorgeKoos
N00013429,Robert Davis
N00013430,Clifford Catton
N00013431,Daniel Defazio
N00013432,Joseph Simonetta
N00013433,Olen Faulk
N00013434,Brian Heady
N00013435,Argiris Malapanis
N00013436,Zell Miller
N00013437,Mark Forton
N00013438,Hugh Foley
N00013439,James Hall
N00013440,John Clifton
N00013441,Jeffrey Graham
N00013442,James Sigl
N00013443,William(Bill)Lorge
N00013444,Gary Harrison
N00013310,Mario Fundaro
N00012907,ThomasPatrickNess
N00009032,Michael Clem
N00011303,WilliamChristopherMeyer
N00009033,Bill Maguire
N00007845,KennethEdwardYeager
N00002571,JamesEdwardHarris
N00011340,Mack Mattingly
N00008528,Chris Flynn
N00000959,Michael Zumbluskas
N00002485,TheodoreCapersAdams
N00002802,Clay Hill
N00008338,Charles Collins
N00010918,Frederick Newman
N00010920,Jessie Fields
N00000960,Jose Suero
N00001019,Florence O'Grady
N00001059,Edward Elkowitz
N00006408,Bert Tollefson
N00000183,Tom Tierney
N00007933,GaryLynnSnell
N00000995,Robert Hurley
N00013447,Jon Burroughs
N00013448,Geoffrey Weber
N00013449,Barbara Shelor
N00013450,Edward Carlson
N00013451,Edward Gaudreau
N00013452,MicahelJayGreen
N00013453,Aage Nost
N00013454,LawrenceRobertNelson
N00013455,Drew Sakson
N00013456,June Gold
N00013457,Barbara Elliott
N00013458,Norman Nelson
N00013459,Marie Ospina
N00013460,James Sauer
N00013461,Kay Sauer
N00013462,ChristopherDavidBorcik
N00013463,GailDebraAllen-Cartwright
N00013464,GladysGerlichHayes
N00013465,Philip Meyers
N00013466,Jerry Murphy
N00012679,BarryJoelHess
N00013468,Ben Ballenger
N00013469,Jeff Gate
N00013470,PaulRobertMacgregor
N00013471,Winnie Walsh
N00013472,BobbyRudolphWood
N00013473,David Porter
N00013474,Lauri Clegg
N00013475,Matthew Abel
N00013476,Hal Dorland
N00013477,Gregg Iverson
N00013478,David Swan
N00013479,Fred Askew
N00013480,David Daniels
N00013481,Erik Pakieser
N00013482,Rebecca Ellis
N00013483,Patrick Dinizio
N00013484,Al Lewis
N00013485,John Adefope
N00013486,Ronnie Dugger
N00013487,Christopher Young
N00013488,KennethLeeMcCandless
N00013489,Barbara Lampert
N00013490,June Riggs
N00013491,Jeff Jared
N00013492,Marc Gumz
N00000616,Joe Lieberman
N00013494,Margaret Trowe
N00013495,Alan Kennedy-Shaffer
N00013496,Winona Laduke
N00013497,Brian Brown
N00013498,Jorge Estemac
N00013499,Karen Kerin
N00013500,Bruce Newman
N00013501,Stuart Andrews
N00013502,Erne Lewis
N00013503,WilliamEdwardChovil
N00013504,Bernard McIlroy
N00013505,Jonathan Wright
N00013506,Richard Anderson
N00013507,Nikola Rajnovic
N00013508,Jack Fisher
N00013509,Ghenya Grant
N00013511,Philip Boyle
N00013512,Selma Olchin
N00013513,Barbara Vitanza
N00013514,Paul Gilman
N00013515,Garafalia Christea
N00013516,Marian Henry
N00013517,Harry Kresky
N00013518,Anthony Labella
N00013519,Dan Wentzel
N00013520,Susan Cleary
N00013521,Cartrell Gore
N00013522,Caesar Estevez
N00013524,Sandra Stevens
N00013525,Francisco Gomez
N00013526,FrankDellaValle
N00013527,Dean Loren
N00013528,Aaron Justice
N00013529,JohnGregoryVonglis
N00013530,Frank Lloyd
N00013531,Joseph Dobovy
N00013532,Howie Hawkins
N00013533,Francis Gavin
N00013534,Paul Laux
N00013535,Thomas Pecoraro
N00013536,Eve Hawkins
N00013537,Mark Johns
N00013538,Kisun Peters
N00013539,CharlesEdwardJordan
N00013540,Robert Tingle
N00013541,Dorman Hayes
N00013542,Ken Sain
N00013543,Cary Deaton
N00013544,Michael Armato
N00013545,JohnPaulSimanonok
N00013546,Edwin(Eddie)Albares
N00013547,Dion Bourque
N00013548,Anita Rosenthal
N00013549,Phillip Green
N00013550,JamesRonaldSkains
N00013551,Michael Taylor
N00013552,Roger Beall
N00013553,SanHoustonMelton
N00013554,Raymond(Chuck)Dumas
N00013555,Kathy Rogillio
N00013556,Michael Wolf
N00013557,Michael Harris
N00013558,Joseph Fountain
N00013559,Rich Osness
N00013560,Gerald Brekke
N00013561,Dennis Burda
N00013562,Susan Shuff
N00013563,DarrylTyreeStanton
N00013564,Arne Niska
N00013565,Bob Odden
N00013566,Nicholas Skrivanek
N00013567,Patricia Reagan
N00013568,Renee Lavoi
N00013569,Rob Tomich
N00013570,Chuck Charnstrom
N00013571,Ralph Hubbard
N00013572,Owen Sivertson
N00013573,Warren Nelson
N00013574,Lawrence Duquesne
N00002579,PrincellaHowardDixon
N00013575,Glen Johnson
N00013576,Richard Thompson
N00006401,Stuart Starky
N00004507,Derek Schramm
N00000979,Louis Wein
N00007348,Clarita Fazzari
N00013523,Carla Rhodes
N00001002,Richard Retcho
N00005376,Martin Rosenthal
N00004460,Tom Foley
N00013604,Charles Reitz
N00013605,Marie Richey
N00013606,Tom Sager
N00013607,Devin Scherubel
N00013608,Jan Shelver
N00013609,Dan Belforti
N00013610,Catherine Parrish
N00013611,Joseph Patalivo
N00013612,Robert Gabrielsky
N00013613,Aaron Kromash
N00013614,Stuart Chaifetz
N00013615,Robert McCafferty
N00013616,Earl Gray
N00013617,Sylvia Kuzmak
N00013618,Shawn Gianella
N00013619,Mary Johnson
N00013620,Joseph Fortunato
N00013621,Robert Corriston
N00013622,Lewis Pell
N00013623,James Spinosa
N00013624,John Pickarski
N00013625,John Desmond
N00013626,Worth Winslow
N00013627,Claudette Meliere
N00013628,Kari Sachs
N00013629,Paul Pagac
N00013630,Tre Arrow
N00013631,Kenneth Krawchuk
N00013632,Philip Holmen
N00013633,James O'Neil
N00013634,Ken Cavanaugh
N00013635,Michael Paoletta
N00013636,Brian Lerohl
N00013637,Joseph Spence
N00013638,Marc Rossi
N00013639,Lewis Stock
N00013640,Victor Raymond
N00013641,RajAlisonOfficewala
N00013642,RobertPatrickDonovan
N00013643,Vance Hansen
N00013644,Mark Dankof
N00013645,Burke Morrison
N00013646,Charles Dockins
N00013647,Evaline Taylor
N00013648,Gary Lee
N00013649,Bruce Afran
N00013650,Dennis Breen
N00013651,Lorraine Laneve
N00013652,Nancy Rosenstock
N00013653,PatrickAllenFlower
N00013654,Kenneth Proulx
N00013655,Margaret Dawson
N00013656,M Carter
N00008947,Joseph Zdonczyk
N00004204,Sue Atkinson
N00013657,James Cahaney
N00000399,Brian Christeson
N00013658,Ira Goodman
N00013659,Michael King
N00013660,Jerry Coleman
N00013631,Kenneth Krawchuk
N00013661,Thomas Martin
N00013662,RichardLeeHerron
N00013663,Ronald Maynard
N00008301,Robert Mattson
N00013648,Gary Lee
N00001570,John Featherman
N00007925,Robert Lawrence
N00007915,WilliamLeeWorthington
N00007850,Stan Lippman
N00009829,Jim McDermott
N00007826,Heidi Behrens-Benedict
N00007923,Randy Bell
N00007913,KeithRobertPeterson
N00007937,Ron Taber
N00004367,Tammy Baldwin
N00004391,Mark Green
N00004357,Paul Ryan
N00004349,Brian Morello
N00004347,George Petak
N00004296,Maria Kinsey
N00004303,Michael Logan
N00004361,Joe Wineke
N00004375,Richard Phelps
N00004362,NicolasAndrewFurman
N00004380,Donald Carrig
N00004376,JohnBurkSharpless
N00004351,Meredith Bakke
N00004359,Josephine Musser
N00004373,Ronnie Greer
N00000031,Michael Ellis
N00004377,TroyAnthonyBrechler
N00004314,Terrance Pitts
N00004341,JackArthurMelvin
N00001808,Toby Roth
N00004401,Kerry Thomas
N00004291,James Sensenbrenner
N00004293,Jeffrey Gonyo
N00002182,James MacCallum
N00002206,Bill Ruehl
N00002212,Richard Kerr
N00002210,Beth Taylor
N00002190,WendelBlairTurner
N00002185,Sally Kay
N00002195,John Brown
N00002199,Joseph Whelan
N00006219,ScottClarkFarris
N00006223,Mickey Kalinay
N00006238,John O'Steen
N00006239,Steve Richardson
N00007097,EdisonPenrowMcDaniels
N00000107,Frank Starr
N00000072,Joseph Lamotte
N00001695,George Bush
N00001754,Bob Dole
N00007498,JerryLeonCarroll
N00001879,GeorgeAlexanderMuzyk
N00000097,Ray Rollinson
N00000083,Cullen Meyer
N00001698,Alexander Haig
N00005707,JamesRobertBridges
N00007798,Samuel Berry
N00007437,DavidAlynMouton
N00000080,DiademaTorMansour
N00001987,GarryRayWatson
N00006613,BobbieWeldonShofner
N00005704,HubertMonroeDorman
N00007848,Maximus Englerius
N00002071,StephenAndrewBrown
N00007599,TimLeeMosby
N00006058,Lloyd(Alamo)Scott
N00001315,ThomasAlanBentley
N00002086,HaroldLawrencePoland
N00004995,MartinJosephMcNally
N00000921,Michael Mannichewitz
