year;CID;name;party
2008;N00024792;Alexandria A Coronado (R);R
2008;N00007021;Juan Vargas (D);D
2008;N00007033;Bob Filner (D);D
2008;N00006213;Scott McInnis (R);R
2008;N00025054;Marilyn Musgrave (R);R
2008;N00025214;Mark Baisley (R);R
2008;N00006085;David Jeffrey Thomas (D);D
2008;N00025408;Rick O'Donnell (R);R
2008;N00025443;Bob Beauprez (R);R
2008;N00024786;Jeffrey R Benedict (D);D
2008;N00024803;Shaun Michael McNally (D);D
2008;N00024842;Joe Courtney (D);D
2008;N00024757;Richter (Rick) Elser (R);R
2008;N00000561;Nancy L Johnson (R);R
2008;N00009775;Michael N Castle (R);R
2008;N00024851;Tom Feeney (R);R
2008;N00013846;Jeff Miller (R);R
2008;N00002713;Corrine Brown (D);D
2008;N00024777;Ginny Brown-Waite (R);R
2008;N00024998;Donald R Gessner (R);R
2008;N00025750;David E Bruderly (D);D
2008;N00002793;John L Mica (R);R
2008;N00002982;Michael Bilirakis (R);R
2008;N00013758;Chuck Kalogianis (D);D
2008;N00024882;Katherine Harris (R);R
2008;N00025314;Jan Schneider (I);I
2008;N00002839;Peter Deutsch (D);D
2008;N00002856;Carrie Meek (D);D
2008;N00025692;Kendrick B Meek (D);D
2008;N00002872;Lincoln Diaz-Balart (R);R
2008;N00002884;Alcee L Hastings (D);D
2008;N00025337;Mario Diaz-Balart (R);R
2008;N00002656;Jack Kingston (R);R
2008;N00002674;Sanford D Bishop Jr (D);D
2008;N00002556;Mac Collins (R);R
2008;N00025140;Catherine Davis (R);R
2008;N00025138;Denise L Majette (D);D
2008;N00002598;Tony Center (D);D
2008;N00002685;Saxby Chambliss (R);R
2008;N00002610;Nathan Deal (R);R
2008;N00002511;Cynthia McKinney (3);D
2008;N00013790;Clay Cox (R);R
2008;N00024760;Phil Gingrey (R);R
2008;N00025597;Max Burns (R);R
2008;N00024871;David Scott (D);D
2008;N00025026;Donzella J James (D);D
2008;N00024866;Madeleine Z Bordallo (D);D
2008;N00025881;Colleen Hanabusa (D);D
2008;N00025882;Ed Case (D);D
2008;N00011875;Bill Gluba (D);D
2008;N00024780;Jeffrey A Ballenger (R);R
2008;N00025237;Steven A King (R);R
2008;N00004887;Bobby L Rush (D);D
2008;N00004800;Nancy Kaszak (D);D
2008;N00024813;Rahm Emanuel (D);D
2008;N00024879;Mark A Augusti (R);R
2008;N00004874;Luis V Gutierrez (D);D
2008;N00024875;Melissa Bean (D);D
2008;N00004939;Thomas W Ewing (R);R
2008;N00004912;Lane Evans (D);D
2008;N00004961;John M Shimkus (R);R
2008;N00012586;Chris Chocola (R);R
2008;N00025603;William (Bill) Abbott (D);D
2008;N00003924;Steve Buyer (R);R
2008;N00025327;Katherine Fox Carr (D);D
2008;N00000010;Dan Burton (R);R
2008;N00013869;Michael E Sodrel (R);R
2008;N00024862;Geoff Davis (R);R
2008;N00025766;Troy A Carter (D);D
2008;N00013874;John Milkovich (D);D
2008;N00025464;Rodney Alexander (R);R
2008;N00000143;John W Olver (D);D
2008;N00000205;Marty Meehan (D);D
2008;N00013857;Barry R Finegold (D);D
2008;N00025274;Chuck McCarthy Jr (R);R
2008;N00013855;Stephen F Lynch (D);D
2008;N00009866;Larry L (Vice Pres) Reed (D);D
2008;N00024766;William F Sinnott (D);D
2008;N00000280;Bill Delahunt (D);D
2008;N00025361;Oz Bengur (D);D
2008;N00025482;Dutch Ruppersberger (D);D
2008;N00001821;Steny H Hoyer (D);D
2008;N00001849;Albert R Wynn (D);D
2008;N00002017;Roscoe G Bartlett (R);R
2008;N00025609;Michael Wayne Deem (R);R
2008;N00013820;Chris Van Hollen (D);D
2008;N00024770;Mike Michaud (D);D
2008;N00013808;Thad McCotter (R);R
2008;N00004196;Bart Stupak (D);D
2008;N00025523;Don Hooper (R);R
2008;N00004155;Peter Hoekstra (R);R
2008;N00004113;Nick Smith (R);R
2008;N00004087;Jim Barcia (D);D
2008;N00025039;Dale Shugars (R);R
2008;N00024787;David Fink (D);D
2008;N00004045;Joe Knollenberg (R);R
2008;N00004052;John Pappageorge (R);R
2008;N00003950;Sander Levin (D);D
2008;N00025776;Gregory Dennis Mikkelson (3);3
2008;N00004440;Bill Luther (D);D
2008;N00004558;Collin C Peterson (D);D
2008;N00010777;Harry Robb Welty (3);3
2008;N00025535;Cathy Rinehart (D);D
2008;N00005192;E Earl Durnell (D);D
2008;N00005173;Duane Neil Burghard (D);D
2008;N00002299;Walter B Jones Jr (R);R
2008;N00002328;Melvin L Watt (D);D
2008;N00025093;Brad Miller (D);D
2008;N00008113;Earl Pomeroy (D);D
2008;N00025059;Jeb Bradley (R);R
2008;N00025548;Wayne C Barrows (R);R
2008;N00000851;Frank A LoBiondo (R);R
2008;N00025784;Hermann Winkelmann (U);U
2008;N00000684;Rodney Frelinghuysen (R);R
2008;N00025028;Gerald Cardinale (R);R
2008;N00025159;Akram Yosri (R);R
2008;N00000699;Robert Menendez (D);D
2008;N00025104;John Arthur Smith (D);D
2008;N00012672;Steve Pearce (R);R
2008;N00025716;Mark J Budetich Jr (D);D
2008;N00001102;Nydia M Velazquez (D);D
2008;N00025413;Timothy H Bishop (D);D
2008;N00001193;Pete King (R);R
2008;N00001150;David A Levy (3);3
2008;N00001082;Edolphus Towns (D);D
2008;N00001074;Major R Owens (D);D
2008;N00000078;Carolyn B Maloney (D);D
2008;N00025625;Anton Srdanovic (R);R
2008;N00000939;Jerrold Nadler (D);D
2008;N00025626;Janine Selendy (D);D
2008;N00001276;John M McHugh (R);R
2008;N00001267;Sherwood Boehlert (R);R
2008;N00001222;Maurice Hinchey (D);D
2008;N00025431;James Condit Jr (I);I
2008;N00025175;Michael R Turner (R);R
2008;N00003736;Michael G Oxley (R);R
2008;N00025346;Jeff Hardenbrook (D);D
2008;N00003522;Marcy Kaptur (D);D
2008;N00009778;John R Kasich (R);R
2008;N00003535;Sherrod Brown (D);D
2008;N00003504;Deborah Pryce (R);R
2008;N00025280;Tim Ryan (D);D
2008;N00025246;Anthony A Latell Jr (D);D
2008;N00013836;Doug Dodd (D);D
2008;N00013847;John Sullivan (R);R
2008;N00025172;Kalyn Cherie Free (D);D
2008;N00025726;Tom Cole (R);R
2008;N00025731;R Marc Nuttle (R);R
2008;N00005551;Ernest J Istook (R);R
2008;N00025342;Lou Barlow (D);D
2008;N00001746;Chaka Fattah (D);D
2008;N00001469;Tim Holden (D);D
2008;N00025025;Jim Gerlach (R);R
2008;N00013769;H Scott Conklin (D);D
2008;N00013770;Bill Shuster (R);R
2008;N00025495;Lou Barletta (R);R
2008;N00025269;Alfred W Taubenberger (R);R
2008;N00024992;Tim Murphy (R);R
2008;N00025371;Larry Maggi (D);D
2008;N00000140;Carlos Romero-Barcelo (D);D
2008;N00013875;Michael Joseph Battles (R);R
2008;N00013879;Dave Rogers (R);R
2008;N00025733;Frank Carter (I);I
2008;N00028990;Ron Francis (R);R
2008;N00002408;James E Clyburn (D);D
2008;N00024809;Joe Wilson (R);R
2008;N00013837;Gresham Barrett (R);R
2008;N00002460;Bob Inglis (R);R
2008;N00013834;Phil Bradley (R);R
2008;N00002492;John M Spratt Jr (D);D
2008;N00001814;Robin Tallon (D);D
2008;N00011046;Bill Janklow (R);R
2008;N00024773;Stephanie Herseth Sandlin (D);D
2008;N00013841;Larry William Diedrich (R);R
2008;N00003159;Zach Wamp (R);R
2008;N00025639;Andy Ogles (R);R
2008;N00003132;Jim Cooper (D);D
2008;N00003105;Marsha Blackburn (R);R
2008;N00025416;Brent Taylor (R);R
2008;N00025477;Mark Saalfield Norris (R);R
2008;N00025226;James L Hart (3);3
2008;N00008122;Eddie Bernice Johnson (D);D
2008;N00008028;Sam Johnson (R);R
2008;N00005681;Pete Sessions (R);R
2008;N00024922;Jeb Hensarling (R);R
2008;N00025015;Daniel K Hagood (R);R
2008;N00024972;James Darrell Maines Jr (R);R
2008;N00024857;John Courage (D);D
2008;N00005985;Henry Bonilla (R);R
2008;N00024978;Henry Cuellar (D);D
2008;N00025219;Michael Burgess (R);R
2008;N00025187;Gary R Page (D);D
2008;N00005998;Solomon P Ortiz (D);D
2008;N00005870;Gene Green (D);D
2008;N00025095;John Carter (R);R
2008;N00025279;Robert Craig Gross (R);R
2008;N00025292;Rob Bishop (R);R
2008;N00024947;John Swallow (R);R
2008;N00025299;Tim Bridgewater (R);R
2008;N00013799;Randy Forbes (R);R
2008;N00009154;Bob Goodlatte (R);R
2008;N00002171;Rick Boucher (D);D
2008;N00025658;Greg Parke (R);R
2008;N00024898;Norma Smith (R);R
2008;N00009157;Doc Hastings (R);R
2008;N00001725;Jay Inslee (D);D
2008;N00002214;Alan B Mollohan (D);D
2008;N00024921;Margaret L Workman (D);D
2008;N00026271;Steve Novick (D);D
2008;N00003091;Sonny Callahan (R);R
2008;N00007635;Amata Coleman Radewagen (R);R
2008;N00006425;John Shadegg (R);R
2008;N00006423;Trent Franks (R);R
2008;N00006455;J D Hayworth (R);R
2008;N00026923;Randy Graf (R);R
2008;N00026924;Dwight D Leister (D);D
2008;N00027167;Eva K Bacal (3);3
2008;N00026494;A J Sekhon (D);D
2008;N00026274;Rico Oller (R);R
2008;N00026502;Jeff Ketelson (R);R
2008;N00026926;Jerry McNerney (D);D
2008;N00026507;George I Bruno (R);R
2008;N00026109;Raymond Lemmy Chukwu (R);R
2008;N00007479;Zoe Lofgren (D);D
2008;N00007312;Sam Farr (D);D
2008;N00026513;James Lex Bufford (D);D
2008;N00026341;Jim Costa (D);D
2008;N00006690;Maxine Waters (D);D
2008;N00026277;Brett Wagner (D);D
2008;N00026521;Cynthia Matthews (D);D
2008;N00026523;S Sonny Sardo (R);R
2008;N00026525;Charles Coleman Jr (D);D
2008;N00026528;Victor David Elizalde (R);R
2008;N00026281;Rick Bell (D);D
2008;N00026532;Paul Whitehead (R);R
2008;N00026535;Albert Robles (D);D
2008;N00026282;Edward M Laning (R);R
2008;N00026157;Jim Brandt (D);D
2008;N00026541;Tan D Nguyen (R);R
2008;N00006981;Brian P Bilbray (R);R
2008;N00026546;Francine P Busby (D);D
2008;N00026342;Ruben Garcia (R);R
2008;N00026344;Jim Fritz (D);D
2008;N00026348;Greg Walcher (R);R
2008;N00026431;John Salazar (D);D
2008;N00027004;Jonathan Walton Ambler (R);R
2008;N00027006;Ralph Ferrucci (3);3
2008;N00026557;Diane Goss Farrell (D);D
2008;N00000637;Jim Maloney (D);D
2008;N00028991;Sam Rasoul (D);D
2008;N00028993;Jack L Dietz (D);D
2008;N00028994;Barbara Ann Scaff (D);D
2008;N00026421;Dan Coleman (D);D
2008;N00026818;John Timothy Russell (D);D
2008;N00026827;Richard John Penberthy (D);D
2008;N00026930;Robert Godson Whittel (D);D
2008;N00026351;Mike Emmons (D);D
2008;N00026100;Stuart Ross Farber (R);R
2008;N00026780;Stephen Thomas Murray (D);D
2008;N00002776;Richard Grayson (R);R
2008;N00026829;Christine Jennings (D);D
2008;N00026425;Connie Mack (R);R
2008;N00026782;Robert M Neeld Jr (D);D
2008;N00002807;Dave Weldon (R);R
2008;N00002898;Mark Foley (R);R
2008;N00026259;Joe Negron (R);R
2008;N00026830;David Patlak (D);D
2008;N00026106;Debbie Wasserman Schultz (D);D
2008;N00026561;Margaret Hostetter (I);I
2008;N00025213;Frank Gonzalez (D);D
2008;N00026563;James R Stork (D);D
2008;N00027448;Robin Rorapaugh (D);D
2008;N00026933;Connie Jean Stokes (D);D
2008;N00027013;Liane Levetan (D);D
2008;N00002522;Robert Lamutt (R);R
2008;N00026160;Tom Price (R);R
2008;N00026215;Chuck Clay (R);R
2008;N00026163;Lynn A Westmoreland (R);R
2008;N00026565;Tom Mills (R);R
2008;N00026422;Robert James Ellis (D);D
2008;N00002630;Charles W Norwood (R);R
2008;N00026286;Rick Crawford (D);D
2008;N00026080;John Barrow (D);D
2008;N00027178;Dalton Ichiro Tanonaka (R);R
2008;N00026358;David William Franker (D);D
2008;N00004227;Tom Latham (R);R
2008;N00026260;Joyce Schulte (D);D
2008;N00026287;Jeremy Alexander (D);D
2008;N00004855;Art Jones (R);R
2008;N00026219;Christopher M Brennan (R);R
2008;N00027239;Daniel Lipinski (D);D
2008;N00027476;Steve Piekarcyzk (R);R
2008;N00004816;Rod Blagojevich (D);D
2008;N00004884;Danny K Davis (D);D
2008;N00026576;Anita Rivkin-Carothers (D);D
2008;N00026578;William Curt Scheurer (I);I
2008;N00004745;Jerry Weller (R);R
2008;N00026221;David Gill (D);D
2008;N00026585;Andrea Lane Zinga (R);R
2008;N00004933;Ray LaHood (R);R
2008;N00028026;Steve Waterworth (D);D
2008;N00026359;Tim Bagwell (D);D
2008;N00027450;Anthony E Rothert (D);D
2008;N00003813;Pete Visclosky (D);D
2008;N00026586;Joe Donnelly (D);D
2008;N00026784;Tony Zirkle (R);R
2008;N00003844;Mark E Souder (R);R
2008;N00026261;Brian Douglas Paasch (R);R
2008;N00026907;Robert Lynn Wallace (I);I
2008;N00026834;David Avram Sanders (D);D
2008;N00003897;John Hostettler (R);R
2008;N00026120;Jon Paul Jennings (D);D
2008;N00026434;Nancy E Boyda (D);D
2008;N00026289;Kris Kobach (R);R
2008;N00008144;Todd Tiahrt (R);R
2008;N00003467;Ed Whitfield (R);R
2008;N00003476;Ron Lewis (R);R
2008;N00026081;Kevin Murphy (R);R
2008;N00026591;Ben Chandler (D);D
2008;N00026786;Bobby Jindal (R);R
2008;N00026840;Charles J Melancon (D);D
2008;N00026938;Charmaine Degruise Caccioppi (D);D
2008;N00026939;Craig F Romero (R);R
2008;N00027017;Billy Tauzin III (R);R
2008;N00005433;John Wyeth Scott (R);R
2008;N00027243;Rufus Holt Craig Jr (D);D
2008;N00026595;Charles W Boustany Jr (R);R
2008;N00026597;Willie Landry Mount (D);D
2008;N00026940;Donald Ray Cravins, Sr (D);D
2008;N00026223;Charles A Morse (R);R
2008;N00026224;Steven E Adam (R);R
2008;N00000179;James P McGovern (D);D
2008;N00000183;Tom Tierney (R);R
2008;N00000226;John F Tierney (D);D
2008;N00026942;Ken Chase (R);R
2008;N00026600;Kostas Alexakis (D);D
2008;N00026364;John R McKinnis II (R);R
2008;N00026438;Roscoe M Moore Jr (R);R
2008;N00026367;Scott Rolle (R);R
2008;N00026439;Antonio Salazar (R);R
2008;N00026440;Charles Richard Floyd (R);R
2008;N00000459;Charles E Summers (R);R
2008;N00027138;Kimon Kotos (D);D
2008;N00004166;Vernon J Ehlers (R);R
2008;N00026943;Michael Ray Huckleberry (D);D
2008;N00026133;Gene DeRossett (R);R
2008;N00026368;Tim Walberg (R);R
2008;N00026369;Brad Smith (R);R
2008;N00026841;Sharon Marie Renier (D);D
2008;N00026944;David Phillip Horn (3);3
2008;N00026787;Steven W Reifman (D);D
2008;N00026820;Robert D Casey (D);D
2008;N00004527;Gil Gutknecht (R);R
2008;N00026441;Teresa Ann Daly (D);D
2008;N00026617;Peter Idusogie (D);D
2008;N00027208;Deborah Watts (D);D
2008;N00025842;Jack Shepard (R);R
2008;N00027303;Jay Pond (3);3
2008;N00027021;Patty Wetterling (D);D
2008;N00027022;Stace Mitchell (R);R
2008;N00027023;Mark Thomas Groettum (R);R
2008;N00026292;Leslie  Farr (R);R
2008;N00026165;Joan Barry (D);D
2008;N00026423;Jeff Smith (D);D
2008;N00026293;Jamie Metzl (D);D
2008;N00026790;Emanuel Cleaver (D);D
2008;N00027031;James Newberry (D);D
2008;N00008032;Kenny Hulshof (R);R
2008;N00003280;Roger Wicker (R);R
2008;N00003288;Bennie G Thompson (D);D
2008;N00026621;Stephanie Summers-O'Neal (R);R
2008;N00027035;G K Butterfield (D);D
2008;N00026480;Howard Mason (R);R
2008;N00026150;Vernon Robinson (R);R
2008;N00026166;Virginia Foxx (R);R
2008;N00026167;Jay Helvey (R);R
2008;N00025139;James E Snyder Jr (R);R
2008;N00026228;J Edgar Broyhill III (R);R
2008;N00026444;David Vanhoy (R);R
2008;N00002247;Howard Coble (R);R
2008;N00002327;Sue Myrick (R);R
2008;N00026627;Patrick McHenry (R);R
2008;N00026628;John Cole (D);D
2008;N00026630;David Huffman (R);R
2008;N00027047;Clyde Michael Morgan (D);D
2008;N00025461;Ada M Fisher (R);R
2008;N00026377;Virginia Johnson (R);R
2008;N00012812;Duane Sand (R);R
2008;N00026296;Matt Connealy (D);D
2008;N00026631;Jeff Fortenberry (R);R
2008;N00026856;Bob Bruce (D);D
2008;N00027048;Paul W Hodes (D);D
2008;N00026951;Herb Conaway (D);D
2008;N00026793;Dorothea Anne Wolfe (D);D
2008;N00026633;George Charles Ajjan (R);R
2008;N00027253;Michael Wildes (D);D
2008;N00026634;Bill Spadea (R);R
2008;N00000834;Jim Saxton (R);R
2008;N00026635;Gary King (D);D
2008;N00026298;Kevin McAdams (D);D
2008;N00026636;William Manger (R);R
2008;N00027058;Blair Mathies (D);D
2008;N00026382;James Garner (R);R
2008;N00001143;Gary Ackerman (D);D
2008;N00027257;Dennis Colman (D);D
2008;N00026168;Peter Hort (R);R
2008;N00026449;Emanuel Carl Andrews (D);D
2008;N00026961;Yvette D Clarke (D);D
2008;N00027455;Noah Nickolas Perry (D);D
2008;N00000962;Adam Clayton Powell IV (D);D
2008;N00026169;John J Fleming (R);R
2008;N00027267;Jessica Flagg (D);D
2008;N00026860;Richard A Hoffman (R);R
2008;N00026962;Glenn Bert Dorr III (R);R
2008;N00001020;Sue Kelly (R);R
2008;N00027059;Benjamin Oliver Shuldiner (D);D
2008;N00027269;Michael Jaliman (D);D
2008;N00001025;Joseph J Dioguardi (3);3
2008;N00027270;Morris N Guller (D);D
2008;N00027219;Robert J Johnson (D);D
2008;N00026862;Jack Davis (D);D
2008;N00027095;Paul T Clark (D);D
2008;N00028995;Danny Hinkle (I);I
2008;N00028996;Philip A Kok (R);R
2008;N00027060;Brian M Higgins (D);D
2008;N00027123;Mark W Thomas (D);D
2008;N00026087;John R Kuhl Jr (R);R
2008;N00026638;Brian M Kolb (R);R
2008;N00026450;Dan Brady (D);D
2008;N00003682;Rob Portman (R);R
2008;N00003737;James R Stahl (R);R
2008;N00026642;Benjamin Zaghary Konop (D);D
2008;N00026643;Robin Weirauch (D);D
2008;N00026644;Diane Murphy (D);D
2008;N00026299;Edward F Herman (R);R
2008;N00026648;Barbara Anne Ferris (D);D
2008;N00026451;Jose U Ortega (R);R
2008;N00026651;Capri Cafaro (D);D
2008;N00026653;Jeff Seemann (D);D
2008;N00003532;Bob Ney (R);R
2008;N00003545;Steve LaTourette (R);R
2008;N00027064;Bill Wortman (I);I
2008;N00026481;Dan Boren (D);D
2008;N00026658;Lloyd Lee Fields (D);D
2008;N00026966;Gregory Mark Wilson (D);D
2008;N00026863;Bert Smith (D);D
2008;N00005559;Frank D Lucas (R);R
2008;N00026170;Timothy Charles Phillips (R);R
2008;N00026452;James Lee Feldkamp (R);R
2008;N00026386;Jackie Winters (R);R
2008;N00026659;Andrew Lee Kaza (D);D
2008;N00026233;Steve Porter (I);I
2008;N00026660;Lois Murphy (D);D
2008;N00001535;Curt Weldon (R);R
2008;N00027278;Paul Scoles (D);D
2008;N00027229;Michael G Fitzpatrick (R);R
2008;N00001579;Allyson Schwartz (D);D
2008;N00026171;Charlie Dent (R);R
2008;N00026871;Lois K Herr (D);D
2008;N00001373;Mike Doyle (D);D
2008;N00001427;Phil English (R);R
2008;N00026119;Charlie Rodriguez (3);3
2008;N00026236;Roberto L Prats Palerm (D);D
2008;N00026264;Luis Fortuno (R);R
2008;N00000360;Patrick J Kennedy (D);D
2008;N00002424;Mark Sanford (R);R
2008;N00027067;Albert Franklin Spencer (R);R
2008;N00002401;Gary McLeod (R);R
2008;N00025426;David R Smith (R);R
2008;N00003126;Bart Gordon (D);D
2008;N00026668;Scott Knapp (I);I
2008;N00003264;Lincoln Davis (D);D
2008;N00026981;Ruben Fort (D);D
2008;N00026390;Dwight Clint Moore (R);R
2008;N00026457;Ted Poe (R);R
2008;N00026148;Louis B Gohmert Jr (R);R
2008;N00026675;Gene Christensen (R);R
2008;N00026678;Jim Nickerson (D);D
2008;N00026680;Kevin D Anderson (D);D
2008;N00005656;Joe Barton (R);R
2008;N00026682;John Martinez (D);D
2008;N00026686;Al Green (D);D
2008;N00006023;Lloyd Doggett (D);D
2008;N00026459;Benjamin Earl Streusand (R);R
2008;N00026460;Michael McCaul (R);R
2008;N00006052;Mac Thornberry (R);R
2008;N00026702;David H McIntyre (R);R
2008;N00005818;Sheila Jackson Lee (D);D
2008;N00026801;Thomas Andrew Bazan (I);I
2008;N00026043;Randy Neugebauer (R);R
2008;N00026044;Bill Christian (R);R
2008;N00026041;Mike Conaway (R);R
2008;N00026095;Donald R May (R);R
2008;N00026126;Richard Peterson (L);L
2008;N00026704;Roger Allen Scott (R);R
2008;N00005892;Tom DeLay (R);R
2008;N00010125;Donald Luther Richardson (R);R
2008;N00026393;Richard Morrison (D);D
2008;N00026708;Virgil Yanta (D);D
2008;N00026710;Kenny Marchant (R);R
2008;N00026713;Leticia Hinojosa (D);D
2008;N00026720;William Ross Vaden (R);R
2008;N00026722;Francisco Canseco (R);R
2008;N00026872;Stephen Charles Thompson (D);D
2008;N00026873;Brian Earl Watkins (D);D
2008;N00006348;Merrill Cook (R);R
2008;N00009956;Gregory P Hawkins (R);R
2008;N00027128;Ken Longmyer (D);D
2008;N00027306;William A Lee (R);R
2008;N00028998;Carl Durantye Belle (I);I
2008;N00028999;Scott J Sheldon (D);D
2008;N00030230;James Paul Mason (I);I
2008;N00006236;John A Barrasso (R);R
2008;N00009588;Gerrie Schipske (D);D
2008;N00030627;Gloria Romero (D);D
2008;N00030568;Byron Lee (Vp) Trackwell (3);3
2008;N00030569;Elizabeth Ames Jones (R);R
2008;N00030570;Amy Lou Wyatt (3);3
2008;N00030571;June Pouesi (R);R
2008;N00030572;James Francis Beil (U);U
