400240,John Lewis
400242,John Linder
400244,Frank LoBiondo
400245,Zoe Lofgren
400246,Nita Lowey
400247,Frank Lucas
400249,Stephen Lynch
400251,Carolyn Maloney
400252,Donald Manzullo
400253,Edward Markey
400254,James Marshall
400255,Jim Matheson
400257,Carolyn McCarthy
400259,Betty McCollum
400260,Thaddeus McCotter
400262,Jim McDermott
400263,James McGovern
400266,Mike McIntyre
400267,Howard McKeon
400270,Kendrick Meek
400271,Gregory Meeks
400273,John Mica
400274,Michael Michaud
400276,Candice Miller
400277,Gary Miller
400278,George Miller
400279,Jeff Miller
400280,Bradley Miller
400281,Alan Mollohan
400282,Dennis Moore
400283,James Moran
400284,Jerry Moran
400285,Tim Murphy
400286,John Murtha
400288,Sue Myrick
400289,Jerrold Nadler
400290,Grace Napolitano
400291,Richard Neal
400297,Devin Nunes
400299,James Oberstar
400300,David Obey
400301,John Olver
400302,Solomon Ortiz
400308,Frank Pallone
400309,Bill Pascrell
400310,Ed Pastor
400311,Ronald Paul
400312,Donald Payne
400314,Nancy Pelosi
400315,Mike Pence
400316,Collin Peterson
400318,Thomas Petri
400320,Joseph Pitts
400321,Todd Platts
400323,Earl Pomeroy
400326,David Price
400328,Adam Putnam
400330,George Radanovich
400331,Nick Rahall
400333,Charles Rangel
400335,Dennis Rehberg
400337,Silvestre Reyes
400339,Ciro Rodriguez
400340,Harold Rogers
400341,Mike Rogers
400342,Mike Rogers
400343,Dana Rohrabacher
400344,Ileana Ros-Lehtinen
400345,Mike Ross
400346,Steven Rothman
400347,Lucille Roybal-Allard
400348,Edward Royce
400349,Dutch Ruppersberger
400350,Bobby Rush
400351,Paul Ryan
400352,Tim Ryan
400355,Linda Sánchez
400356,Loretta Sanchez
400360,Janice Schakowsky
400361,Adam Schiff
400363,David Scott
400364,Robert Scott
400365,James Sensenbrenner
400366,José Serrano
400367,Pete Sessions
400368,John Shadegg
400371,Brad Sherman
400373,John Shimkus
400376,Michael Simpson
400377,Ike Skelton
400378,Louise Slaughter
400379,Adam Smith
400380,Christopher Smith
400381,Lamar Smith
400383,Victor Snyder
400385,Mark Souder
400386,John Spratt
400387,Fortney Stark
400388,Clifford Stearns
400391,Bart Stupak
400392,John Sullivan
400395,John Tanner
400399,Gene Taylor
400400,Lee Terry
400402,Bennie Thompson
400403,Mike Thompson
400404,Mac Thornberry
400405,Todd Tiahrt
400406,Patrick Tiberi
400407,John Tierney
400409,Edolphus Towns
400411,Michael Turner
400414,Fred Upton
400415,Chris Van Hollen
400416,Nydia Velázquez
400417,Peter Visclosky
400419,Greg Walden
400421,Zach Wamp
400422,Maxine Waters
400423,Diane Watson
400424,Melvin Watt
400425,Henry Waxman
400426,Anthony Weiner
400431,Ed Whitfield
400433,Joe Wilson
400435,Frank Wolf
400436,Lynn Woolsey
400437,David Wu
400439,Bill Young
400440,Don Young
400441,Randy Neugebauer
400442,Ben Chandler
400443,Stephanie Herseth Sandlin
400570,Brian Bilbray
400616,George Butterfield
400617,Daniel Lungren
400618,Jim Costa
400620,John Salazar
400622,Connie Mack
400623,Debbie Wasserman Schultz
400626,Tom Price
400627,Lynn Westmoreland
400628,John Barrow
400630,Daniel Lipinski
400631,Melissa Bean
400633,Geoff Davis
400635,Charles Melancon
400636,Charles Boustany
400638,Russ Carnahan
400639,Emanuel Cleaver
400640,Jeff Fortenberry
400641,Brian Higgins
400643,Virginia Foxx
400644,Patrick McHenry
400645,Dan Boren
400647,Allyson Schwartz
400648,Charles Dent
400649,Bob Inglis
400651,Louie Gohmert
400652,Ted Poe
400653,Al Green
400654,Michael McCaul
400655,Michael Conaway
400656,Kenny Marchant
400657,Henry Cuellar
400659,Cathy McMorris Rodgers
400660,David Reichert
400661,Gwen Moore
400663,Doris Matsui
409888,Bill Shuster
412010,Jean Schmidt
412011,John Campbell
412186,Albio Sires
412187,Harry Mitchell
412188,Gabrielle Giffords
412189,Jerry McNerney
412190,Kevin McCarthy
412191,Doug Lamborn
412192,Ed Perlmutter
412193,Joe Courtney
412194,Christopher Murphy
412195,Kathy Castor
412196,Vern Buchanan
412198,Ron Klein
412199,Henry Johnson
412200,Mazie Hirono
412202,Peter Roskam
412204,Phil Hare
412205,Joe Donnelly
412206,Brad Ellsworth
412208,Bruce Braley
412209,David Loebsack
412211,John Yarmuth
412212,John Sarbanes
412214,Timothy Walz
412215,Keith Ellison
412216,Michele Bachmann
412217,Adrian Smith
412218,Dean Heller
412219,Carol Shea-Porter
412220,Paul Hodes
412221,Yvette Clarke
412222,John Hall
412224,Michael Arcuri
412225,Heath Shuler
412226,Jim Jordan
412227,Charles Wilson
412228,Betty Sutton
412229,Zachary Space
412230,Mary Fallin
412231,Jason Altmire
412232,Joe Sestak
412233,Patrick Murphy
412234,Christopher Carney
412236,Steve Cohen
412239,Peter Welch
412240,Steve Kagen
412250,Gus Bilirakis
412252,Paul Broun
412253,Laura Richardson
412254,Niki Tsongas
412255,Robert Wittman
412256,Robert Latta
412257,Bill Foster
412258,André Carson
412259,Jackie Speier
412261,Steve Scalise
412262,Travis Childers
412263,Donna Edwards
412264,John Adler
412265,Steve Austria
412266,John Boccieri
412267,Bobby Bright
412268,Anh Cao
412269,Bill Cassidy
412270,Jason Chaffetz
412271,Mike Coffman
412272,Gerald Connolly
412273,Kathleen Dahlkemper
412274,Steve Driehaus
412275,John Fleming
412276,Alan Grayson
412277,Parker Griffith
412278,Brett Guthrie
412279,Deborah Halvorson
412280,Gregg Harper
412281,Martin Heinrich
412282,James Himes
412283,Duncan Hunter
412284,Lynn Jenkins
412285,Mary Jo Kilroy
412286,Ann Kirkpatrick
412287,Larry Kissell
412288,Suzanne Kosmas
412289,Frank Kratovil
412290,Leonard Lance
412291,Christopher Lee
412292,Blaine Luetkemeyer
412293,Ben Luján
412294,Cynthia Lummis
412295,Tom McClintock
412296,Michael McMahon
412297,Daniel Maffei
412298,Betsy Markey
412299,Eric Massa
412300,Walter Minnick
412301,Glenn Nye
412302,Pete Olson
412303,Erik Paulsen
412304,Thomas Perriello
412305,Gary Peters
412307,Chellie Pingree
412308,Jared Polis
412309,Bill Posey
412310,David Roe
412311,Thomas Rooney
412313,Mark Schauer
412314,Aaron Schock
412315,Kurt Schrader
412316,Harry Teague
412317,Glenn Thompson
412318,Dina Titus
412319,Paul Tonko
412327,Marcia Fudge
412331,Mike Quigley
412332,Scott Murphy
412379,Judy Chu
412382,John Garamendi
412383,William Owens
