year;CID;name;party
2006;N00004227;Tom Latham (R);R
2006;N00004884;Danny K Davis (D);D
2006;N00004758;Steve Denari (D);D
2006;N00003813;Pete Visclosky (D);D
2006;N00003897;John Hostettler (R);R
2006;N00003467;Ed Whitfield (R);R
2006;N00000179;James P McGovern (D);D
2006;N00000226;John F Tierney (D);D
2006;N00000834;Jim Saxton (R);R
2006;N00000933;Charles Millard (R);R
2006;N00001025;Joseph J Dioguardi (3);3
2006;N00009586;Hilda L Solis (D);D
2006;N00007823;Jennifer Dunn (R);R
2006;N00003091;Sonny Callahan (R);R
2006;N00006425;John Shadegg (R);R
2006;N00006455;J D Hayworth (R);R
2006;N00007312;Sam Farr (D);D
2006;N00004816;Rod Blagojevich (D);D
2006;N00004745;Jerry Weller (R);R
2006;N00004933;Ray LaHood (R);R
2006;N00003844;Mark E Souder (R);R
2006;N00008144;Todd Tiahrt (R);R
2006;N00003476;Ron Lewis (R);R
2006;N00009588;Gerrie Schipske (D);D
2006;N00004440;Bill Luther (D);D
2006;N00001150;David A Levy (3);3
2006;N00001074;Major R Owens (D);D
2006;N00000939;Jerrold Nadler (D);D
2006;N00001276;John M McHugh (R);R
2006;N00001222;Maurice Hinchey (D);D
2006;N00003736;Michael G Oxley (R);R
2006;N00009778;John R Kasich (R);R
2006;N00003504;Deborah Pryce (R);R
2006;N00001746;Chaka Fattah (D);D
2006;N00001519;James C Greenwood (R);R
2006;N00009157;Doc Hastings (R);R
2006;N00007050;Randy (Duke) Cunningham (R);R
2006;N00004155;Peter Hoekstra (R);R
2006;N00004087;Jim Barcia (D);D
2006;N00003950;Sander Levin (D);D
2006;N00004558;Collin C Peterson (D);D
2006;N00001082;Edolphus Towns (D);D
2006;N00000078;Carolyn B Maloney (D);D
2006;N00001279;Randall A Terry (3);3
2006;N00001267;Sherwood Boehlert (R);R
2006;N00001290;Jack Quinn (R);R
2006;N00003522;Marcy Kaptur (D);D
2006;N00003535;Sherrod Brown (D);D
2006;N00005551;Ernest J Istook (R);R
2006;N00001469;Tim Holden (D);D
2006;N00002171;Rick Boucher (D);D
2006;N00001725;Jay Inslee (D);D
2006;N00009603;Wade Rowland Sanders (D);D
2006;N00009604;Susan A Davis (D);D
2006;N00002674;Sanford D Bishop Jr (D);D
2006;N00000205;Marty Meehan (D);D
2006;N00001821;Steny H Hoyer (D);D
2006;N00002017;Roscoe G Bartlett (R);R
2006;N00000574;Miles S Rapoport (D);D
2006;N00007021;Juan Vargas (D);D
2006;N00006213;Scott McInnis (R);R
2006;N00009775;Michael N Castle (R);R
2006;N00002718;Tillie Fowler (R);R
2006;N00002982;Michael Bilirakis (R);R
2006;N00002856;Carrie Meek (D);D
2006;N00002884;Alcee L Hastings (D);D
2006;N00000585;Sam Gejdenson (D);D
2006;N00006397;Ed Pastor (D);D
2006;N00007033;Bob Filner (D);D
2006;N00000561;Nancy L Johnson (R);R
2006;N00002713;Corrine Brown (D);D
2006;N00002793;John L Mica (R);R
2006;N00002839;Peter Deutsch (D);D
2006;N00002872;Lincoln Diaz-Balart (R);R
2006;N00002656;Jack Kingston (R);R
2006;N00000143;John W Olver (D);D
2006;N00000280;Bill Delahunt (D);D
2006;N00001849;Albert R Wynn (D);D
2006;N00004196;Bart Stupak (D);D
2006;N00004113;Nick Smith (R);R
2006;N00004045;Joe Knollenberg (R);R
2006;N00009608;Rob Simmons (R);R
2006;N00007084;Bob Conaway (D);D
2006;N00008274;Loretta Sanchez (D);D
2006;N00006134;Diana DeGette (D);D
2006;N00002743;Allen Boyd (D);D
2006;N00005645;Ralph Hall (R);R
2006;N00009738;John Culberson (R);R
2006;N00009752;Phil Sudan (R);R
2006;N00002083;Jim Moran (D);D
2006;N00009761;Jeff Morris (D);D
2006;N00009771;Shelley Moore Capito (R);R
2006;N00008091;Spencer Bachus (R);R
2006;N00006486;Jim Kolbe (R);R
2006;N00000615;Rosa L DeLauro (D);D
2006;N00005656;Joe Barton (R);R
2006;N00006052;Mac Thornberry (R);R
2006;N00005892;Tom DeLay (R);R
2006;N00007231;Elton Gallegly (R);R
2006;N00006897;Brad Sherman (D);D
2006;N00011971;Dan Lungren (R);R
2006;N00008264;Ed Royce (R);R
2006;N00007089;Joe Baca (D);D
2006;N00006118;Patricia Schroeder (D);D
2006;N00000048;Joel Hefley (R);R
2006;N00002926;Jim Davis (D);D
2006;N00009736;John Mark Brewer (R);R
2006;N00009742;Paul Williams (R);R
2006;N00009753;Jim Matheson (D);D
2006;N00009759;Rick Larsen (D);D
2006;N00004426;Tom Petri (R);R
2006;N00003083;Terry Everett (R);R
2006;N00003008;Earl F Hilliard (D);D
2006;N00009086;Gary A Franks (R);R
2006;N00003264;Lincoln Davis (D);D
2006;N00006023;Lloyd Doggett (D);D
2006;N00005818;Sheila Jackson Lee (D);D
2006;N00005835;Paul Michael Colbert (D);D
2006;N00001861;Henry Waxman (D);D
2006;N00007140;Robert K Dornan (R);R
2006;N00006811;Juanita Millender-McDonald (D);D
2006;N00001692;Eleanor Holmes Norton (D);D
2006;N00002327;Sue Myrick (R);R
2006;N00001529;Joseph M Hoeffel (D);D
2006;N00001427;Phil English (R);R
2006;N00002424;Mark Sanford (R);R
2006;N00003126;Bart Gordon (D);D
2006;N00009890;Keith Russell Judd (I);I
2006;N00006267;Mike Crapo (R);R
2006;N00004166;Vernon J Ehlers (R);R
2006;N00004527;Gil Gutknecht (R);R
2006;N00008032;Kenny Hulshof (R);R
2006;N00003288;Bennie G Thompson (D);D
2006;N00004690;Peter G Fitzgerald (R);R
2006;N00000459;Charles E Summers (R);R
2006;N00003962;Lynn N Rivers (D);D
2006;N00005119;Karen McCarthy (D);D
2006;N00003280;Roger Wicker (R);R
2006;N00002247;Howard Coble (R);R
2006;N00001535;Curt Weldon (R);R
2006;N00001373;Mike Doyle (D);D
2006;N00000360;Patrick J Kennedy (D);D
2006;N00002401;Gary McLeod (R);R
2006;N00004758;Steve Denari (D);D
2006;N00008028;Sam Johnson (R);R
2006;N00005985;Henry Bonilla (R);R
2006;N00005998;Solomon P Ortiz (D);D
2006;N00009154;Bob Goodlatte (R);R
2006;N00006690;Maxine Waters (D);D
2006;N00007498;Jerry Leon Carroll (I);I
2006;N00000637;Jim Maloney (D);D
2006;N00002776;Richard Grayson (I);I
2006;N00002898;Mark Foley (R);R
2006;N00002630;Charles W Norwood (R);R
2006;N00003762;Evan Bayh (D);D
2006;N00003159;Zach Wamp (R);R
2006;N00008122;Eddie Bernice Johnson (D);D
2006;N00005681;Pete Sessions (R);R
2006;N00005653;Stephen A Masterson (R);R
2006;N00005870;Gene Green (D);D
2006;N00007279;Michael Brian Stoker (R);R
2006;N00006981;Brian P Bilbray (R);R
2006;N00002754;Joe Scarborough (R);R
2006;N00002807;Dave Weldon (R);R
2006;N00002519;George (Buddy) Darden (D);D
2006;N00003437;Jim Bunning (R);R
2006;N00003195;David H Dunaway (D);D
2006;N00002685;Saxby Chambliss (R);R
2006;N00002511;Cynthia McKinney (D);D
2006;N00004237;Dave Nagle (D);D
2006;N00004856;Bill Lipinski (D);D
2006;N00004939;Thomas W Ewing (R);R
2006;N00004961;John M Shimkus (R);R
2006;N00027479;Charles Pineda (D);D
2006;N00000010;Dan Burton (R);R
2006;N00003338;Shawn O'Hara (3);3
2006;N00002328;Melvin L Watt (D);D
2006;N00000851;Frank A LoBiondo (R);R
2006;N00000699;Robert Menendez (D);D
2006;N00001193;Pete King (R);R
2006;N00002408;James E Clyburn (D);D
2006;N00002492;John M Spratt Jr (D);D
2006;N00011046;Bill Janklow (R);R
2006;N00003105;Marsha Blackburn (R);R
2006;N00003383;Stephen Lewis Henry (D);D
2006;N00000267;Michael E Capuano (D);D
2006;N00004007;Barbara-Rose Collins (D);D
2006;N00004436;John Kline (R);R
2006;N00001127;Joseph Crowley (D);D
2006;N00001110;Anthony D Weiner (D);D
2006;N00000983;Vito Fossella (R);R
2006;N00001024;Nita M Lowey (D);D
2006;N00009821;John E Sweeney (R);R
2006;N00003681;Mildred T (Millie) Howard (R);R
2006;N00009692;Una S Clarke (D);D
2006;N00003725;Dave Hobson (R);R
2006;N00009699;Patrick J Tiberi (R);R
2006;N00001624;Joseph M McColgan (R);R
2006;N00001509;Paul E Kanjorski (D);D
2006;N00009719;Todd Platts (R);R
2006;N00009724;Jim Langevin (D);D
2006;N00005399;Woody Jenkins (R);R
2006;N00002198;Nick Rahall (D);D
2006;N00007419;Mike Thompson (D);D
2006;N00007581;Doug Ose (R);R
2006;N00007360;Nancy Pelosi (D);D
2006;N00008046;Barbara Lee (D);D
2006;N00007378;Chris Haugen (R);R
2006;N00007256;Bill Thomas (R);R
2006;N00007232;Lois Capps (D);D
2006;N00006932;David Dreier (R);R
2006;N00027480;Bruce Stevens (R);R
2006;N00004956;Jerry F Costello (D);D
2006;N00003765;Mike Pence (R);R
2006;N00005233;Dennis Moore (D);D
2006;N00005414;Jim McCrery (R);R
2006;N00000220;Paul McCarthy (R);R
2006;N00001691;Carl Levin (D);D
2006;N00007967;Thomas S Foley (D);D
2006;N00007918;Norm Dicks (D);D
2006;N00004403;Ron Kind (D);D
2006;N00004118;Deborah Ann Stabenow (D);D
2006;N00001422;John E Peterson (R);R
2006;N00001408;John P Murtha (D);D
2006;N00000326;John O Matson (R);R
2006;N00007936;Brian Baird (D);D
2006;N00007962;Judy Olson (D);D
2006;N00007833;Adam Smith (D);D
2006;N00004394;David R Obey (D);D
2006;N00003098;Joe Turnham (D);D
2006;N00007571;Robert T Matsui (D);D
2006;N00007590;Robert (Bob) Dean Kent (D);D
2006;N00007582;Douglas Tuma (L);L
2006;N00007335;Anna Eshoo (D);D
2006;N00007470;Connor Vlakancic (R);R
2006;N00007248;Devin Nunes (R);R
2006;N00006789;Grace Napolitano (D);D
2006;N00007087;Jerry Lewis (R);R
2006;N00003796;Mark J Leyva (R);R
2006;N00003875;Baron Hill (D);D
2006;N00003444;Ken Lucas (D);D
2006;N00000153;Richard E Neal (D);D
2006;N00000243;Thomas M Keane Jr (D);D
2006;N00002012;Wayne T Gilchrest (R);R
2006;N00004489;Martin Olav Sabo (D);D
2006;N00001171;Gregory W Meeks (D);D
2006;N00001068;Thomas J Manton (D);D
2006;N00001129;Melinda R Katz (D);D
2006;N00001003;Eliot L Engel (D);D
2006;N00001026;Paul J Feiner (D);D
2006;N00001214;Michael R McNulty (D);D
2006;N00001261;James T Walsh (R);R
2006;N00001295;Tom Reynolds (R);R
2006;N00003689;Steve Chabot (R);R
2006;N00003674;Charles W Sanders (D);D
2006;N00003660;Paul E Gillmor (R);R
2006;N00003561;Stephanie Tubbs Jones (D);D
2006;N00003585;Robert E Saffold (3);3
2006;N00003508;Edward S Brown (D);D
2006;N00009824;David Wu (D);D
2006;N00001619;Robert A Brady (D);D
2006;N00001510;Don Sherwood (R);R
2006;N00001542;Melissa Brown (R);R
2006;N00009829;Jim McDermott (D);D
2006;N00004367;Tammy Baldwin (D);D
2006;N00004391;Mark Green (R);R
2006;N00004357;Paul Ryan (R);R
2006;N00004373;Ronnie B Greer (R);R
2006;N00004291;F James Sensenbrenner Jr (R);R
2006;N00001754;Bob Dole (R);R
2006;N00007498;Jerry Leon Carroll (I);I
2006;N00001879;George Alexander Muzyk (D);D
2006;N00007848;Maximus T Englerius (U);U
2006;N00007453;James John Prattas (D);D
2006;N00002281;Thomas Francis Winterbottom (D);D
2006;N00006230;Al Hamburg (I);I
2006;N00008072;George W Bush (R);R
2006;N00002362;Randolph W Crow (D);D
2006;N00002802;Clay O Hill (I);I
2006;N00009841;Gary Bauer (R);R
2006;N00009842;Judith A Anderson (I);I
2006;N00009858;Matthew Jon Klemmensen (I);I
2006;N00009860;Warren Ashe (D);D
2006;N00009866;Larry K Reed (D);D
2006;N00009869;Orrin G Hatch (R);R
2006;N00009870;Yehanna Joan M M Malone (R);R
2006;N00009877;William L Wallace (3);3
2006;N00009884;Joe Schriner (3);3
2006;N00007591;Kip Lee (L);L
2006;N00002196;Lowell Jackson Fellure (R);R
2006;N00000224;Michael Ross Tunick Strauss (U);U
2006;N00000086;Ralph Nader (I);I
2006;N00027481;Gale Morgan (L);L
2006;N00001678;Bill Clinton (D);D
2006;N00001813;Jose E Serrano (D);D
2006;N00003675;John Boehner (R);R
2006;N00027490;Les Miller (D);D
2006;N00001569;Thomas M Foglietta (D);D
2006;N00009715;Melissa Hart (R);R
2006;N00001371;William J Coyne (D);D
2006;N00009723;Jose A Hernandez-Mayoral (D);D
2006;N00002428;Henry Brown (R);R
2006;N00002598;Tony Center (D);D
2006;N00002610;Nathan Deal (R);R
2006;N00027492;Richard Scott Reynolds (R);R
2006;N00011875;Bill Gluba (D);D
2006;N00004887;Bobby L Rush (D);D
2006;N00004874;Luis V Gutierrez (D);D
2006;N00004912;Lane Evans (D);D
2006;N00003924;Steve Buyer (R);R
2006;N00005122;Joyce Lea (R);R
2006;N00002299;Walter B Jones Jr (R);R
2006;N00008113;Earl Pomeroy (D);D
2006;N00000684;Rodney Frelinghuysen (R);R
2006;N00001102;Nydia M Velazquez (D);D
2006;N00000140;Carlos Romero-Barcelo (D);D
2006;N00002460;Bob Inglis (R);R
2006;N00001814;Robin Tallon (D);D
2006;N00003328;Thad Cochran (R);R
2006;N00004878;Jesse Jackson (D);D
2006;N00004091;Bruce Allen Gidner (R);R
2006;N00001681;Ronald Reagan (R);R
2006;N00006887;Timothy Charles Kalemkarian (R);R
2006;N00007140;Robert K Dornan (R);R
2006;N00002008;Richard Franklin Colburn (R);R
2006;N00009668;Mike Rogers (R);R
2006;N00004093;Alan Lee Cropsey (R);R
2006;N00002260;David Price (D);D
2006;N00003651;Ralph Regula (R);R
2006;N00003572;Dennis J Kucinich (D);D
2006;N00007690;Greg Walden (R);R
2006;N00007781;Peter DeFazio (D);D
2006;N00027482;Leonard Padilla (I);I
2006;N00003329;Trent Lott (R);R
2006;N00000751;Bill Pascrell Jr (D);D
2006;N00000860;Rush Holt (D);D
2006;N00006652;Jim Gibbons (R);R
2006;N00001148;Carolyn McCarthy (D);D
2006;N00000964;Charles B Rangel (D);D
2006;N00001305;John J LaFalce (D);D
2006;N00003218;Harold E Ford Jr (D);D
2006;N00005724;Max Sandlin (D);D
2006;N00005731;Jim Turner (D);D
2006;N00005928;Nick Lampson (D);D
2006;N00005331;Doug Bereuter (R);R
2006;N00000781;Frank Pallone Jr (D);D
2006;N00000743;Scott Garrett (R);R
2006;N00009817;Dick Zimmer (R);R
2006;N00006546;Heather AWilson (R);R
2006;N00006561;Tom Udall (D);D
2006;N00006598;Jim Blockey (R);R
2006;N00009825;Anibal Acevedo-Vila (D);D
2006;N00003158;John Wolfe Jr (D);D
2006;N00005794;Chet Edwards (D);D
2006;N00005960;Charlie A Gonzalez (D);D
2006;N00002048;Charles E (Chuck) Carlton (R);R
2006;N00002072;Howard Phillips (3);3
2006;N00004278;John Hagelin (3);3
2006;N00007401;Frederick Eugene Ogin (R);R
2006;N00002899;Isabell Masters (R);R
2006;N00006741;Caesar Saint Augustine (3);3
2006;N00002047;Lyndon H LaRouche Jr (D);D
2006;N00001885;Alan L Keyes (R);R
2006;N00001604;Arlen Specter (R);R
2006;N00001774;Pete Wilson (R);R
2006;N00001805;Connie Morella (R);R
2006;N00008086;Dave Camp (R);R
2006;N00004033;Dennis M Hertel (D);D
2006;N00004484;Jim Ramstad (R);R
2006;N00009670;Mark Kennedy (R);R
2006;N00005181;Russ Carnahan (D);D
