year;CID;name;party
2016;N00005310;Steven C Laird (L);L
2016;N00028517;James Harris (D);D
2016;N00031478;Angela Hicks (R);R
2016;N00031891;Diane Vann (R);R
2016;N00034394;Jason Kendall (D);D
2016;N00039359;Joshua Gustafson (I);I
2016;N00039360;Donald J. Drumpf (R);R
2016;N00039361;Thomas David Hall Jr (3);3
2016;N00039362;Tho D. Hall Jr (3);3
2016;N00039363;David Eugene Flanders (I);I
2016;N00039364;Kevin Mccormick (L);L
2016;N00039365;Erik J. Rodne (3);3
2016;N00039366;Jamal Asker Alkhaibari (3);3
2016;N00039367;Matthew Holden Geiger (I);I
2016;N00039368;Abraham Lincoln (R);R
2016;N00039369;Daniel G Glaser (I);I
2016;N00039370;Margaret Stock (I);I
2016;N00034665;Massie Munroe (D);D
2016;N00039372;Carlos Beruff (R);R
2016;N00039373;Cori Bush (D);D
2016;N00039374;Jay Williams (D);D
2016;N00039375;Phil Cornell (D);D
2016;N00039376;Amy America Tamayo (D);D
2016;N00039377;Carlyle Begay (R);R
2016;N00039378;Justin Olson (R);R
2016;N00039379;Nils Palsson (D);D
2016;N00039380;Tim Donnelly (R);R
2016;N00039381;Pierluigi Oliverio (D);D
2016;N00039382;Louie Campos (D);D
2016;N00039383;Richard Alarcon (D);D
2016;N00007089;Joe Baca (R);R
2016;N00036508;Adrienne Edwards (D);D
2016;N00039386;Bob Peterson (R);R
2016;N00039387;Misty Plowright (D);D
2016;N00039388;Brian Frazier (R);R
2016;N00031891;Diane Vann (R);R
2016;N00039390;Tamarkus Cook (D);D
2016;N00039391;Rod Thomas (R);R
2016;N00039392;Victor Armedariz (R);R
2016;N00028986;Paul Broun (R);R
2016;N00034024;Allan Levene (R);R
2016;N00039395;Christopher Peters (R);R
2016;N00039396;James Piotrowski (D);D
2016;N00039397;Buddy Da Bison (3);3
2016;N00039398;Scott Angelle (R);R
2016;N00039234;Elizabeth Croydon (3);3
2016;N00036457;Jeff Jones (R);R
2016;N00039401;Tricia Cotham (D);D
2016;N00039402;Andrew Brock (R);R
2016;N00026150;Vernon Robinson (R);R
2016;N00039404;Matt McCall (R);R
2016;N00039405;Daniel Wik (D);D
2016;N00039406;Jeffrey Lynn Stein (L);L
2016;N00039407;Lisa Heineman (I);I
2016;N00039408;Jack Flanagan (R);R
2016;N00039409;Brent J Sonnek-Schmelz (R);R
2016;N00039410;Dan Rolle (D);D
2016;N00039411;Richard Reichard (D);D
2016;N00039412;Lawrence Gilder (R);R
2016;N00039413;Joe Vitollo (R);R
2016;N00039414;Martin Babinec (3);3
2016;N00039415;Diana Kastenbaum (D);D
2016;N00039416;Shabba Woodley (D);D
2016;N00039417;Jonathan Burgess (R);R
2016;N00039418;Brian Heinrich (R);R
2016;N00039419;Jim Crary (D);D
2016;N00039420;Paul Romero Jr (R);R
2016;N00039421;Joseph Mckinney (D);D
2016;N00039422;Earl Rainey (R);R
2016;N00039423;Julian Subick (I);I
2016;N00039424;Laura Sterling (R);R
2016;N00039425;Clint Tribble (R);R
2016;N00039426;Ken Atkins (R);R
2016;N00039427;Todd Carlton (I);I
2016;N00039428;Joel Hawks (D);D
2016;N00039429;Arun Jhaveri (D);D
2016;N00039430;Sarah Lloyd (D);D
2016;N00039431;Jeffery J Dahlke (I);I
2016;N00039432;Craig Allen Smith (R);R
2016;N00039433;Jordan R Lassiter (3);3
2016;N00039434;Ethan James Keller (I);I
2016;N00039435;Mykal Anstrom (I);I
2016;N00039436;Esther Jane Watrous (I);I
2016;N00039437;George Norton Snider (I);I
2016;N00039438;Harley Spiderman Simmons (3);3
2016;N00039439;Noone Danger Reverend Marshall (3);3
2016;N00039440;Suneeta Williams (R);R
2016;N00039441;James Dominick Carvin (3);3
2016;N00039442;Heidi Kristel Uhlhorn O''Brien Zeman (L);L
2016;N00039443;Monroe Pierce Singleton (3);3
2016;N00029941;Greg Conlon (R);R
2016;N00036861;David Walker (I);I
2016;N00036318;Andy Shambaugh (L);L
2016;N00035093;Frederick Lavergne (D);D
2016;N00039444;Christopher Francis Mitro (3);3
2016;N00039445;Ryan Lau (L);L
2016;N00039446;Dylan Drescher (3);3
2016;N00039447;Kelso David Wallace (I);I
2016;N00039448;Edward Mr Macy (I);I
2016;N00039449;Antonio Sr Watson (I);I
2016;N00039450;Thomas William Mr Corwine (3);3
2016;N00039451;Bawn Degor (I);I
2016;N00039452;Carl A. Renowitzky (I);I
2016;N00039453;Davis George Mr Pierce (I);I
2016;N00039454;Demetra Jefferson Wysinger (3);3
2016;N00039455;Dick Di Roman (3);3
2016;N00039456;John Paul Wesley Iii Robinson (3);3
2016;N00039457;Michael Eric Coombs (R);R
2016;N00039458;Yoni Benovitz (I);I
2016;N00039459;Michael Stephenson (D);D
2016;N00039460;Josh Keller (U);U
2016;N00039461;Halen Mr. Mattison (I);I
2016;N00039462;Franklin Delano Mister Junior Robins (3);3
2016;N00039463;Alexander Hamilton (3);3
2016;N00039464;Paul Y Mr. Potato (3);3
2016;N00039465;Brian A Mr Perry (3);3
2016;N00039466;Emperor Palpatine (3);3
2016;N00039467;Logan Robertson (R);R
2016;N00039468;Scott Vineberg (I);I
2016;N00039469;Jerry Natividad (R);R
2016;N00039470;Anton Khoury (I);I
2016;N00039471;Angela Walls-Windhauser (I);I
2016;N00039472;Page Anthony Pate (D);D
2016;N00039473;Jim Barksdale (D);D
2016;N00039474;Cheryl Copeland (D);D
2016;N00028137;John Coyne (D);D
2016;N00039476;Mary Kay Bacallao (R);R
2016;N00039477;M Brent Pittman (L);L
2016;N00039478;Foster Campbell (D);D
2016;N00039479;Paul Weaver (D);D
2016;N00039480;Dan Laschober (R);R
2016;N00039481;Steven Reynolds (3);3
2016;N00036362;Marvin Sannes (I);I
2016;N00039483;Lyndle Spencer (R);R
2016;N00039484;Steve Lindbeck (D);D
2016;N00039485;Bryan Martyn (R);R
2016;N00039486;Jim Reed (D);D
2016;N00039487;Erin Schrode (D);D
2016;N00039488;Robert Hodges (R);R
2016;N00039489;Robert Miller (R);R
2016;N00039490;Angel Cardenas (R);R
2016;N00039491;Gordon Lancaster (R);R
2016;N00039492;Ken Mettler (R);R
2016;N00039493;Ramon Barajas III (R);R
2016;N00039494;David Guzman (D);D
2016;N00039495;Christopher Wiggins (D);D
2016;N00039496;Scott Adams (I);I
2016;N00039497;Gordon Bronson (D);D
2016;N00039498;Gail Schwartz (D);D
2016;N00039499;Calandra Vargas (R);R
2016;N00039500;Matthew Corey (R);R
2016;N00039501;Ann Brookes (R);R
2016;N00039502;Bill Stevens (R);R
2016;N00039503;Matt Gaetz (R);R
2016;N00039504;Amanda Kondrat'Yev (D);D
2016;N00039505;Rich Gazlay (R);R
2016;N00039506;John Mills (R);R
2016;N00039507;James Zumwalt (R);R
2016;N00039508;Cris Dosev (R);R
2016;N00039509;Steven Specht (D);D
2016;N00039510;Ken Sukhia (R);R
2016;N00039511;Bill McClure (R);R
2016;N00039512;David Foxx (R);R
2016;N00038474;Stephen Marks (R);R
2016;N00039514;Jose F Peixoto (R);R
2016;N00039515;Angela Pendley (D);D
2016;N00039516;Kurt Wilson (R);R
2016;N00039517;Rodney Stooksbury (D);D
2016;N00039518;Rashid Malik (D);D
2016;N00039520;Billy Davis (R);R
2016;N00039521;Daniel Cowan (R);R
2016;N00039522;Joyce Nolin (D);D
2016;N00039523;Tricia Carpenter McCracken (D);D
2016;N00039524;Rick Bertrand (R);R
2016;N00039525;Shizandra Fox (D);D
2016;N00039526;Staniela Nikolova (D);D
2016;N00039527;Isaac Haugen (R);R
2016;N00039528;Jennifer Martinez (D);D
2016;N00039529;Andrew Thompson (L);L
2016;N00039530;Steve Hohe (L);L
2016;N00039531;Chris Cataldo (3);3
2016;N00039532;Matthew Kalus Thaler (D);D
2016;N00039533;John Bergman (R);R
2016;N00039534;Douglas Smith (D);D
2016;N00039535;Vanessa Moss (D);D
2016;N00039536;Doanita Simmons (3);3
2016;N00039537;Dave Cowell (D);D
2016;N00035371;Greg Brannon (R);R
2016;N00036422;Ernest Reeves (D);D
2016;N00039540;Dan Barrett (R);R
2016;N00039541;Charlie Wallin (D);D
2016;N00039542;James Williams Caudill (R);R
2016;N00039543;Todd Johnson (R);R
2016;N00035491;Mark Harris (R);R
2016;N00039545;Jeffrey Ronald Baker (R);R
2016;N00039546;Carla Cunningham (D);D
2016;N00039547;John Blust (R);R
2016;N00039548;Hank Henning (R);R
2016;N00039549;Farren Kent Shoaf (R);R
2016;N00039550;Kathleen Feather (R);R
2016;N00039551;Ted Budd (R);R
2016;N00039552;Julia Howard (R);R
2016;N00039553;Jason Walser (R);R
2016;N00039554;Chase Iron Eyes (D);D
2016;N00039555;Steve Schiffman (D);D
2016;N00039556;Casey Newell (R);R
2016;N00039557;Len Mannino (R);R
2016;N00035510;Andy Martin (R);R
2016;N00039559;Jim Keady (D);D
2016;N00039560;Lorna Phillipson (D);D
2016;N00039561;Eloy Delgado (D);D
2016;N00039562;Hector Castillo (R);R
2016;N00039563;Fred Horne (R);R
2016;N00039564;Reuben D'Silva (I);I
2016;N00039555;Steve Schiffman (D);D
2016;N00039566;Mike Schaefer (D);D
2016;N00039567;Michael O'Reilly (R);R
2016;N00009614;Ric Keller (R);R
2016;N00005600;Evelyn Rogers (R);R
2016;N00030359;John Everhart (3);3
2016;N00030082;Phil Black (D);D
2016;N00034605;Gary Oxley (R);R
2016;N00034590;Steve Brown (L);L
2016;N00036336;Kamau Bakari (I);I
2016;N00039717;Sean Thomas Neilson (3);3
2016;N00039718;James T Swetman (L);L
2016;N00039719;Elmer S Mohr (3);3
2016;N00039720;Jake Robert Blaut (3);3
2016;N00039721;Thomas Heck (R);R
2016;N00039722;Juston J. Preble (R);R
2016;N00039723;Allen Rheinhart (D);D
2016;N00039724;Tom Sawyer (I);I
2016;N00039725;Bill Tarbell (R);R
2016;N00039726;Gerald Villa (3);3
2016;N00039727;Jarrod M. Williams (3);3
2016;N00039728;Liddo Susan O'Briant (D);D
2016;N00013232;Bill Haas (D);D
2016;N00003951;Jerome White (3);3
2016;N00034719;Russ Monchil (L);L
2016;N00034793;Alan Bellone (3);3
2016;N00034795;Daniel J Cavanagh (R);R
2016;N00036799;Donna Dunn (L);L
2016;N00036564;Kenneth Schaeffer (3);3
2016;N00036568;Eduardo Ramirez (3);3
2016;N00036293;Roy Welborn (L);L
2016;N00036295;Edwards Fields (D);D
2016;N00036296;Kyle Reid (R);R
2016;N00039946;Edward Tilton (L);L
2016;N00039947;Matthew Sheldon (R);R
2016;N00039948;Angel Cadena (R);R
2016;N00039949;Michael Keavy (R);R
2016;N00039950;Adam Sackrin (D);D
2016;N00039951;Jay Sidie (D);D
2016;N00039952;Miranda Allen (I);I
2016;N00039953;Clay Higgins (R);R
2016;N00039954;Jack Jones (L);L
2016;N00039955;Diane Evelyn Bostow (L);L
2016;N00039956;Matthew Orlando (L);L
2016;N00034718;Bob Gough (D);D
2016;N00039958;David Blackwell (D);D
2016;N00039959;Matthew McNabney (D);D
2016;N00039960;Mary Byrne (R);R
2016;N00039961;Matt Canovi (R);R
2016;N00039960;Mary Byrne (R);R
2016;N00039963;Benjamin Brixey (L);L
2016;N00039964;James Nelson (R);R
2016;N00039965;Frank Francois (3);3
2016;N00039966;Robert Ardini (R);R
2016;N00039967;Guillermo Linares (D);D
2016;N00039968;Scott Fenstermaker (I);I
2016;N00039969;Alejandro Vega (R);R
2016;N00039970;Mimi C Satter (3);3
2016;N00039971;Shelly Schratz (R);R
2016;N00031580;James Jones (R);R
2016;N00039973;Scott Stafne (L);L
2016;N00039974;Doug McKinley (D);D
2016;N00039975;John Malan (D);D
2016;N00033718;Frank Lasee (R);R
2016;N00039977;Mark Allan Mr Neighbors (3);3
2016;N00039978;Zion Nuby (D);D
2016;N00039979;Garrett Mr. Vickery (U);U
2016;N00039980;Mike Mark (I);I
2016;N00039981;Tom Bowie (3);3
2016;N00039982;Jd Donaghe (L);L
2016;N00039983;Abhi Barthakur (I);I
2016;N00039984;Yair Gross (I);I
2016;N00039985;Frank Tamburri (L);L
2016;N00039986;Lucy Brenton (L);L
2016;N00039987;Monique Singh (D);D
2016;N00039988;Robin Laverne Wilson (3);3
2016;N00005194;Steven L Reed (D);D
2016;N00029390;Terri Bonoff (D);D
2016;N00012900;Mark Stewart Greenstein (L);L
2016;N00032147;Kristi Nichols (R);R
2016;N00032152;Jonathan Dine (L);L
2016;N00032210;Morris F Griffin (D);D
2016;N00032524;Mark J Rawles (I);I
2016;N00013446;Gloria Dawn Strickland (I);I
2016;N00026747;Jack C Orchulli (R);R
2016;N00012707;Don Grundmann (I);I
2016;N00027086;Carlo Poliak (R);R
2016;N00027030;Jack Truman (D);D
2016;N00025648;Larry R Crim (D);D
2016;N00028439;Robb Cunningham (L);L
2016;N00033183;John Uebersax (I);I
2016;N00035683;Taylor Griffin (R);R
2016;N00034176;Laurence J Kotlikoff (3);3
2016;N00034655;Donald Krampe (R);R
2016;N00030308;Lenny Ladner (L);L
2016;N00036612;Jeff Gorman (R);R
2016;N00036471;Rickey Hobson (D);D
2016;N00036475;Cassandra J Mitchell (I);I
2016;N00036482;Robert D Franklin (I);I
2016;N00036483;Floyd Wayne Alberson (R);R
2016;N00036501;Ryan Downing (R);R
2016;N00036539;Alan Hardwick (R);R
2016;N00036542;Doug North (R);R
2016;N00036577;Leona Leonard (D);D
2016;N00036609;Mark T Beard (I);I
2016;N00036331;Lee Anne Brogowski (D);D
2016;N00036492;Paul Cook (I);I
2016;N00005076;Jim Higgins (L);L
2016;N00003730;Ted Strickland (D);D
2016;N00005012;Steven G Bailey (R);R
2016;N00034603;Gregory Cheadle (R);R
2016;N00013336;Tino Rozzo (D);D
2016;N00032477;Kyle Yarber (D);D
2016;N00032327;David Pinckney (R);R
2016;N00029442;Rex Rammell (R);R
2016;N00039945;Tom Atkinson (R);R
2016;N00008132;Gail Lightfoot (L);L
2016;N00006824;Sanford W Kahn (R);R
2016;N00005531;Robert T Murphy (L);L
2016;N00028200;Sal Genovese (D);D
2016;N00027544;Michael Steinberg (D);D
2016;N00039729;Ronald Lutalo (R);R
2016;N00039730;Kayto Sullivan Jr (D);D
2016;N00039731;Salvadore Giove (R);R
2016;N00039732;Christine Jones (R);R
2016;N00039733;Eve Nunez (R);R
2016;N00030903;David Peterson (D);D
2016;N00039735;Albert James Branca (R);R
2016;N00039736;Matthew Wookey (I);I
2016;N00039737;Sean White (D);D
2016;N00039738;Alex Poling (D);D
2016;N00039739;Mario Galvan (I);I
2016;N00034484;John Pinkerton (D);D
2016;N00039741;Kennita Watson (L);L
2016;N00026766;Joe Williams (3);3
2016;N00039743;Jack Digby (I);I
2016;N00039744;Barbara Honegger (I);I
2016;N00039745;Benjamin Lucas (D);D
2016;N00039746;Jeffrey Bomberger (I);I
2016;N00039747;Jeffrey Moffatt (R);R
2016;N00039748;Tim Sweeney (3);3
2016;N00039749;Lenore Solis (R);R
2016;N00030776;Mark Reed (R);R
2016;N00039751;Chris Townsend (R);R
2016;N00039752;Kaisar Ahmed (D);D
2016;N00039753;Gordon Fisher (R);R
2016;N00039754;Kenneth Mejia (D);D
2016;N00039755;Steven Wolkowicz (R);R
2016;N00039756;Roman Gonzalez (I);I
2016;N00039757;Cody Ryan (R);R
2016;N00039758;Martha C. Delgadillo (D);D
2016;N00039759;Sylvia Ortiz (D);D
2016;N00039760;Armando Sotomayor (D);D
2016;N00039761;Ronald Siegel (R);R
2016;N00039762;Michael DeMauricio (i);I
2016;N00039763;Rudy Gaona (R);R
2016;N00039764;Nancy Trinidad Marin (I);I
2016;N00039765;Ryan Wingo (I);I
2016;N00039766;Scott Meisterlin (R);R
2016;N00039767;Fuji Shioura (I);I
2016;N00039768;Juan Mercado (D);D
2016;N00039768;Juan Mercado (D);D
2016;N00039770;Nick Walpert (D);D
2016;N00013232;Bill Haas (D);D
2016;N00032307;Christopher Ryan (R);R
2016;N00028747;Allan Romaguera (R);R
2016;N00028749;Danniel Maio (R);R
2016;N00039771;Richard Longstreth (L);L
2016;N00039772;Steven Todd (D);D
2016;N00039773;Alex Beinstein (R);R
2016;N00039774;Donald Martinez (D);D
2016;N00039775;Robert Blake (R);R
2016;N00039776;Marvin Savage (D);D
2016;N00039777;John Rutherford (R);R
2016;N00039778;Lake Ray (R);R
2016;N00039779;Hans Tanzler III (R);R
2016;N00039780;Julia Fletcher (R);R
2016;N00039781;Robert Tager (D);D
2016;N00027544;Michael Steinberg (D);D
2016;N00039783;Donald Endriss (I);I
2016;N00039784;Steven Mayoras (L);L
2016;N00039785;Barry Welsh (D);D
2016;N00039786;Richard Turvey (L);L
2016;N00039787;Andrew Horning (L);L
2016;N00039788;Russell Brooksbank (L);L
2016;N00039789;Kerry Burt (L);L
2016;N00039790;Mike Pryor (D);D
2016;N00039791;Britani Potter (D);D
2016;N00039792;Greg Goode (R);R
2016;N00039793;Bill Burke (R);R
2016;N00039794;Linda Keefe (D);D
2016;N00039795;Chris Morse (R);R
2016;N00039796;David Vanassche (R);R
2016;N00039797;Tom Bagwell (L);L
2016;N00039798;Kenneth M. Garner (D);D
2016;N00039799;Howard Klausner (R);R
2016;N00039800;Greg Sears (R);R
2016;N00039801;Kevin Miller (D);D
2016;N00039802;Dan Hogan (L);L
2016;N00039803;Mark Bliss (L);L
2016;N00039804;Camille Lombardi-Olive (D);D
2016;N00039805;Matthew Evans (R);R
2016;N00039806;Nathan Clay Bradham (R);R
2016;N00039807;Phillips S. Smith (R);R
2016;N00039808;Hal Brown (R);R
2016;N00039809;Jonathan Shell (L);L
2016;N00039689;Steve Hight (D);D
2016;N00039811;James Keenan (I);I
2016;N00039812;Bruce MacDonald (R);R
2016;N00039813;Peter Vallorosi (R);R
2016;N00039814;Agha Khan (R);R
2016;N00039815;Joe Wenzel (D);D
2016;N00039816;Alex Kucsma (D);D
2016;N00039817;Steven J. Uccio (R);R
2016;N00039818;Wayne Villines (R);R
2016;N00039819;Mike Little (I);I
2016;N00039820;David Hullum (I);I
2016;N00039821;Paul E. Schiefelbein (D);D
2016;N00039822;John McCarthy (I);I
2016;N00039823;Frankie Robbins (D);D
2016;N00039824;Desiree Brown (R);R
2016;N00039825;Christina Owen (D);D
2016;N00039826;Sevier White (L);L
2016;N00039827;Zachary Knight (L);L
2016;N00039828;Zachary Michael Nickerson (I);I
2016;N00039829;Hugo Rodriguez Diaz (3);3
2016;N00039830;Stuart Starr (D);D
2016;N00039831;Michael Friedman (D);D
2016;N00039832;George Ryan Love (D);D
2016;N00039833;Allan Levene (R);R
2016;N00039834;Topher Kersting (I);I
2016;N00039835;Steven Reynolds (D);D
2016;N00039836;Rick Tyler (I);I
2016;N00039837;Jody Ball (R);R
2016;N00039838;Stacy Ries Snyder (R);R
2016;N00039839;Flo Matheson (D);D
2016;N00039840;David W. Kent (D);D
2016;N00039841;David Ross (I);I
2016;N00039842;Tharon Chandler (D);D
2016;N00039843;Hunter Baker (R);R
2016;N00039844;Gregory Alan Frye (D);D
2016;N00039845;Erika Stotts Pearson (D);D
2016;N00039846;Raymond Honeycutt (R);R
2016;N00039847;George B. Howell (R);R
2016;N00039848;David Wharton (R);R
2016;N00039849;Shelia L. Godwin (I);I
2016;N00039850;Adrian M. Montague (I);I
2016;N00039851;Karen Free Spirit Talley-Lane (I);I
2016;N00039852;Justin Ford (D);D
2016;N00039853;Matthew Alan Lougee (I);I
2016;N00039714;Jackee Gonzalez (R);R
2016;N00039855;Tom Howarth (D);D
2016;N00039856;Janice Allen Boyd (D);D
2016;N00039857;John Michael Wolfe (R);R
2016;N00039858;Jacob Pernula (D);D
2016;N00039859;Alex Storms (I);I
2016;N00039860;Krystol McGee (L);L
2016;N00039861;Santiago Ramos (D);D
2016;N00039862;Tony Ventrella (D);D
2016;N00039863;Mary Hoeft (D);D
2016;N00039864;"Robert ""Robin,"" Jr. Wilson (D)";D
2016;N00039865;Brandon W. Acker (D);D
2016;N00039866;Andrew Locklin Barringer (R);R
2016;N00039867;Ronald Muwereza Mr Sr Lutalo (R);R
2016;N00039868;Pizza Hey He Stole That Guy'S (3);3
2016;N00039869;Luna Lilybee Cat Elsass (L);L
2016;N00039870;Darrell Lane Castle (3);3
2016;N00039871;Andrew Ryan Vitale (3);3
2016;N00039872;Gregory Mark Guillaume (3);3
2016;N00039873;Daniel Clyde Cummings (3);3
2016;N00039874;Myer Mr. Fire (3);3
2016;N00039875;Donald Mr. Jr. Proctor (3);3
2016;N00039876;Kevin Gammel (U);U
2016;N00039877;Julian Von Abele (I);I
2016;N00039878;Kevin Michael Moreau (I);I
2016;N00039879;M. Stewart Greenstein (L);L
2016;N00039880;Jonathan Ray 'John' Hancock (R);R
2016;N00039881;Stevan Edward Mr Jr Auldridge (I);I
2016;N00039882;Robert William Milnes (L);L
2016;N00039883;Stephen M Niemitz (3);3
2016;N00039884;Ameer Xenos Mr. Flippin (3);3
2016;N00039885;Audrey Elizabeth Addison Ms. Williams (I);I
