CID,name
N00007653,Daniel Akaka
N00013294,JohnStanleyCarroll
N00002091,Larry Craig
N00003845,Dan Coats
N00003470,Wendell Ford
N00005345,David Duke
N00012600,Michael Sullivan
N00013142,Jack Robinson
N00012668,Kenneth Timmerman
N00012669,Corrogan Vaughn
N00012810,Paul Rappaport
N00009904,Mark Lawrence
N00012905,Mike Arcello
N00012907,ThomasPatrickNess
N00013437,Mark Forton
N00013475,Matthew Abel
N00004443,Paul Wellstone
N00004503,StevenHaverstockMiles
N00012670,Jerry Janezich
N00004541,Timothy Penny
N00012811,Rebecca Yanisch
N00013166,Bill Dahn
N00013477,Gregg Iverson
N00013482,Rebecca Ellis
N00012909,TroyDudleyBrown
N00012910,Rickey Cole
N00013648,GaryPaioLee
N00012812,Duane Sand
N00012914,Alan Carlson
N00012671,Elliott Rustad
N00012915,George Grogan
N00012916,ScottDaleMoore
N00006230,Al Hamburg
N00012767,David Hergert
N00008957,Bob Smith
N00009905,ChristineToddWhitman
N00009483,BrendanThomasByrne
N00012768,SusanBassLevin
N00009479,Greg Pason
N00013483,Patrick Dinizio
N00006542,WilliamFranklinDavis
N00012672,Steve Pearce
N00009907,SamDenisDehne
N00013289,William Grutzmacher
N00001158,Alfonse D'Amato
N00000940,Robert Abrams
N00009908,Rudolph Giuliani
N00000019,Hillary Clinton
N00001090,JamesEarlMcMillan
N00012814,Jeff Beller
N00012815,Peter Ruane
N00012918,Albertha Moultrie-Brinson
N00013169,Frank Annunziata
N00013170,GaryThomasWinters
N00013290,William Murawski
N00013368,MarkJosephDunau
N00001176,Rick Lazio
N00013440,John Clifton
N00013441,Jeffrey Graham
N00003590,Marvin McMickle
N00012675,John McAlister
N00012676,Theodore Celeste
N00003728,Frank Cremeans
N00012920,JohnAllenEastman
N00013653,PatrickAllenFlower
N00005617,Don Nickles
N00001555,Marjorie Margolies-Mezvinsky
N00001520,Peter Kostmayer
N00013369,Lester Searer
N00001570,John Featherman
N00013654,Kenneth Proulx
N00004575,James Abdnor
N00012922,ShannonDeeWood
N00013171,Mary Taylor-Shelby
N00013172,WilliamJefferyClark
N00012923,Gerald Bintliff
N00013177,Scott Howell
N00008853,GaryAustinReams
N00007879,Slade Gorton
N00012927,KevinLawrenceMcKeigue
N00000397,John Sununu
N00013488,KennethLeeMcCandless
N00013181,John Gillespie
N00013370,Tim Peterson
N00013443,William(Bill)Lorge
N00002199,FrancisJosephWhelan
N00012930,Garry Adkins
N00012931,David Gallaher
N00013372,Mel Logan
N00007997,Ted Stevens
N00007140,Robert Dornan
N00006692,Barbara Boxer
N00007206,John Seymour
N00007377,Tom Campbell
N00006770,Mel Levine
N00007165,Sonny Bono
N00007498,JerryLeonCarroll
N00002526,Bob Barr
N00002567,Paul Coverdell
N00006283,Dirk Kempthorne
N00006293,Milt Erhart
N00004791,CarolMoseleyBraun
N00005240,GloriaJeanO'Dell
N00003389,Mitch McConnell
N00011393,Rob Sobhani
N00013291,Mark Dayton
N00002351,Lauch Faircloth
N00004615,Byron Dorgan
N00000444,Judd Gregg
N00000659,Frank Lautenberg
N00006518,Jeff Bingaman
N00001128,Geraldine Ferraro
N00003709,Mike DeWine
N00001446,Harris Wofford
N00001378,Dick Thornburgh
N00000113,CharlesEvansThompson
N00006347,Robert Bennett
N00007876,Patty Murray
N00005466,Dale Bumpers
N00006406,Jon Kyl
N00006403,Samuel Coppersmith
N00000634,Jerry Labriola
N00001659,Charles Oberly
N00001762,Daniel Inouye
N00004207,Tom Harkin
N00001764,Richard Lugar
N00001754,Bob Dole
N00005404,Bennett Johnston
N00000245,John Kerry
N00000237,Janet Jeghelian
N00000480,Olympia Snowe
N00004094,Spencer Abraham
N00009916,OloveuseScorpioSavior
N00004468,Rod Grams
N00004490,Douglas Tenpas
N00004517,Dean Barkley
N00005165,John Ashcroft
N00005138,Alan Wheat
N00000775,Richard Pezzullo
N00000910,Abraham Hirschfeld
N00001871,John Glenn
N00005582,James Inhofe
N00005530,Dave McCurdy
N00001380,Rick Santorum
N00002423,Fritz Hollings
N00008954,Al Gore
N00003136,Fred Thompson
N00003147,Bill Frist
N00005675,KayBaileyHutchison
N00001776,Michael Andrews
N00002169,GeorgeRolandWood
N00009918,Patrick Leahy
N00000516,Jan Backus
N00001685,Jay Rockefeller
N00006246,Craig Thomas
N00007992,David Cuddy
N00009920,Richard Shelby
N00003013,Walter Clark
N00003036,Roger Bedford
N00003003,JamesDavisBlake
N00003062,Jeff Sessions
N00003079,Charles Woods
N00005467,Winston Bryant
N00005507,Lu Hardin
N00005499,Tim Hutchinson
N00006424,John McCain
N00006887,TimothyCharlesKalemkarian
N00006143,GaleAnnNorton
N00006120,Tom Strickland
N00009082,Wayne Allard
N00006106,Charles Duke
N00001664,William Roth
N00002742,Bob Graham
N00001751,Max Cleland
N00002532,Clinton Day
N00000023,Leroy Corey
N00006286,JohnVictorEvans
N00006284,James McClure
N00004981,Dick Durbin
N00004699,Al Salvi
N00004851,Pat Quinn
N00004766,Robert Marshall
N00004670,Wayne Kurzeja
N00005285,Pat Roberts
N00005241,Sally Thompson
N00005244,Sam Brownback
N00005271,JillAnnSadowskyDocking
N00005385,John Breaux
N00005369,PeggyHennicanWilson
N00005403,Richard Ieyoub
N00005395,Mary Landrieu
N00000308,Edward Kennedy
N00000265,William Weld
N00001979,Paul Sarbanes
N00001945,Barbara Mikulski
N00000491,Susan Collins
N00000492,Sean Faircloth
N00000461,JosephEdwardBrennan
N00001771,Donald Riegle
N00004495,Dick Franson
N00005178,Christopher"Kit"Bond
N00004633,Samuel Rankin
N00004613,Kent Conrad
N00005332,Don Stenberg
N00005301,Chuck Hagel
N00005329,Ben Nelson
N00000421,Dick Swett
N00009817,Dick Zimmer
N00000901,Robert Smith
N00000756,Robert Torricelli
N00009922,Harry Reid
N00000968,DanielPatrickMoynihan
N00000969,Mark Green
N00005591,Dan Lowe
N00001769,Bob Packwood
N00007815,Gordon Smith
N00007724,Ron Wyden
N00007702,Lon Mabon
N00001604,Arlen Specter
N00000324,John Chafee
N00000362,Jack Reed
N00004583,Tom Daschle
N00010084,Tim Johnson
N00003216,Houston Gordon
N00005709,Phil Gramm
N00005693,John Bryant
N00005660,Victor Morales
N00009869,Orrin Hatch
N00004309,Herb Kohl
N00002200,Robert Byrd
N00006250,Malcolm Wallop
N00006229,Curtis Meier
N00006241,KevinPatrickMeenan
N00006220,Kathy Karpan
N00006249,Mike Enzi
N00009073,Joseph Sonneman
N00003038,Howell Heflin
N00001743,David Pryor
N00008092,Blanche Lincoln
N00005484,EdgarScottFerguson
N00006407,EdwardMcDonaldRanger
N00006493,JohnCalhounZajac
N00006667,Matt Fong
N00007017,Darrell Issa
N00009923,RaymondNealHaynes
N00008132,Gail Lightfoot
N00012601,Ron Unz
N00000616,Joe Lieberman
N00009086,Gary Franks
N00001669,Joseph Biden
N00012508,Tom Carper
N00001800,Connie Mack
N00002791,Bill McCollum
N00009926,Bill Nelson
N00009927,Ezell Harris
N00009928,NewallJeromeDaughtrey
N00009929,Joel Deckard
N00009930,Willie Logan
N00012509,HamiltonAllenSmithBartlett
N00002545,Michael Coles
N00007606,Gene Douglass
N00007612,Jay Friedheim
N00006267,Mike Crapo
N00004690,Peter Fitzgerald
N00004798,Loleta Didrickson
N00004758,Steve Denari
N00003762,Evan Bayh
N00003740,Peter Rusthoven
N00003780,John Price
N00009932,DavidLawtherJohnson
N00005270,Paul Feleciano
N00003437,Jim Bunning
N00003383,StephenLewisHenry
N00003428,Scotty Baesler
N00005399,Woody Jenkins
N00005347,James Donelon
N00009933,Carla Howell
N00012603,Philip Lawler
N00001938,Robert Zarwell
N00001885,Alan Keyes
N00001912,Kenneth Wayman
N00001914,FredMichaelGloth
N00000471,William Cohen
N00001691,Carl Levin
N00004118,DeborahAnnStabenow
N00004519,Rudy Boschwitz
N00009934,JamesBrianGibson
N00009935,RobertDanielDeVere
N00009936,David Lillehaug
N00009937,Stephen Kelley
N00012604,Michael Ciresi
N00005164,Jay Nixon
N00005182,Mel Carnahan
N00003328,Thad Cochran
N00003329,Trent Lott
N00004643,Max Baucus
N00004638,Conrad Burns
N00009938,Brian Schweitzer
N00002287,Jesse Helms
N00002283,John Edwards
N00002259,DavidGrierMartin
N00001756,Jim Exon
N00005303,Bob Kerrey
N00009941,Murray Sabrin
N00000817,James Florio
N00009944,JosephArthurDewitt
N00009945,Jon Corzine
N00000810,Bob Franks
N00012605,James Treffinger
N00000854,William Gormley
N00006515,Pete Domenici
N00006571,Bill Redmond
N00001750,Richard Bryan
N00006619,John Ensign
N00009946,FrankieSueDelPapa
N00012606,Ed Bernstein
N00000917,Thomas Thomassian
N00001270,Thomas Loughlin
N00012512,Mark McMahon
N00003583,George Voinovich
N00009948,Richard Cordray
N00001518,Thomas Lingenfelter
N00001579,Allyson Schwartz
N00001399,Ron Klink
N00009949,Tom Foley
N00009950,Murray Levin
N00009951,Bob Domske
N00009952,Bob Rovner
N00000340,Bob Weygand
N00009953,Richard Licht
N00009954,Lincoln Chafee
N00002460,Bob Inglis
N00002464,StephenHenryBrown
N00004594,Alan Aker
N00006354,ScottAlbertLeckman
N00009956,Gregory Hawkins
N00025984,Raymond Buranello
N00002061,John Warner
N00002057,Charles Robb
N00009957,George Allen
N00000534,James Jeffords
N00000524,Jack McMullen
N00009958,EdwardSawyerFlanagan
N00008082,Christopher Bayley
N00009960,Deborah Senn
N00007836,Maria Cantwell
N00000036,Russ Feingold
N00004334,Alberta Darling
N00004356,Mark Neumann
N00009961,RobertAllanDobbs
N00009795,Candice Miller
N00002229,John Holleman
N00011853,Nathaniel Stampley
N00007101,SarkisJosephKhoury
N00012821,LeslyeHessHerrmann
N00013800,Matt McCoy
N00013801,KaileighAlexisTara
N00013802,Roger Parent
N00013803,Shawn Fisher
N00013804,Charles Morrison
N00013805,DavidLeeWalters
N00013806,MarkKennedyShriver
N00013807,Brose McVey
N00013808,Thad McCotter
N00013293,Boydston
N00013809,MichaelCarlHathorn
N00013810,WilliamJCampbell
N00013811,Louise Lucas
N00013812,Frank Gargano
N00013813,RogerWayneHunt
N00013814,Stan Thompson
N00013815,Bob Irvin
N00013816,JamesPaulHendren
N00013817,Chellie Pingree
N00013818,Scott Pruitt
N00013819,TimothyJosephKane
N00013820,ChrisVanHollen
N00013821,LindaRaeHermann
N00013822,Thomas Caiazzo
N00013823,Mark Pryor
N00013824,John Norris
N00013825,Bill Cahill
N00013826,C Amarasinghe
N00003838,JillLongThompson
N00013828,Alan Skorski
N00013829,Robert Dunfey
N00013830,Keith Butler
N00013831,Klint Alexander
N00013832,Phelps Anderson
N00013833,DonaldErnestRegan
N00013834,Phil Bradley
N00013835,Mark Johnson
N00013836,Doug Dodd
N00013837,JamesGreshamBarrett
N00003224,CharlesGordonVick
N00007389,Steven Malloy
N00002763,Tom Wells
N00008738,ManuelRodriguezOrellana
N00006423,Trent Franks
N00013838,James Fredrickson
N00013839,JoEllenCarson
N00013840,Eric Reeves
N00013841,LarryWilliamDiedrich
N00013842,RobertLawrencePappas
N00013843,Miguel Olivas
N00013844,RobertCharlesMcDermott
N00013845,Scott Moeller
N00013846,Jeff Miller
N00013847,John Sullivan
N00013848,Rocky Raczkowski
N00013849,RandolphLeroyKnepper
N00013850,MelinaAnnFox
N00013851,FinnWCaspersen
N00013852,ChesterEarlFlake
N00013853,Tony Darnell
N00013854,John Ralls
N00013855,Stephen Lynch
N00013856,Jack Conway
N00013857,Barry Finegold
N00013858,JozefStefanPrzygrodzki
N00013859,Floyd Miller
N00013860,Mark Meissner
N00013861,GloriaElyseDavis
N00013862,Steve Briese
N00013863,MajorTomReed
N00013864,Dario Herrera
N00013865,WilliamCharlesLynch
N00013866,KennethWayneRevell
N00013867,Kevin Raye
N00013868,Marc Pacheco
N00013869,Michael Sodrel
N00013870,Norm Coleman
N00013871,Timothy Woodcock
N00013872,MichaelCabellFrancisco
N00013873,John Boozman
N00013874,JohnCharlesMilkovich
N00013875,MichaelJosephBattles
N00013876,MichaelNorbertSwitalski
N00013877,Calder Clay
N00013878,Ilana Freedman
N00013879,Dave Rogers
N00013880,KeithAlanJohnson
N00013881,Michael Taylor
N00013882,RobertJamesSmith
N00007665,Neil Abercrombie
N00004229,Patsy Mink
N00007624,Robert Bunda
N00004280,Jim Leach
N00004252,Donna Smith
N00004208,Leonard Boswell
N00004276,Jay Marcus
N00006292,DanielEverettWilliams
N00006290,John Seidl
N00004819,Caleb Davis
N00012457,Jesse Jackson
N00004702,Henry Hyde
N00004789,Cardiss Collins
N00000111,Dorothy Tillman
N00004775,Randy Borow
N00004722,JayRobertPritzker
N00004698,Phil Crane
N00004985,James Zerkle
N00004781,Dennis Hastert
N00004941,LaurelLuntPrussing
N00004919,HaroldRobertBayne
N00004964,Mark Baker
N00004984,Carl Oblinger
N00003819,Joe Zakas
N00003846,Gerald Houseman
N00003833,KennethAlanBisson
N00003789,Michael Roberts
N00003910,Ed Pease
N00003887,Lee Hamilton
N00003877,William Frazier
N00003785,VirginiaMurphyBlankenbaker
N00003758,Julia Carson
N00005282,Jerry Moran
N00005218,Jim Ryun
N00005221,Vince Snowbarger
N00003460,Dennis Null
N00003392,Anne Northup
N00003437,Jim Bunning
N00003430,Ernie Fletcher
N00003419,AnnElizabethRoss
N00005425,Francis Thompson
N00001797,Robert Livingston
N00009791,David Treen
N00005422,John Cooksey
N00005407,Richard Baker
N00005383,David Thibodaux
N00005391,Hunter Lundy
N00005384,Tyron Picard
N00008038,Chris John
N00005382,CharlesLeeBuckels
N00000164,Gregory Morgan
N00000316,John Mitchell
N00000270,Ed Markey
N00000259,Joseph Kennedy
N00000256,Joe Moakley
N00000232,Philip Johnston
N00000235,Gerry Studds
N00001955,Ben Cardin
N00001799,Kweisi Mfume
N00001971,Elijah Cummings
N00001936,FrankMadisonReid
N00001891,Don Mooers
N00000469,Tom Allen
N00004029,John Conyers
N00004193,DeanMichaelAtobelli
N00004133,Fred Upton
N00004070,Dale Kildee
N00008509,Robert Broda
N00003939,David Bonior
N00004005,CarolynCheeksKilpatrick
N00001783,John Dingell
N00004510,StanleyJamesLeino
N00004452,Bruce Vento
N00001806,James Oberstar
N00005026,William Clay
N00005085,JamesLouisClaspill
N00005037,Richard Gephardt
N00005105,Ike Skelton
N00001784,Pat Danner
N00005195,Roy Blunt
N00005090,JoAnnEmerson
N00003341,Charles(Chip)Pickering
N00003327,Robert(Rob)Smith
N00003348,Dennis Dollar
N00004644,Rick Hill
N00002269,Bob Etheridge
N00002260,David Price
N00002227,Stephen Neal
N00002345,Charlie Rose
N00002377,Cass Ballenger
N00005318,JamesMartinDavis
N00000397,John Sununu
N00000369,Thomas Colantuono
N00000393,Raymond Wieczorek
N00000437,Joe Deminico
N00000429,DeborahArnieArnesen
N00000847,William Hughes
N00000770,Steven Corodemus
N00000751,Bill Pascrell
N00008619,Steven Rothman
N00000764,LynneAthayDow
N00000664,Mike Pappas
N00000898,Leonard Lance
N00000860,Rush Holt
N00006528,John Wertheim
N00006587,Mike Runnels
N00006652,Jim Gibbons
N00001173,Kenneth Herman
N00001311,Louise Slaughter
N00001163,Dal Lamagna
N00001148,Carolyn McCarthy
N00001145,KerryJohnKatsorhis
N00008643,RoseRoblesBirtley
N00001117,Stephen Solarz
N00000964,Charles Rangel
N00000952,Ted Weiss
N00001050,Yash Aggarwal
N00001225,Steve James
N00001049,Benjamin Gilman
N00001329,Amo Houghton
N00001305,John LaFalce
N00003699,Mark Longabaugh
N00005600,Evelyn(Louise)Rogers
N00003730,Ted Strickland
N00003601,DaleVirgilBlanchard
N00003547,Kenneth Blair
N00009799,Tom Sawyer
N00003651,Ralph Regula
N00003574,MaryRoseOakar
N00003587,Louis Stokes
N00003572,Dennis Kucinich
N00005580,Wes Watkins
N00005555,Darryl Roberts
N00007709,John Meek
N00007734,Molly Bordonaro
N00007711,Stan Bunn
N00007690,Greg Walden
N00007727,Earl Blumenauer
N00007729,BruceAlexanderKnight
N00007781,Peter DeFazio
N00007700,Darlene Hooley
N00008725,Jim Rooker
N00001422,John Peterson
N00001643,Thomas Kopel
N00001518,Thomas Lingenfelter
N00001395,Bud Shuster
N00001498,Joseph McDade
N00001500,Errol Flynn
N00001508,Joseph Cullen
N00001496,Thomas McLaughlin
N00001513,Stephen Urban
N00001408,John Murtha
N00001357,WilliamAnthonyRavotti
N00001479,Robert Kilbanks
N00001470,Nicholas Sabatine
N00001633,Joe Pitts
N00001631,Robert Yorczyk
N00001451,Bill Goodling
N00001439,Charlie Gerow
N00000363,Richard Wild
N00000326,JohnOlafMatson
N00000342,Joseph Paolino
N00002414,Floyd Spence
N00002497,Butler Derrick
N00002485,TheodoreCapersAdams
N00004572,John Thune
N00004578,RichardPaulWeiland
N00003202,Bill Jenkins
N00003192,Richard Venable
N00003189,Mack Scott
N00003168,JohnMarkStewart
N00003263,Walt Massey
N00003214,Lupo Carlota
N00003218,Harold Ford
N00006067,Silvestre Reyes
N00005724,Max Sandlin
N00005732,Charles Wilson
N00005874,WalterBenjaminBius
N00005736,Brian Babin
N00005731,Jim Turner
N00005646,Jonathan Newton
N00005758,Pete Geren
N00005822,Bill Archer
N00005883,Kevin Brady
N00005928,Nick Lampson
N00005708,JoAnnHoward
N00005785,David Jenkins
N00008799,Kay Granger
N00005893,Greg Laughlin
N00005888,ThomasAnselinReed
N00006008,Ruben Hinojosa
N00006076,JoseLuisSanchez
N00006062,Rudy Izzard
N00006057,John Sawyer
N00005961,Henry Gonzalez
N00005983,JamesDavidsonWalker
N00001811,Lamar Smith
N00005906,Ron Paul
N00005958,Charles Jones
N00005677,Martin Frost
N00005821,BrentClarkPerry
N00005813,Jack Rodriguez
N00005684,JohnWilliamHendry
N00006357,James McConkie
N00006326,RaymondToddNeilson
N00006349,Chris Cannon
N00002147,Bobby Scott
N00002140,Owen Pickett
N00002128,Elsie Holland
N00002167,Virgil Goode
N00002164,PatrickCraigMuldoon
N00002073,Frank Wolf
N00002040,Thomas Horton
N00000134,Kenneth Mapp
N00007936,Brian Baird
N00007967,Thomas Foley
N00007962,JudithCorrineOlson
N00007918,Norm Dicks
N00007833,Adam Smith
N00004353,JohnEdwardGraf
N00004298,Douglas Lafollette
N00004403,Ron Kind
N00004394,David Obey
N00004413,David Zien
N00004422,David Prosser
N00009802,Ken Hechler
N00002198,Nick Rahall
N00008022,Jim(JamesDuncan)Duncan
N00003098,Joe Turnham
N00003047,AlanFultonBarksdale
N00005445,Judy Smith
N00006399,DavidArmijoMendoza
N00006476,Bill Barenholtz
N00006477,Dick Hensley
N00007419,Mike Thompson
N00007527,Jim Hennefer
N00007537,J Chase
N00007571,Robert Matsui
N00007581,Doug Ose
N00007562,Howard Beeman
N00007542,Sandie Dunn
N00007590,RobertDeanKent
N00007561,Victor Fazio
N00007360,Nancy Pelosi
N00007446,KennethScottMcAuliffe
N00008046,Barbara Lee
N00007420,CharlesJoklBall
N00008048,Steven Kuykendall
N00006808,Rudolph Svornich
N00006806,Janice Hahn
N00006800,Robert(Bob)Pegram
N00007087,Jerry Lewis
N00006795,AsuncionCecyGroom
N00007124,Christopher Cox
N00007093,Keith Olberg
N00007219,PeterWoodfordPierce
N00006954,Gary Miller
N00006951,Eileen Ansari
N00006821,Steve Horn
N00007151,Dana Rohrabacher
N00008050,Elia Pirozzi
N00007068,Mary Bono
N00007062,Ralph Waite
N00007148,Pat Neal
N00007164,LongKimPham
N00007186,Larry Engwall
N00007022,Christine Kehoe
N00006999,Daniel Kripke
N00006157,Larry Johnson
N00006168,HomerLeePage
N00006171,Robert Greenlee
N00008051,Mark Udall
N00006216,RobertReedKelley
N00006103,Tom Tancredo
N00006080,BarryKevinArrington
N00000575,John Larson
N00000577,Kevin O'Connor
N00000583,Gary Koval
N00000652,Christopher Shays
N00000638,Mark Nielsen
N00000551,James Griffin
N00000554,Demetrios Giannaros
N00002782,Cliff Stearns
N00002936,Joe Chillura
N00002960,Porter Goss
N00002811,CharlesGregoryTalbot
N00002618,Ralph Hudgens
N00002678,Joseph McCormick
N00002691,Dylan Glenn
N00002557,Sunny Warren
N00002527,JamesRayWilliamson
N00002593,Johnny Isakson
N00002622,Denise Freeman
N00007679,ManuelQuituguaCruz
N00007668,Gene Ward
N00007605,Carol Douglass
N00004267,PhilipKayFerren
N00004203,Jon Dvorak
N00006263,Mike Simpson
N00006264,MarkDarwinStubbs
N00004801,Matt Beauchamp
N00004845,KarlAndrewGroth
N00004708,Thomas Cramer
N00004866,Wilner Jackson
N00004671,David McSweeney
N00004724,Jan Schakowsky
N00004700,JohnEdwardPorter
N00004958,WilliamMelvinPrice
N00004762,Judy Biggert
N00004972,JerryRayBerg
N00004991,David Phelps
N00004992,James Eatherly
N00004956,Jerry Costello
N00003796,Mark Leyva
N00003765,Mike Pence
N00003850,Mark Wehrle
N00003783,Mark Waterfill
N00003875,Baron Hill
N00008054,Gary Hofmeister
N00005287,Jim Phillips
N00005233,Dennis Moore
N00003444,Ken Lucas
N00003429,JonathanScottMiller
N00003445,Gex Williams
N00003418,James Newberry
N00003425,John(Eck)Rose
N00005414,Jim McCrery
N00000153,Richard Neal
N00000167,Matthew Amorello
N00000220,Paul McCarthy
N00000260,Susan Tracy
N00000243,Thomas Keane
N00000266,John O'Connor
N00000267,Michael Capuano
N00000292,MarjorieO'NeillClapprood
N00000239,Christopher Gabrieli
N00000255,Raymond Flynn
N00000248,Alex Rodriguez
N00000312,EricVaughnBleicken
N00000254,Brian Donnelly
N00002012,Wayne Gilchrest
N00002010,Irving Pinder
N00001918,MichaelJosephSerabian
N00001916,Robert Ostrom
N00001858,Ralph Neas
N00000448,David Ott
N00000450,Ross Connelly
N00004156,Bob Shrauger
N00004167,John Ferguson
N00004141,Jim Berryman
N00004027,LeslieAnnTouma
N00003958,Bart Baron
N00004007,Barbara-Rose Collins
N00003987,ThomasLeeHickey
N00004539,Tracy Beckman
N00004489,MartinOlavSabo
N00008058,Frankie Taylor
N00004432,LindaCarolRunbeck
N00004436,John Kline
N00004551,AletaDawnEdin
N00005055,Mark Ludwig
N00005057,Bill Federer
N00003296,Phillip Davis
N00003367,Dunn Lampton
N00003330,Delbert Hosemann
N00003321,Ken Stribling
N00003339,Ronnie Shows
N00003350,Gene Taylor
N00004648,Pat Williams
N00002306,Duane Kratzer
N00002249,JeffreyDeanBentley
N00002356,Mike McIntyre
N00002315,Robin Hayes
N00008059,Mike Taylor
N00002383,Charles Taylor
N00008060,JohnScottKeadle
N00002343,Michael Jackson
N00002324,Jim Cohen
N00005331,Doug Bereuter
N00005323,Donald Eret
N00005321,Lee Terry
N00005312,Steven Kupka
N00005289,BradleyDeanKuiper
N00000391,Joseph Keefe
N00000432,Mary Rauh
N00000781,Frank Pallone
N00009816,Chris Smith
N00000857,Larry Schneider
N00000743,Scott Garrett
N00000766,Mike Ferguson
N00000740,Marge Roukema
N00000667,Maryanne Connelly
N00000679,Matthew Kirnan
N00009817,Dick Zimmer
N00000723,TheresaDeLeon
N00006546,Heather Wilson
N00006542,WilliamFranklinDavis
N00008877,EricPeterSerna
N00006561,Tom Udall
N00006557,Francesca Lobato
N00009818,Shelley Berkley
N00006620,EstherRuthQuisenberry
N00006598,Jim Blockey
N00006593,Nancy Price
N00001061,Robert Previdi
N00001160,Greg Becker
N00001171,Gregory Meeks
N00001133,Alton Walton
N00001127,Joseph Crowley
N00001068,Thomas Manton
N00001110,Anthony Weiner
N00001111,Noach Dear
N00001129,Melinda Katz
N00001076,BarryDwayneFord
N00001084,Martin Malave-Dilan
N00001070,Rosemarie Markgraf
N00000983,Vito Fossella
N00000978,Eric Vitaliano
N00000974,Eugene Prisco
N00001003,Eliot Engel
N00009820,Larry Graham
N00001234,Dick Collins
N00001024,Nita Lowey
N00001017,Hamilton Fish
N00001026,Paul Feiner
N00009821,John Sweeney
N00001226,JeanParvinBordewich
N00001214,Michael McNulty
N00001265,DavidBrownVickers
N00001260,Yvonne Rothenberg
N00001261,James Walsh
N00001295,Tom Reynolds
N00001321,Jerry Crawford
N00009822,GeraldHSolomon
N00001285,Christopher Collins
N00001301,Crystal Peoples
N00001307,Bill Paxon
N00001330,Jim Pierce
N00001332,Caleb Rossiter
N00003689,Steve Chabot
N00003674,Charles Sanders
N00003716,Tony Hall
N00003721,John Shondel
N00003660,Paul Gillmor
N00003734,Mike Azinger
N00003582,Joseph Slovenec
N00003561,StephanieTubbsJones
N00003508,Edward Brown
N00003602,Grace Drake
N00003611,Rick Jeric
N00003633,Rick Wood
N00008067,AdamClayMiller
N00003656,Peter Ferguson
N00003645,PaulHenryAlberty
N00005591,Dan Lowe
N00005608,Kent Pharaoh
N00005615,WalterLennRoberts
N00007738,Jon Kvistad
N00009824,David Wu
N00007752,Rohn Webb
N00001581,Andrew Carn
N00001619,Robert Brady
N00001571,Charles Dougherty
N00001338,Michael Turzai
N00001467,JohnEdwardMeckley
N00001550,WilliamJamesTuthill
N00001505,PatrickRaymondCasey
N00001510,Don Sherwood
N00001504,James Connors
N00001640,Mike McMonagle
N00001542,Melissa Brown
N00001489,Pat Toomey
N00001488,Joseph Pascuzzo
N00001486,Roy Afflerbach
N00001374,CraigCryanStephens
N00001381,Richard Walker
N00009825,Anibal Acevedo-Vila
N00000338,Ronald Machtley
N00002435,WheelerMelletteTillman
N00002500,LinnaJaneYoungFrederick
N00002462,Carroll Campbell
N00002472,James DeMint
N00002469,Michael Fair
N00002466,Howell Clyborne
