year;CID;name;party
2002;N00013294;John Stanley Carroll (R);R
2002;N00002091;Larry Craig (R);R
2002;N00003845;Dan Coats (R);R
2002;N00003470;Wendell H Ford (D);D
2002;N00005345;David Duke (R);R
2002;N00012600;Michael J Sullivan (R);R
2002;N00013142;Jack E Robinson III (R);R
2002;N00012668;Kenneth R Timmerman (R);R
2002;N00012669;Corrogan R Vaughn (R);R
2002;N00012810;Paul H Rappaport (R);R
2002;N00009904;Mark W Lawrence (D);D
2002;N00012905;Mike Arcello (3);3
2002;N00012907;Thomas Patrick Ness (3);3
2002;N00013437;Mark A Forton (3);3
2002;N00013475;Matthew R Abel (U);U
2002;N00004443;Paul Wellstone (D);D
2002;N00004503;Steven Haverstock Miles (D);D
2002;N00012670;Jerry R Janezich (D);D
2002;N00004541;Timothy J Penny (D);D
2002;N00012811;Rebecca Yanisch (D);D
2002;N00013166;Bill P Dahn (3);3
2002;N00013477;Gregg A Iverson (3);3
2002;N00013482;Rebecca L Ellis (3);3
2002;N00012909;Troy Dudley Brown Sr (D);D
2002;N00012910;Rickey L Cole (D);D
2002;N00013648;Gary Paio Lee (3);3
2002;N00012812;Duane Sand (R);R
2002;N00012914;Alan H Carlson (R);R
2002;N00012671;Elliott L Rustad (R);R
2002;N00012915;George C Grogan (R);R
2002;N00012916;Scott Dale Moore (R);R
2002;N00006230;Al Hamburg (D);D
2002;N00012767;David Hergert (R);R
2002;N00008957;Bob Smith (R);R
2002;N00009905;Christine Todd Whitman (R);R
2002;N00009483;Brendan Thomas Byrne Jr (D);D
2002;N00012768;Susan Bass Levin (D);D
2002;N00009479;Greg Pason (3);3
2002;N00013483;Patrick M Dinizio (U);U
2002;N00006542;William Franklin Davis (R);R
2002;N00012672;Steve Pearce (R);R
2002;N00009907;Sam Denis Dehne (3);3
2002;N00013289;William J Grutzmacher (3);3
2002;N00001158;Alfonse M D'Amato (R);R
2002;N00000940;Robert Abrams (D);D
2002;N00009908;Rudolph W Giuliani (R);R
2002;N00000019;Hillary Clinton (D);D
2002;N00001090;James Earl McMillan (D);D
2002;N00012814;Jeff Beller (I);I
2002;N00012815;Peter J Ruane (D);D
2002;N00012918;Albertha Moultrie-Brinson (D);D
2002;N00013169;Frank S Annunziata (I);I
2002;N00013170;Gary Thomas Winters (3);3
2002;N00013290;William E Murawski (D);D
2002;N00013368;Mark Joseph Dunau (3);3
2002;N00001176;Rick A Lazio (R);R
2002;N00013440;John Clifton (L);L
2002;N00013441;Jeffrey E Graham (I);I
2002;N00003590;Marvin A McMickle (D);D
2002;N00012675;John R McAlister (L);L
2002;N00012676;Theodore S Celeste (D);D
2002;N00003728;Frank A Cremeans (R);R
2002;N00012920;John Allen Eastman (3);3
2002;N00013653;Patrick Allen Flower (3);3
2002;N00005617;Don Nickles (R);R
2002;N00001555;Marjorie Margolies-Mezvinsky (D);D
2002;N00001520;Peter H Kostmayer (D);D
2002;N00013369;Lester B Searer (R);R
2002;N00001570;John J Featherman (L);L
2002;N00013654;Kenneth P Proulx (I);I
2002;N00004575;James Abdnor (R);R
2002;N00012922;Shannon Dee Wood (D);D
2002;N00013171;Mary Taylor-Shelby (R);R
2002;N00013172;William Jeffery Clark (D);D
2002;N00012923;H Gerald Bintliff (D);D
2002;N00013177;Scott N Howell (D);D
2002;N00008853;Gary Austin Reams (L);L
2002;N00007879;Slade Gorton (R);R
2002;N00012927;Kevin Lawrence McKeigue (I);I
2002;N00000397;John E Sununu (R);R
2002;N00013488;Kenneth Lee McCandless (R);R
2002;N00013181;John Gillespie (R);R
2002;N00013370;Tim Peterson (L);L
2002;N00013443;William D (Bill) Lorge (R);R
2002;N00002199;Francis Joseph Whelan (L);L
2002;N00012930;Garry P Adkins (R);R
2002;N00012931;David T Gallaher (R);R
2002;N00013372;Mel Logan (D);D
2002;N00007997;Ted Stevens (R);R
2002;N00007140;Robert K Dornan (R);R
2002;N00006692;Barbara Boxer (D);D
2002;N00007206;John F Seymour (R);R
2002;N00007377;Tom Campbell (R);R
2002;N00006770;Mel Levine (D);D
2002;N00007165;Sonny Bono (R);R
2002;N00007498;Jerry Leon Carroll (I);I
2002;N00002526;Bob Barr (R);R
2002;N00002567;Paul Coverdell (R);R
2002;N00006283;Dirk Kempthorne (R);R
2002;N00006293;Milt Erhart (R);R
2002;N00004791;Carol Moseley Braun (D);D
2002;N00005240;Gloria Jean O'Dell (D);D
2002;N00003389;Mitch McConnell (R);R
2002;N00011393;S Rob Sobhani (R);R
2002;N00013291;Mark Dayton (D);D
2002;N00002351;Lauch Faircloth (R);R
2002;N00004615;Byron L Dorgan (D);D
2002;N00000444;Judd Gregg (R);R
2002;N00000659;Frank R Lautenberg (D);D
2002;N00006518;Jeff Bingaman (D);D
2002;N00001128;Geraldine A Ferraro (D);D
2002;N00003709;Mike DeWine (R);R
2002;N00001446;Harris Wofford (D);D
2002;N00001378;Dick Thornburgh (R);R
2002;N00000113;Charles Evans Thompson (R);R
2002;N00006347;Robert F Bennett (R);R
2002;N00007876;Patty Murray (D);D
2002;N00005466;Dale Bumpers (D);D
2002;N00006406;Jon L Kyl (R);R
2002;N00006403;Samuel G Coppersmith (D);D
2002;N00000634;Jerry Labriola (R);R
2002;N00001659;Charles M Oberly III (D);D
2002;N00001762;Daniel K Inouye (D);D
2002;N00004207;Tom Harkin (D);D
2002;N00001764;Richard G Lugar (R);R
2002;N00001754;Bob Dole (R);R
2002;N00005404;J Bennett Johnston (D);D
2002;N00000245;John Kerry (D);D
2002;N00000237;Janet E Jeghelian (R);R
2002;N00000480;Olympia J Snowe (R);R
2002;N00004094;Spencer Abraham (R);R
2002;N00009916;Oloveuse Scorpio Savior (D);D
2002;N00004468;Rod Grams (R);R
2002;N00004490;Douglas B Tenpas (I);I
2002;N00004517;Dean M Barkley (3);3
2002;N00005165;John Ashcroft (R);R
2002;N00005138;Alan Wheat (D);D
2002;N00000775;Richard J Pezzullo (3);3
2002;N00000910;Abraham Hirschfeld (I);I
2002;N00001871;John Glenn (D);D
2002;N00005582;James M Inhofe (R);R
2002;N00005530;Dave McCurdy (D);D
2002;N00001380;Rick Santorum (R);R
2002;N00002423;Fritz Hollings (D);D
2002;N00008954;Al Gore (D);D
2002;N00003136;Fred Thompson (R);R
2002;N00003147;Bill Frist (R);R
2002;N00005675;Kay Bailey Hutchison (R);R
2002;N00001776;Michael A Andrews (D);D
2002;N00002169;George Roland (Tex) Wood (I);I
2002;N00009918;Patrick Leahy (D);D
2002;N00000516;Jan Backus (D);D
2002;N00001685;Jay Rockefeller (D);D
2002;N00006246;Craig Thomas (R);R
2002;N00007992;David W Cuddy (R);R
2002;N00009920;Richard C Shelby (R);R
2002;N00003013;Walter D Clark (R);R
2002;N00003036;Roger Bedford (D);D
2002;N00003003;James (Jimmy) Davis Blake (R);R
2002;N00003062;Jeff Sessions (R);R
2002;N00003079;Charles Woods (D);D
2002;N00005467;Winston Bryant (D);D
2002;N00005507;Lu Hardin (D);D
2002;N00005499;Tim Hutchinson (R);R
2002;N00006424;John McCain (R);R
2002;N00006887;Timothy Charles Kalemkarian (R);R
2002;N00006143;Gale Ann Norton (R);R
2002;N00006120;Tom Strickland (D);D
2002;N00009082;Wayne Allard (R);R
2002;N00006106;Charles R Duke (R);R
2002;N00001664;William V Roth Jr (R);R
2002;N00002742;Bob Graham (D);D
2002;N00001751;Max Cleland (D);D
2002;N00002532;Clinton M Day (R);R
2002;N00000023;Leroy Corey (3);3
2002;N00006286;John Victor Evans (D);D
2002;N00006284;James A McClure (R);R
2002;N00004981;Dick Durbin (D);D
2002;N00004699;Al Salvi (R);R
2002;N00004851;Pat Quinn (D);D
2002;N00004766;Robert Marshall (R);R
2002;N00004670;Wayne S Kurzeja (R);R
2002;N00005285;Pat Roberts (R);R
2002;N00005241;Sally Thompson (D);D
2002;N00005244;Sam Brownback (R);R
2002;N00005271;Jill Ann Sadowsky Docking (D);D
2002;N00005385;John Breaux (D);D
2002;N00005369;Peggy Hennican Wilson (R);R
2002;N00005403;Richard P Ieyoub (D);D
2002;N00005395;Mary L Landrieu (D);D
2002;N00000308;Edward M Kennedy (D);D
2002;N00000265;William F Weld (R);R
2002;N00001979;Paul S Sarbanes (D);D
2002;N00001945;Barbara A Mikulski (D);D
2002;N00000491;Susan Collins (R);R
2002;N00000492;Sean Faircloth (D);D
2002;N00000461;Joseph Edward Brennan (D);D
2002;N00001771;Donald W Riegle Jr (D);D
2002;N00004495;Dick Franson (D);D
2002;N00005178;"Christopher ""Kit"" Bond (R)";R
2002;N00004633;Samuel D Rankin (3);3
2002;N00004613;Kent Conrad (D);D
2002;N00005332;Don Stenberg (R);R
2002;N00005301;Chuck Hagel (R);R
2002;N00005329;Ben Nelson (D);D
2002;N00000421;Dick Swett (D);D
2002;N00009817;Dick Zimmer (R);R
2002;N00000901;Robert G Smith (D);D
2002;N00000756;Robert G Torricelli (D);D
2002;N00009922;Harry Reid (D);D
2002;N00000968;Daniel Patrick Moynihan (D);D
2002;N00000969;Mark Green (D);D
2002;N00005591;Dan Lowe (D);D
2002;N00001769;Bob Packwood (R);R
2002;N00007815;Gordon H Smith (R);R
2002;N00007724;Ron Wyden (D);D
2002;N00007702;Lon T Mabon (3);3
2002;N00001604;Arlen Specter (R);R
2002;N00000324;John H Chafee (R);R
2002;N00000362;Jack Reed (D);D
2002;N00004583;Tom Daschle (D);D
2002;N00010084;Tim Johnson (D);D
2002;N00003216;Houston Gordon (D);D
2002;N00005709;Phil Gramm (R);R
2002;N00005693;John Bryant (D);D
2002;N00005660;Victor M Morales (D);D
2002;N00009869;Orrin G Hatch (R);R
2002;N00004309;Herb Kohl (D);D
2002;N00002200;Robert C Byrd (D);D
2002;N00006250;Malcolm Wallop (R);R
2002;N00006229;Curtis E Meier (R);R
2002;N00006241;Kevin Patrick Meenan (R);R
2002;N00006220;Kathy Karpan (D);D
2002;N00006249;Mike Enzi (R);R
2002;N00009073;Joseph A Sonneman (D);D
2002;N00003038;Howell Heflin (D);D
2002;N00001743;David Pryor (D);D
2002;N00008092;Blanche Lincoln (D);D
2002;N00005484;Edgar Scott Ferguson (D);D
2002;N00006407;Edward McDonald Ranger Jr (D);D
2002;N00006493;John Calhoun Zajac (L);L
2002;N00006667;Matt Fong (R);R
2002;N00007017;Darrell Issa (R);R
2002;N00009923;Raymond Neal Haynes Jr (R);R
2002;N00008132;Gail Lightfoot (L);L
2002;N00012601;Ron Unz (R);R
2002;N00000616;Joe Lieberman (D);D
2002;N00009086;Gary A Franks (R);R
2002;N00001669;Joseph R Biden Jr (D);D
2002;N00012508;Tom Carper (D);D
2002;N00001800;Connie Mack (R);R
2002;N00002791;Bill McCollum (R);R
2002;N00009926;Bill Nelson (D);D
2002;N00009927;Ezell Harris Jr (R);R
2002;N00009928;Newall Jerome Daughtrey (D);D
2002;N00009929;H Joel Deckard (3);3
2002;N00009930;Willie F Logan (3);3
2002;N00012509;Hamilton Allen Smith Bartlett (R);R
2002;N00002545;Michael J Coles (D);D
2002;N00007606;Gene Douglass (R);R
2002;N00007612;Jay Friedheim (R);R
2002;N00006267;Mike Crapo (R);R
2002;N00004690;Peter G Fitzgerald (R);R
2002;N00004798;Loleta Didrickson (R);R
2002;N00004758;Steve Denari (R);R
2002;N00003762;Evan Bayh (D);D
2002;N00003740;Peter J Rusthoven (R);R
2002;N00003780;John R Price (R);R
2002;N00009932;David Lawther Johnson (D);D
2002;N00005270;Paul Feleciano Jr (D);D
2002;N00003437;Jim Bunning (R);R
2002;N00003383;Stephen Lewis Henry (D);D
2002;N00003428;Scotty Baesler (D);D
2002;N00005399;Woody Jenkins (R);R
2002;N00005347;James J Donelon (R);R
2002;N00009933;Carla Howell (L);L
2002;N00012603;Philip F Lawler (U);U
2002;N00001938;E Robert Zarwell (R);R
2002;N00001885;Alan L Keyes (R);R
2002;N00001912;Kenneth L Wayman (R);R
2002;N00001914;Fred Michael Gloth III (R);R
2002;N00000471;William S Cohen (R);R
2002;N00001691;Carl Levin (D);D
2002;N00004118;Deborah Ann Stabenow (D);D
2002;N00004519;Rudy Boschwitz (R);R
2002;N00009934;James Brian Gibson (3);3
2002;N00009935;Robert Daniel De Vere (D);D
2002;N00009936;David L Lillehaug (D);D
2002;N00009937;Stephen P Kelley (D);D
2002;N00012604;Michael V Ciresi (D);D
2002;N00005164;Jay Nixon (D);D
2002;N00005182;Mel Carnahan (D);D
2002;N00003328;Thad Cochran (R);R
2002;N00003329;Trent Lott (R);R
2002;N00004643;Max Baucus (D);D
2002;N00004638;Conrad Burns (R);R
2002;N00009938;Brian Schweitzer (D);D
2002;N00002287;Jesse Helms (R);R
2002;N00002283;John Edwards (D);D
2002;N00002259;David Grier Martin Jr (D);D
2002;N00001756;Jim Exon (D);D
2002;N00005303;Bob Kerrey (D);D
2002;N00009941;Murray Sabrin (R);R
2002;N00000817;James J Florio (D);D
2002;N00009944;Joseph Arthur Dewitt (R);R
2002;N00009945;Jon S Corzine (D);D
2002;N00000810;Bob Franks (R);R
2002;N00012605;James W Treffinger (R);R
2002;N00000854;William L Gormley (R);R
2002;N00006515;Pete V Domenici (R);R
2002;N00006571;Bill Redmond (R);R
2002;N00001750;Richard Bryan (D);D
2002;N00006619;John Ensign (R);R
2002;N00009946;Frankie Sue Del Papa (D);D
2002;N00012606;Ed Bernstein (D);D
2002;N00000917;Thomas Thomassian (U);U
2002;N00001270;Thomas E Loughlin Jr (I);I
2002;N00012512;Mark S McMahon (D);D
2002;N00003583;George V Voinovich (R);R
2002;N00009948;Richard Cordray (D);D
2002;N00001518;Thomas A Lingenfelter (R);R
2002;N00001579;Allyson Schwartz (D);D
2002;N00001399;Ron Klink (D);D
2002;N00009949;Tom Foley (D);D
2002;N00009950;Murray S Levin (D);D
2002;N00009951;Bob Domske (D);D
2002;N00009952;Bob Rovner (D);D
2002;N00000340;Bob Weygand (D);D
2002;N00009953;Richard A Licht (D);D
2002;N00009954;Lincoln Chafee (R);R
2002;N00002460;Bob Inglis (R);R
2002;N00002464;Stephen Henry Brown (R);R
2002;N00004594;Alan Aker (R);R
2002;N00006354;Scott Albert Leckman (D);D
2002;N00009956;Gregory P Hawkins (R);R
2002;N00025984;Raymond T Buranello (L);L
2002;N00002061;John W Warner (R);R
2002;N00002057;Charles S Robb (D);D
2002;N00009957;George Allen (R);R
2002;N00000534;James M Jeffords (I);I
2002;N00000524;Jack McMullen (R);R
2002;N00009958;Edward Sawyer Flanagan (D);D
2002;N00008082;Christopher T Bayley (R);R
2002;N00009960;Deborah Senn (D);D
2002;N00007836;Maria Cantwell (D);D
2002;N00000036;Russ Feingold (D);D
2002;N00004334;Alberta Darling (R);R
2002;N00004356;Mark W Neumann (R);R
2002;N00009961;Robert Allan Dobbs (R);R
2002;N00009795;Candice S Miller (R);R
2002;N00002229;John S Holleman Jr (D);D
2002;N00011853;Nathaniel J Stampley (D);D
2002;N00007101;Sarkis Joseph (Joe) Khoury (R);R
2002;N00012821;Leslye Hess Herrmann (D);D
2002;N00013800;Matt McCoy (D);D
2002;N00013801;Kaileigh Alexis Tara (D);D
2002;N00013802;Roger Parent (D);D
2002;N00013803;Shawn R Fisher (D);D
2002;N00013804;Charles Morrison (R);R
2002;N00013805;David Lee Walters (D);D
2002;N00013806;Mark Kennedy Shriver (D);D
2002;N00013807;Brose McVey (R);R
2002;N00013808;Thad McCotter (R);R
2002;N00013293;J Boydston (I);I
2002;N00013809;Michael Carl Hathorn (D);D
2002;N00013810;William (Bill) J Campbell (R);R
2002;N00013811;L Louise Lucas (D);D
2002;N00013812;Frank Gargano (R);R
2002;N00013813;Roger Wayne Hunt (R);R
2002;N00013814;Stan Thompson (R);R
2002;N00013815;Bob Irvin (R);R
2002;N00013816;James Paul Hendren (R);R
2002;N00013817;Chellie Pingree (D);D
2002;N00013818;E Scott Pruitt (R);R
2002;N00013819;Timothy Joseph Kane (R);R
2002;N00013820;Chris Van Hollen (D);D
2002;N00013821;Linda Rae Hermann (R);R
2002;N00013822;Thomas A Caiazzo (R);R
2002;N00013823;Mark Pryor (D);D
2002;N00013824;John Norris (D);D
2002;N00013825;Bill Cahill (R);R
2002;N00013826;D C Amarasinghe (3);3
2002;N00003838;Jill Long Thompson (D);D
2002;N00013828;Alan Skorski (R);R
2002;N00013829;Robert J Dunfey Jr (D);D
2002;N00013830;J Keith Butler (D);D
2002;N00013831;Klint Alexander (D);D
2002;N00013832;Phelps Anderson (R);R
2002;N00013833;Donald Ernest Regan (R);R
2002;N00013834;Phil Bradley (R);R
2002;N00013835;Mark C Johnson (R);R
2002;N00013836;Doug Dodd (D);D
2002;N00013837;James Gresham Barrett (R);R
2002;N00003224;Charles Gordon Vick (D);D
2002;N00007389;Steven P Malloy (D);D
2002;N00002763;Tom Wells (3);3
2002;N00008738;Manuel Rodriguez Orellana (I);I
2002;N00006423;Trent Franks (R);R
2002;N00013838;James Fredrickson (L);L
2002;N00013839;Jo Ellen Carson (D);D
2002;N00013840;Eric Reeves (D);D
2002;N00013841;Larry William Diedrich (R);R
2002;N00013842;Robert Lawrence Pappas (R);R
2002;N00013843;Miguel A Olivas (R);R
2002;N00013844;Robert Charles McDermott (R);R
2002;N00013845;Scott R Moeller (R);R
2002;N00013846;Jeff Miller (R);R
2002;N00013847;John Sullivan (R);R
2002;N00013848;Rocky Raczkowski (R);R
2002;N00013849;Randolph Leroy Knepper (R);R
2002;N00013850;Melina Ann Fox (D);D
2002;N00013851;Finn M W Caspersen (R);R
2002;N00013852;Chester Earl Flake III (R);R
2002;N00013853;Tony Darnell (R);R
2002;N00013854;John G Ralls (I);I
2002;N00013855;Stephen F Lynch (D);D
2002;N00013856;Jack Conway (D);D
2002;N00013857;Barry R Finegold (D);D
2002;N00013858;Jozef Stefan Przygrodzki (I);I
2002;N00013859;Floyd Miller (3);3
2002;N00013860;Mark J Meissner (D);D
2002;N00013861;Gloria Elyse Davis (R);R
2002;N00013862;Steve Briese (D);D
2002;N00013863;Major Tom Reed (I);I
2002;N00013864;Dario Herrera (D);D
2002;N00013865;William Charles Lynch (D);D
2002;N00013866;Kenneth Wayne Revell (R);R
2002;N00013867;Kevin Raye (R);R
2002;N00013868;Marc R Pacheco (D);D
2002;N00013869;Michael E Sodrel (R);R
2002;N00013870;Norm Coleman (R);R
2002;N00013871;Timothy C Woodcock (R);R
2002;N00013872;Michael Cabell Francisco (R);R
2002;N00013873;John Boozman (R);R
2002;N00013874;John Charles Milkovich (D);D
2002;N00013875;Michael Joseph Battles (R);R
2002;N00013876;Michael Norbert Switalski (D);D
2002;N00013877;Calder Clay (R);R
2002;N00013878;Ilana Freedman (L);L
2002;N00013879;Dave Rogers (R);R
2002;N00013880;Keith Alan Johnson (D);D
2002;N00013881;Michael A Taylor (R);R
2002;N00013882;Robert James (Bob) Smith (R);R
2002;N00007665;Neil Abercrombie (D);D
2002;N00004229;Patsy T Mink (D);D
2002;N00007624;Robert Bunda (D);D
2002;N00004280;Jim Leach (R);R
2002;N00004252;Donna L Smith (D);D
2002;N00004208;Leonard L Boswell (D);D
2002;N00004276;Jay B Marcus (R);R
2002;N00006292;Daniel Everett Williams (D);D
2002;N00006290;John D Seidl (D);D
2002;N00004819;Caleb A Davis Jr (D);D
2002;N00012457;Jesse Jackson Jr (D);D
2002;N00004702;Henry J Hyde (R);R
2002;N00004789;Cardiss Collins (D);D
2002;N00000111;Dorothy Tillman (D);D
2002;N00004775;Randy Borow (R);R
2002;N00004722;Jay Robert Pritzker (D);D
2002;N00004698;Phil Crane (R);R
2002;N00004985;James K Zerkle (R);R
2002;N00004781;Dennis Hastert (R);R
2002;N00004941;Laurel Lunt Prussing (D);D
2002;N00004919;Harold Robert Bayne (R);R
2002;N00004964;Mark Baker (R);R
2002;N00004984;Carl D Oblinger (R);R
2002;N00003819;Joe Zakas (R);R
2002;N00003846;Gerald L Houseman (D);D
2002;N00003833;Kenneth Alan Bisson (L);L
2002;N00003789;Michael W Roberts (R);D
2002;N00003910;Ed Pease (R);R
2002;N00003887;Lee H Hamilton (D);D
2002;N00003877;William G Frazier (I);I
2002;N00003785;Virginia Murphy Blankenbaker (R);R
2002;N00003758;Julia Carson (D);D
2002;N00005282;Jerry Moran (R);R
2002;N00005218;Jim Ryun (R);R
2002;N00005221;Vince Snowbarger (R);R
2002;N00003460;Dennis L Null (D);D
2002;N00003392;Anne M Northup (R);R
2002;N00003437;Jim Bunning (R);R
2002;N00003430;Ernie Fletcher (R);R
2002;N00003419;Ann Elizabeth Ross (R);R
2002;N00005425;Francis C Thompson (D);D
2002;N00001797;Robert L Livingston (R);R
2002;N00009791;David C Treen (R);R
2002;N00005422;John Cooksey (R);R
2002;N00005407;Richard Baker (R);R
2002;N00005383;David G Thibodaux (R);R
2002;N00005391;Hunter W Lundy (D);D
2002;N00005384;Tyron D Picard (D);D
2002;N00008038;Chris John (D);D
2002;N00005382;Charles Lee Buckels Jr (R);R
2002;N00000164;Gregory L Morgan (R);R
2002;N00000316;John R Mitchell (D);D
2002;N00000270;Ed Markey (D);D
2002;N00000259;Joseph P Kennedy II (D);D
2002;N00000256;Joe Moakley (D);D
2002;N00000232;Philip W Johnston (D);D
2002;N00000235;Gerry E Studds (D);D
2002;N00001955;Ben Cardin (D);D
2002;N00001799;Kweisi Mfume (D);D
2002;N00001971;Elijah E Cummings (D);D
2002;N00001936;Frank Madison Reid III (D);D
2002;N00001891;Don Mooers (D);D
2002;N00000469;Tom H Allen (D);D
2002;N00004029;John Conyers Jr (D);D
2002;N00004193;Dean Michael Atobelli (R);R
2002;N00004133;Fred Upton (R);R
2002;N00004070;Dale E Kildee (D);D
2002;N00008509;Robert Broda (U);U
2002;N00003939;David E Bonior (D);D
2002;N00004005;Carolyn Cheeks Kilpatrick (D);D
2002;N00001783;John D Dingell (D);D
2002;N00004510;Stanley James Leino (D);D
2002;N00004452;Bruce F Vento (D);D
2002;N00001806;James L Oberstar (D);D
2002;N00005026;William L Clay (D);D
2002;N00005085;James Louis Claspill (D);D
2002;N00005037;Richard A Gephardt (D);D
2002;N00005105;Ike Skelton (D);D
2002;N00001784;Pat Danner (D);D
2002;N00005195;Roy Blunt (R);R
2002;N00005090;Jo Ann Emerson (R);R
2002;N00003341;Charles W (Chip) Pickering Jr (R);R
2002;N00003327;Robert H (Rob) Smith (D);D
2002;N00003348;Dennis Dollar (R);R
2002;N00004644;Rick Hill (R);R
2002;N00002269;Bob Etheridge (D);D
2002;N00002260;David Price (D);D
2002;N00002227;Stephen L Neal (D);D
2002;N00002345;Charlie Rose (D);D
2002;N00002377;Cass Ballenger (R);R
2002;N00005318;James Martin Davis (D);D
2002;N00000397;John E Sununu (R);R
2002;N00000369;Thomas P Colantuono (R);R
2002;N00000393;Raymond J Wieczorek (R);R
2002;N00000437;Joe Deminico (R);R
2002;N00000429;Deborah Arnie Arnesen (D);D
2002;N00000847;William J Hughes (D);D
2002;N00000770;Steven J Corodemus (R);R
2002;N00000751;Bill Pascrell Jr (D);D
2002;N00008619;Steven R Rothman (D);D
2002;N00000764;Lynne Athay Dow (D);D
2002;N00000664;Mike Pappas (R);R
2002;N00000898;Leonard Lance (R);R
2002;N00000860;Rush Holt (D);D
2002;N00006528;John V Wertheim (D);D
2002;N00006587;Mike Runnels (D);D
2002;N00006652;Jim Gibbons (R);R
2002;N00001173;Kenneth J Herman (3);3
2002;N00001311;Louise M Slaughter (D);D
2002;N00001163;Dal Lamagna (D);D
2002;N00001148;Carolyn McCarthy (D);D
2002;N00001145;Kerry John Katsorhis (R);R
2002;N00008643;Rose Robles Birtley (R);R
2002;N00001117;Stephen J Solarz (D);D
2002;N00000964;Charles B Rangel (D);D
2002;N00000952;Ted Weiss (D);D
2002;N00001050;Yash P Aggarwal (D);D
2002;N00001225;Steve James (D);D
2002;N00001049;Benjamin A Gilman (R);R
2002;N00001329;Amo Houghton (R);R
2002;N00001305;John J LaFalce (D);D
2002;N00003699;Mark P Longabaugh (D);D
2002;N00005600;Evelyn L (Louise) Rogers (R);R
2002;N00003730;Ted Strickland (D);D
2002;N00003601;Dale Virgil Blanchard (D);D
2002;N00003547;Kenneth C Blair Jr (R);R
