400004,Robert Aderholt
400008,Robert Andrews
400010,Spencer Bachus
400018,Joe Barton
400021,Xavier Becerra
400029,Rob Bishop
400030,Sanford Bishop
400031,Timothy Bishop
400032,Marsha Blackburn
400033,Earl Blumenauer
400046,Kevin Brady
400047,Robert Brady
400048,Corrine Brown
400052,Michael Burgess
400057,Ken Calvert
400058,Dave Camp
400060,Eric Cantor
400061,Shelley Capito
400062,Lois Capps
400063,Michael Capuano
400068,John Carter
400071,Steve Chabot
400074,Lacy Clay
400075,James Clyburn
400076,Howard Coble
400077,Tom Cole
400080,John Conyers
400081,Jim Cooper
400086,Ander Crenshaw
400087,Joseph Crowley
400089,John Culberson
400090,Elijah Cummings
400093,Danny Davis
400097,Susan Davis
400100,Peter DeFazio
400101,Diana DeGette
400103,Rosa DeLauro
400108,Mario Diaz-Balart
400110,John Dingell
400111,Lloyd Doggett
400114,Michael Doyle
400116,John Duncan
400122,Eliot Engel
400124,Anna Eshoo
400129,Sam Farr
400130,Chaka Fattah
400137,Randy Forbes
400141,Trent Franks
400142,Rodney Frelinghuysen
400145,Scott Garrett
400147,Jim Gerlach
400151,Phil Gingrey
400154,Bob Goodlatte
400157,Kay Granger
400158,Sam Graves
400160,Gene Green
400162,Raúl Grijalva
400163,Luis Gutiérrez
400165,Ralph Hall
400170,Alcee Hastings
400171,Doc Hastings
400175,Jeb Hensarling
400179,Rubén Hinojosa
400184,Rush Holt
400185,Michael Honda
400189,Steny Hoyer
400195,Steve Israel
400196,Darrell Issa
400199,Sheila Jackson Lee
400204,Eddie Johnson
400206,Sam Johnson
400209,Walter Jones
400211,Marcy Kaptur
400218,Ron Kind
400219,Peter King
400220,Steve King
400221,Jack Kingston
400224,John Kline
400230,James Langevin
400232,Rick Larsen
400233,John Larson
400234,Tom Latham
400237,Barbara Lee
400238,Sander Levin
400240,John Lewis
400244,Frank LoBiondo
400245,Zoe Lofgren
400246,Nita Lowey
400247,Frank Lucas
400249,Stephen Lynch
400251,Carolyn Maloney
400255,Jim Matheson
400257,Carolyn McCarthy
400259,Betty McCollum
400262,Jim McDermott
400263,James McGovern
400266,Mike McIntyre
400267,Howard McKeon
400271,Gregory Meeks
400273,John Mica
400274,Michael Michaud
400276,Candice Miller
400277,Gary Miller
400278,George Miller
400279,Jeff Miller
400283,James Moran
400285,Tim Murphy
400289,Jerrold Nadler
400290,Grace Napolitano
400291,Richard Neal
400297,Devin Nunes
400308,Frank Pallone
400309,Bill Pascrell
400310,Ed Pastor
400313,Stevan Pearce
400314,Nancy Pelosi
400316,Collin Peterson
400318,Thomas Petri
400320,Joseph Pitts
400326,David Price
400331,Nick Rahall
400333,Charles Rangel
400340,Harold Rogers
400341,Mike Rogers
400342,Mike Rogers
400343,Dana Rohrabacher
400344,Ileana Ros-Lehtinen
400347,Lucille Roybal-Allard
400348,Edward Royce
400349,Dutch Ruppersberger
400350,Bobby Rush
400351,Paul Ryan
400352,Tim Ryan
400355,Linda Sánchez
400356,Loretta Sanchez
400360,Janice Schakowsky
400361,Adam Schiff
400363,David Scott
400364,Robert Scott
400365,James Sensenbrenner
400366,José Serrano
400367,Pete Sessions
400371,Brad Sherman
400373,John Shimkus
400376,Michael Simpson
400378,Louise Slaughter
400379,Adam Smith
400380,Christopher Smith
400381,Lamar Smith
400400,Lee Terry
400402,Bennie Thompson
400403,Mike Thompson
400404,Mac Thornberry
400406,Patrick Tiberi
400407,John Tierney
400411,Michael Turner
400414,Fred Upton
400415,Chris Van Hollen
400416,Nydia Velázquez
400417,Peter Visclosky
400419,Greg Walden
400422,Maxine Waters
400425,Henry Waxman
400431,Ed Whitfield
400433,Joe Wilson
400435,Frank Wolf
400440,Don Young
400441,Randy Neugebauer
400606,Matt Salmon
400607,Marshall Sanford
400616,George Butterfield
400618,Jim Costa
400623,Debbie Wasserman Schultz
400626,Tom Price
400627,Lynn Westmoreland
400628,John Barrow
400630,Daniel Lipinski
400636,Charles Boustany
400639,Emanuel Cleaver
400640,Jeff Fortenberry
400641,Brian Higgins
400643,Virginia Foxx
400644,Patrick McHenry
400646,Michael Fitzpatrick
400647,Allyson Schwartz
400648,Charles Dent
400651,Louie Gohmert
400652,Ted Poe
400653,Al Green
400654,Michael McCaul
400655,Michael Conaway
400656,Kenny Marchant
400657,Henry Cuellar
400659,Cathy McMorris Rodgers
400660,David Reichert
400661,Gwen Moore
400663,Doris Matsui
408211,Richard Nolan
409888,Bill Shuster
410396,Steve Stockman
412011,John Campbell
412186,Albio Sires
412189,Jerry McNerney
412190,Kevin McCarthy
412191,Doug Lamborn
412192,Ed Perlmutter
412193,Joe Courtney
412195,Kathy Castor
412196,Vern Buchanan
412199,Henry Johnson
412202,Peter Roskam
412208,Bruce Braley
412209,David Loebsack
412211,John Yarmuth
412212,John Sarbanes
412213,Tim Walberg
412214,Timothy Walz
412215,Keith Ellison
412216,Michele Bachmann
412217,Adrian Smith
412219,Carol Shea-Porter
412221,Yvette Clarke
412226,Jim Jordan
412236,Steve Cohen
412239,Peter Welch
412250,Gus Bilirakis
412252,Paul Broun
412254,Niki Tsongas
412255,Robert Wittman
412256,Robert Latta
412257,Bill Foster
412258,André Carson
412259,Jackie Speier
412261,Steve Scalise
412263,Donna Edwards
412269,Bill Cassidy
412270,Jason Chaffetz
412271,Mike Coffman
412272,Gerald Connolly
412275,John Fleming
412276,Alan Grayson
412278,Brett Guthrie
412280,Gregg Harper
412282,James Himes
412283,Duncan Hunter
412284,Lynn Jenkins
412286,Ann Kirkpatrick
412290,Leonard Lance
412292,Blaine Luetkemeyer
412293,Ben Luján
412294,Cynthia Lummis
412295,Tom McClintock
412297,Daniel Maffei
412302,Pete Olson
412303,Erik Paulsen
412305,Gary Peters
412307,Chellie Pingree
412308,Jared Polis
412309,Bill Posey
412310,David Roe
412311,Thomas Rooney
412314,Aaron Schock
412315,Kurt Schrader
412317,Glenn Thompson
412318,Dina Titus
412319,Paul Tonko
412327,Marcia Fudge
412331,Mike Quigley
412379,Judy Chu
412382,John Garamendi
412383,William Owens
412385,Theodore Deutch
412388,Tom Graves
412392,Marlin Stutzman
412393,Tom Reed
412394,Martha Roby
412395,Mo Brooks
412396,Terri Sewell
412397,Paul Gosar
412399,David Schweikert
412400,Eric Crawford
412401,Tim Griffin
412402,Steve Womack
412403,Jeff Denham
412404,Karen Bass
412405,Scott Tipton
412406,Cory Gardner
412407,John Carney
412408,Steve Southerland
412409,Richard Nugent
412410,Daniel Webster
412411,Dennis Ross
412412,Frederica Wilson
412416,Rob Woodall
412417,Austin Scott
412418,Colleen Hanabusa
412419,Raúl Labrador
412421,Adam Kinzinger
412422,Randy Hultgren
412426,Todd Rokita
412427,Larry Bucshon
412428,Todd Young
412429,Tim Huelskamp
412430,Kevin Yoder
412431,Mike Pompeo
412432,Cedric Richmond
412434,Andy Harris
412435,William Keating
412436,Dan Benishek
412437,Bill Huizenga
412438,Justin Amash
412442,Alan Nunnelee
412443,Steven Palazzo
412444,Vicky Hartzler
412445,Billy Long
412446,Joseph Heck
412449,Jon Runyan
412451,Michael Grimm
412453,Christopher Gibson
412454,Richard Hanna
412457,Renee Ellmers
412460,Bill Johnson
412461,Steve Stivers
412462,James Renacci
412463,Bob Gibbs
412464,James Lankford
412465,Mike Kelly
412466,Patrick Meehan
412468,Tom Marino
412469,Lou Barletta
412470,David Cicilline
412472,Jeff Duncan
412473,Trey Gowdy
412474,Mick Mulvaney
412475,Kristi Noem
412476,Charles Fleischmann
412477,Scott DesJarlais
412478,Diane Black
412479,Stephen Fincher
412480,Bill Flores
412482,Blake Farenthold
412483,Edward Rigell
412484,Robert Hurt
412485,Morgan Griffith
412486,Jaime Herrera Beutler
412487,David McKinley
412488,Sean Duffy
412489,Reid Ribble
412498,Janice Hahn
412500,Mark Amodei
412501,Suzanne Bonamici
412502,Ron Barber
412503,Thomas Massie
412505,Suzan DelBene
412506,Donald Payne
412508,Tom Cotton
412509,Kyrsten Sinema
412510,Doug LaMalfa
412511,Jared Huffman
412512,Ami Bera
412513,Paul Cook
412514,Eric Swalwell
412515,David Valadao
412516,Julia Brownley
412517,Tony Cárdenas
412518,Gloria Negrete McLeod
412519,Raul Ruiz
412520,Mark Takano
412521,Alan Lowenthal
412522,Juan Vargas
412523,Scott Peters
412524,Elizabeth Esty
412525,Ted Yoho
412526,Ron DeSantis
412527,Patrick Murphy
412528,Trey Radel
412529,Lois Frankel
412530,Joe Garcia
412531,Doug Collins
412532,Tulsi Gabbard
412533,Tammy Duckworth
412534,Bradley Schneider
412535,William Enyart
412536,Rodney Davis
412537,Cheri Bustos
412538,Jackie Walorski
412539,Susan Brooks
412540,Luke Messer
412541,Garland Barr
412543,Joseph Kennedy
412544,John Delaney
412546,Daniel Kildee
412547,Kerry Bentivolio
412548,Ann Wagner
412549,Steve Daines
412550,Richard Hudson
412551,Robert Pittenger
412552,Mark Meadows
412553,George Holding
412555,Kevin Cramer
412557,Ann Kuster
412558,Michelle Lujan Grisham
412559,Steven Horsford
412560,Grace Meng
412561,Hakeem Jeffries
412562,Sean Maloney
412563,Chris Collins
412564,Brad Wenstrup
412565,Joyce Beatty
412566,David Joyce
412567,Jim Bridenstine
412568,Markwayne Mullin
412569,Scott Perry
412570,Keith Rothfus
412571,Matthew Cartwright
412572,Tom Rice
412574,Randy Weber
412575,Beto O’Rourke
412576,Joaquin Castro
412577,Pete Gallego
412578,Roger Williams
412579,Marc Veasey
412580,Filemon Vela
412581,Chris Stewart
412583,Derek Kilmer
412584,Denny Heck
412585,Mark Pocan
412595,Robin Kelly
412596,Jason Smith
412599,Vance McAllister
412600,Katherine Clark
