year;CID;name;party
2012;N00032491;Nammu Muhammad (3);3
2012;N00029779;Ross Leone (L);L
2012;N00028735;Herb Tarbous (3);3
2012;N00032595;Marc Sosnowski (3);3
2012;N00013685;Ron Graeser (3);3
2012;N00028618;Leonard Schwartz (L);L
2012;N00028727;John Tatar (L);L
2012;N00022814;Robert Shapiro (I);I
2012;N00027160;Powell Gammill (L);L
2012;N00027214;Peter Moss (3);3
2012;N00028522;Bob Smith (3);3
2012;N00000519;Pete Diamondstone (3);3
2012;N00025132;Ed Scharf (3);3
2012;N00027391;Warren Mosler (I);I
2012;N00027434;Cris Ericson (3);3
2012;N00025787;Mac Lyden (I);I
2012;N00025824;Jane Newton (3);3
2012;N00012650;Star Locke (I);I
2012;N00025775;Harley Mikkelson (3);3
2012;N00027428;Robert R Raymond (I);I
2012;N00030468;Douglas Campbell (3);3
2012;N00030475;Margaret Chapman (3);3
2012;N00012471;Donne E Trotter (D);D
2012;N00006159;Gary Swing (3);3
2012;N00005390;Ron Ceasar (I);I
2012;N00030444;Ronald M Owens-Bey (L);L
2012;N00027326;Mv (Vinny) Mendoza (D);D
2012;N00032659;Buck Bailey (L);L
2012;N00032892;Martin Monroe (I);I
2012;N00023802;Richard Torregano (I);I
2012;N00027243;Rufus H Craig Jr (L);L
2012;N00032976;Gail Parker (3);3
2012;N00032978;Chris Decarlo (I);I
2012;N00032770;Arden Wells (I);I
2012;N00032833;Dennis David (3);3
2012;N00033004;Christina Lugo (3);3
2012;N00026126;Richard Peterson (L);L
2012;N00035160;Matthew Solodow (L);L
2012;N00032925;Ellis Boal (3);3
2012;N00032933;Richard Wunsch (3);3
2012;N00032953;Jack Freudenheim (I);I
2012;N00032955;Patricia Alessandrini (3);3
2012;N00032956;Joanne Miller (I);I
2012;N00032957;Ken Cody (I);I
2012;N00032969;Keith Blandford (L);L
2012;N00032934;Bhagwan Dashairya (L);L
2012;N00035050;Clinton Desjarlais (I);I
2012;N00035051;Fletcher G Fuller Jr (I);I
2012;N00035052;Sidney I Hill (I);I
2012;N00035053;Kereti, Mata'Utia, Jr (D);D
2012;N00035054;Mark Salazar (3);3
2012;N00035055;Mike DeRosa (3);3
2012;N00035056;Matthew Corey (3);3
2012;N00035057;Colin Bennett (3);3
2012;N00035058;Bernie August (3);3
2012;N00035059;Marcus Lewis (I);I
2012;N00035060;John Monaghan (I);I
2012;N00035061;Kenneth R Lunce Jr (I);I
2012;N00035062;Benjamin Gehlhausen (L);L
2012;N00035063;Andrew Beacham (I);I
2012;N00035064;Bob DeVore Jr (I);I
2012;N00033893;John Laferla (D);D
2012;N00035066;Douglas Dryden Rae (3);3
2012;N00035067;Leo Dymowski (L);L
2012;N00035068;Emily Salvette (L);L
2012;N00035069;Mary Buzuma (L);L
2012;N00035070;Bill Gelineau (L);L
2012;N00035071;John Gelineau (L);L
2012;N00035072;Pat Timmons (3);3
2012;N00035073;Gregory Cresswell (L);L
2012;N00035074;David Davenport (I);I
2012;N00035075;Christie Gelineau (L);L
2012;N00035076;Jason Gatties (3);3
2012;N00035077;Daniel Goebel (L);L
2012;N00035078;Steven Paul Duke (3);3
2012;N00035079;Chris Sharer (L);L
2012;N00035080;Martin Gray (3);3
2012;N00035081;Ignacia T DeMapan (R);R
2012;N00035082;Brendan Kelly (L);L
2012;N00035083;Hardy Macia (L);L
2012;N00035084;John Reitter (3);3
2012;N00035085;Frank Faralli Jr (I);I
2012;N00026251;Ted Gianoutsos (I);I
2012;N00035159;James Foster (I);I
2012;N00013682;David A Rosa (I);I
2012;N00025431;James Condit Jr (I);I
2012;N00035184;Matt Moore (D);D
2012;N00029045;Jeff Brown (I);I
2012;N00025687;Brian Russell Brown (3);3
2012;N00035176;Daniel Travis Michaels (3);3
2012;N00035192;Richard Thomas Ruzicka (I);I
2012;N00035193;Michael Chandler (I);I
2012;N00035194;Jim Carlson (3);3
2012;N00035195;Thomas Hoefling (3);3
2012;N00035196;Jerry Litzel (I);I
2012;N00035197;Heidi Hall (D);D
2012;N00028858;Richard Duncan (I);I
2012;N00026620;Barbara Dale Washer (3);3
2012;N00035158;Wayne Wolf (3);3
2012;N00030520;Joseph Kexel (L);L
2012;N00013650;Dennis Breen (I);I
2012;N00035175;Alan Aversa (I);I
2012;N00035176;Daniel Travis Michaels (3);3
2012;N00035177;Steven T Winfield (I);I
2012;N00035178;Barbara Ward (3);3
2012;N00035179;David Pangrac (L);L
2012;N00035180;Sadiasept Guillont Juarbe (3);3
2012;N00035181;Bobby Tullis (L);L
2012;N00035182;Fatumalala Leulua'Ia Al-Sheri (3);3
2012;N00035183;Francis E Morganthaler (3);3
2012;N00035176;Daniel Travis Michaels (3);3
2012;N00035189;Pamela M Pinkney (3);3
2012;N00035190;Fred Rostek (I);I
2012;N00035191;James Ketover (3);3
2012;N00031782;Tim Scott (R);R
2012;N00033659;Jack Todd Arnold (I);I
2012;N00033660;Don Jaquess (D);D
2012;N00033661;Larry Youngblood (R);R
2012;N00033662;Wade Brown (R);R
2012;N00033663;Barbara Carrasco (R);R
2012;N00033664;Justin Hewlett (R);R
2012;N00033665;Rose Meza Harrison (D);D
2012;N00033666;Anthony P Troiani (D);D
2012;N00033667;Susan Narvaiz (R);R
2012;N00033668;Lois Dickson Myers (R);R
2012;N00033669;Susan Thorn (D);D
2012;N00033670;Angela Black (U);U
2012;N00033671;Danny Earl Woodring (I);I
2012;N00033672;Vern Leroy Hahn (U);U
2012;N00033673;Aldous C Tyler (D);D
2012;N00033674;Jackie Gouge (I);I
2012;N00033675;Robert Peace (3);3
2012;N00033676;Matthew Allen Turner (R);R
2012;N00033677;Robert G Berke (I);I
2012;N00033678;Timmy Wayne Strickland (R);R
2012;N00033679;Aurora Lopez (R);R
2012;N00033680;Michael Edwin Whitley (3);3
2012;N00033681;Robert L Praprotnik (R);R
2012;N00033682;Sean Acan Whitney (I);I
2012;N00033683;Rickey Joe Story (R);R
2012;N00033684;Walter Korschek, Jr (I);I
2012;N00033685;Rodney Maurice Williams (R);R
2012;N00033686;Larry Robert Ford (R);R
2012;N00033687;Ward Derek Roaseau (R);R
2012;N00033688;Mark G Phillips (I);I
2012;N00033689;Karin Lynn Swanson (R);R
2012;N00033690;Kathyern Louise Lane (R);R
2012;N00033691;Kenneth Wayne Ward (3);3
2012;N00033692;Kenneth Wayne Godwin (I);I
2012;N00033693;Michael David Ballantine (3);3
2012;N00033694;Mark Samuel Stevens (3);3
2012;N00033695;Philip Nicholas Rogone (D);D
2012;N00033696;Michael Dename, Jr (3);3
2012;N00033697;Alexander Hugo Martinez (R);R
2012;N00033698;Raylon Loyd Waits (R);R
2012;N00033699;Jeff Lawman (R);R
2012;N00033700;Bill Still (L);L
2012;N00033701;Cecil James Roth (3);3
2012;N00033702;Tony Enrique Flores (D);D
2012;N00033703;Clair Van Steenwyk (R);R
2012;N00033704;David Crowe (D);D
2012;N00033705;Peter Lumaj (R);R
2012;N00033706;Jason L McCoy (R);R
2012;N00033707;Linda Lingle (R);R
2012;N00033708;Jon Hinck (D);D
2012;N00033709;Chuck Marino (R);R
2012;N00033710;Joe Arwood (R);R
2012;N00033711;John Brunner (R);R
2012;N00033712;Thomas Allen Potter (D);D
2012;N00033713;Gwen Diakos (D);D
2012;N00033714;Dan Boone (D);D
2012;N00033715;Kevin Dee Fisk (R);R
2012;N00033716;Michael Baumgartner (R);R
2012;N00033717;Jeff Fitzgerald (R);R
2012;N00033718;Frank G Lasee (R);R
2012;N00029170;Dan Grant (D);D
2012;N00006317;Stephen Sandstrom (R);R
2012;N00000652;Christopher Shays (R);R
2012;N00031091;Kie Westby (R);R
2012;N00031632;Joe Rullo (R);R
2012;N00030953;Steven D Welch (R);R
2012;N00030846;Tim Burns (R);R
2012;N00025648;Larry R Crim (D);D
2012;N00033729;Clark Hall (D);D
2012;N00033730;Gene Jeffress (D);D
2012;N00033731;Paul Babeu (R);R
2012;N00033732;Spencer Morgan (D);D
2012;N00033733;Clint OlivIer (R);R
2012;N00033734;Perry Haney (D);D
2012;N00033735;Tisha Casida (I);I
2012;N00033736;Andrew Roraback (R);R
2012;N00033737;Alvin L Peters (D);D
2012;N00033738;Jay Liles (D);D
2012;N00033739;Gary Aubuchon (R);R
2012;N00033740;Chauncey Goss (R);R
2012;N00033741;David Gunter (D);D
2012;N00033742;Justin Sternad (D);D
2012;N00033743;Michael Opitz (R);R
2012;N00033744;Rod Blum (R);R
2012;N00033745;Leslie Coolidge (D);D
2012;N00033746;Tim Wolfe (R);R
2012;N00006331;Steven Douglas Mabey (3);3
2012;N00033719;Tom Kovach (R);R
2012;N00033720;Richard W Allen (R);R
2012;N00033721;Larry M Smith (R);R
2012;N00033722;John Whitley (R);R
2012;N00033723;Rob Wallace (D);D
2012;N00033747;Chris Miller (D);D
2012;N00033748;Joel Phelps (R);R
2012;N00033749;Glenn Ivey (D);D
2012;N00033750;Duchy Trachtenberg (D);D
2012;N00033751;Milad Pooran (D);D
2012;N00033752;Karen Jacobsen (R);R
2012;N00033753;Bert Johnson (D);D
2012;N00033754;Diane Smith (D);D
2012;N00033755;Gary Montoya (R);R
2012;N00033756;Rick Newton (R);R
2012;N00033757;Dan Schwartz (R);R
2012;N00033758;Michael Scala (D);D
2012;N00033759;Clyde Williams (D);D
2012;N00033760;Dorollo Nixon Jr (R);R
2012;N00033761;Dawn Howard (D);D
2012;N00033762;Rafael Cox Alomar (D);D
2012;N00033763;Parnell Diggs (D);D
2012;N00033764;Matt Silverman (D);D
2012;N00033765;Betsy Pauline Elgar (3);3
2012;N00033766;David Michael Crosby (I);I
2012;N00033767;Terry Jones (3);3
2012;N00033768;John Davis Haywood (D);D
2012;N00033769;Todd Richard Glore (I);I
2012;N00033770;David Allen Louthain (I);I
2012;N00033771;Lowell S Goldberg (D);D
2012;N00033772;Michael Fred Bellows (D);D
2012;N00033773;Edgar A Lawson (R);R
2012;N00033774;Stewart Alexis Alexander (3);3
2012;N00033775;Michael Adam Lerman (I);I
2012;N00033776;Jill Stein (3);3
2012;N00033777;Thomas Edward Burton,  III (I);I
2012;N00033778;Daniel J Bejger (R);R
2012;N00033779;Orly Taitz (R);R
2012;N00033780;Matt Dunlap (D);D
2012;N00033781;Tony Hernandez (R);R
2012;N00033782;Heidi Heitkamp (D);D
2012;N00033783;Brenda Lenard (R);R
2012;N00033784;William Currie Barron (I);I
2012;N00032619;Howard Knepper (R);R
2012;N00031549;Joseph Mack Gould (R);R
2012;N00033791;Robert F Lowry (R);R
2012;N00031194;Elizabeth Emken (R);R
2012;N00001862;Robin Ficker (R);R
2012;N00033873;Angela Zimmann (D);D
2012;N00033792;John Cowart (R);R
2012;N00033867;James Reese (D);D
2012;N00033868;Eric Stewart (D);D
2012;N00033869;John H Lee (R);R
2012;N00033870;Vincent E May (3);3
2012;N00033871;Daniel J Hughes (R);R
2012;N00028309;Eric Sundwall (L);L
2012;N00026425;Connie Mack (R);R
2012;N00008433;Mmoja Ajabu (I);I
2012;N00005928;Nick Lampson (D);D
2012;N00001588;Darcy G Richardson (D);D
2012;N00028608;John Blyth (I);I
2012;N00009291;David Kenneth Weeks (3);3
2012;N00030943;George Hutchins (R);R
2012;N00026376;Patsy Keever (D);D
2012;N00035008;Matt Varilek (D);D
2012;N00034479;Patrick Lang (D);D
2012;N00025743;Jim Rogers (U);U
2012;N00032986;Sydney Dudikoff (D);D
2012;N00031146;Doug Blatt (D);D
2012;N00031175;Mark Memoly (R);R
2012;N00029882;Tanya Bond (D);D
2012;N00033888;J D Miniear (R);R
2012;N00033959;Sandra Queen Noble (L);L
2012;N00033960;James Foster (L);L
2012;N00033961;David L Rosa (R);R
2012;N00033962;Dave Robinson (D);D
2012;N00033963;Jerry Doyle (R);R
2012;N00033964;Emil I Bernard (R);R
2012;N00033965;Robert David Steele (3);3
2012;N00033966;Michael F Meyer (I);I
2012;N00009583;John Hernandez (D);D
2012;N00031484;Harold Bailey (D);D
2012;N00027864;Simon Ribeiro (D);D
2012;N00032661;Jonathan Farnick (D);D
2012;N00031491;Susanne Atanus (R);R
2012;N00031493;Darrel Miller (R);R
2012;N00012760;Charles Smith (D);D
2012;N00033724;David Sanchez (D);D
2012;N00033725;"William A ""Rusty"" Faulk Jr (R)";R
2012;N00033726;Michael Christopher Yost (D);D
2012;N00033727;Richard Francis Harris (R);R
2012;N00033728;Tommy G Thompson (R);R
2012;N00002893;Lois J Frankel (D);D
2012;N00027600;Darcy Burner (D);D
2012;N00031495;Theresa Kormos (R);R
2012;N00033785;Joe Goldner (R);R
2012;N00033786;Glenn Anderson (D);D
2012;N00033787;Mike Steinberg (R);R
2012;N00033788;Gary Smith (R);R
2012;N00033789;Alan P Woodruff (D);D
2012;N00033790;Chuck Bradley (R);R
2012;N00033866;Dan Flood (R);R
2012;N00033872;Robert Allen Mansfield (R);R
2012;N00033958;Mike Ross (D);D
2012;N00032306;Ted Rights (D);D
2012;N00012974;Rich Stevenson (3);3
2012;N00032357;Robert Wallis (R);R
2012;N00032431;Tom McMasters (D);D
2012;N00032364;David Harlow (L);L
2012;N00032432;John Adams (R);R
2012;N00032380;Elaine Mastromatteo (3);3
2012;N00031645;Hombre Liggett (R);R
2012;N00012566;Chris Reilly (R);R
2012;N00026705;Rhett Smith (3);3
2012;N00002873;Jerry Buechler (D);D
2012;N00010719;Shelton Skolnick (R);R
2012;N00013867;Kevin Raye (R);R
2012;N00010946;Jim Berns (L);L
2012;N00034745;Jim Slone (D);D
2012;N00003541;Cas Adulewicz (D);D
2012;N00003497;Bob Fitrakis (3);3
2012;N00034249;Scott Wharton (D);D
2012;N00003598;Gerald Henley (D);D
2012;N00034248;Donna Bebo (D);D
2012;N00004855;Art Jones (R);R
2012;N00011190;Dan Schmitt (R);R
2012;N00004757;John Andrew Cunningham (R);R
2012;N00028026;Steve Waterworth (D);D
2012;N00026603;Armand Girard (R);R
2012;N00003877;Bill Frazier (R);R
2012;N00001895;George English (D);D
2012;N00028649;Gus Alzona (R);R
2012;N00027541;Jeff Sinnard (D);D
2012;N00003601;Dale Blanchard (D);D
2012;N00001443;Gene Stilp (D);D
2012;N00028664;Larry Ishmael (I);I
2012;N00001728;Natale N Stracuzzi (3);3
2012;N00004954;"Kenneth Charles ""Bud"" Wiezer (D)";D
2012;N00029521;Thomas E Harris (R);R
2012;N00002002;John Rea (D);D
2012;N00026756;Ray Bly (R);R
2012;N00003370;Jim Bourland (3);3
2012;N00003351;Bob Claunch (3);3
2012;N00029635;William Smith (D);D
2012;N00030492;Isaac Powell (D);D
2012;N00030558;David Macko (L);L
2012;N00013185;Jenny Edwards (U);U
2012;N00000224;Michael Ross Tunick Strauss (U);U
2012;N00002122;Michael Dwayne Jenkins (U);U
2012;N00028968;Joseph Felix Leonaitis (I);I
2012;N00029294;Frank Lynch (R);R
2012;N00030223;Katee Edwards (U);U
2012;N00013171;Mary Taylor-Shelby (I);I
2012;N00003338;Shawn O'Hara (3);3
2012;N00008502;Lih Young (D);D
2012;N00001823;John Kimble (R);R
2012;N00027534;Pete Ashdown (D);D
2012;N00001800;Connie Mack (R);R
2012;N00034222;John Andrew Harris (D);D
2012;N00032120;William Barnes (D);D
2012;N00034224;Paul Cook (R);R
2012;N00034225;Michael McDonald (R);R
2012;N00034226;Steve Davis (R);R
2012;N00034227;Greg Holmes (R);R
2012;N00034228;Charles Bailey (D);D
2012;N00034229;Robert Allen (R);R
2012;N00034230;Joshua Larose (D);D
2012;N00034231;Ron Williams (L);L
2012;N00034232;Mark Murphy (D);D
2012;N00034233;Tom Wilson (D);D
2012;N00034234;Keith Edmond Mathis (R);R
2012;N00034235;Eddie Traylor (R);R
2012;N00034236;Richard Mack (R);R
2012;N00034300;Bill Adkins (D);D
2012;N00003754;George Holland (D);D
2012;N00003839;Stephen Hope (D);D
2012;N00003279;Clyde E Whitaker (R);R
2012;N00003749;Tony Duncan (R);R
2012;N00030254;Mary Waters (D);D
2012;N00027574;Kevin Boyd (D);D
2012;N00028236;Tommy Schrader (D);D
2012;N00028240;Pierre Pullins (D);D
2012;N00030005;Catherine Ping (R);R
2012;N00030006;Larry Shouse (R);R
2012;N00030053;Frank McKinnon (D);D
2012;N00026505;Barry Hermanson (3);3
2012;N00034302;Steve Farley (D);D
2012;N00034303;Matt Jette (D);D
2012;N00034304;Martin Sepulveda (R);R
2012;N00034305;Don Stapley (R);R
2012;N00034306;Samuel Aanestad (R);R
2012;N00034307;Anthony Adams (I);I
2012;N00034308;Blong Xiong (D);D
2012;N00034309;Otto Lee (D);D
2012;N00034310;Jack Orswell (R);R
2012;N00034311;Robert Duran (R);R
2012;N00034312;Susan Shelley (R);R
2012;N00034313;Clifford J Smith (D);D
2012;N00034314;Curt Novak (3);3
2012;N00034315;Bob Crowder (R);R
2012;N00034316;Nelson Perras (D);D
2012;N00034317;Roger Fitzpatrick (R);R
2012;N00034318;Dave Wenger (R);R
2012;N00034319;Justin Kuhnle (D);D
2012;N00034320;John Roberson (D);D
2012;N00034321;David Sowards (D);D
2012;N00034322;Matt Mount (R);R
2012;N00034323;Bill Salin (R);R
2012;N00034324;Susan Hall Heitzman (D);D
2012;N00034325;Joe Sizemore (R);R
2012;N00034326;Joe Van Wye (R);R
2012;N00034327;Woodrow Wilcox (D);D
2012;N00034328;Thomas Barnett (D);D
2012;N00000931;William Bryk (D);D
2012;N00034330;Shelli Yoder (D);D
2012;N00034331;John Tilford (D);D
2012;N00034332;Nicholas Bernier (D);D
2012;N00034333;Steve Wilkins (D);D
2012;N00034334;Richard Speer (R);R
2012;N00034335;Sonya Holmes (R);R
2012;N00034336;Everett Douglas Yopp Jr (R);R
2012;N00034337;Jennifer Roberts (D);D
2012;N00034338;Jon Gauthier (R);R
2012;N00034339;Jim Pendergraph (R);R
2012;N00034340;Ric Killian (R);R
2012;N00034341;Edwin Peacock III (R);R
2012;N00034342;Hayden Rogers (D);D
2012;N00034343;Matt Newton (D);D
2012;N00034344;Shelley Adler (D);D
2012;N00034345;Patricia A Bennett (D);D
2012;N00034346;Sean Dowd (I);I
2012;N00034347;Mark Swomley (R);R
2012;N00034348;Benjamin Perez (I);I
2012;N00034349;Filemon Vela (D);D
2012;N00034350;Eric Klingemann (R);R
2012;N00034351;Kenneth Sanders (D);D
2012;N00034352;Rob Roark (R);R
2012;N00034353;Timothy M Wintill (R);R
2012;N00034354;Ryan Combe (D);D
2012;N00034355;Milton Ray Hanks (R);R
2012;N00034356;F Jay Seegmiller (D);D
2012;N00034357;Jason Howell (I);I
2012;N00034358;Richard Dean Carroll (I);I
2012;N00034359;Stephen Emmanuel Rollins (I);I
2012;N00034360;Tiffany Renee Briscoe (3);3
2012;N00034361;Khadajah M Princess Jacob-Fambro (D);D
2012;N00034362;Rick Williams (R);R
2012;N00034363;Pete Hegseth (R);R
2012;N00034364;Chuck Hassebrook (D);D
2012;N00034365;Wendy Long (R);R
2012;N00034366;Richard Andrew Clark (R);R
2012;N00034367;Dan Morrison (D);D
2012;N00034368;Allen Smith (R);R
2012;N00003777;Bob Kern (D);D
2012;N00002361;Marcus Williams (D);D
2012;N00034473;Richard Morgan (R);R
2012;N00009575;Gene Scharer (D);D
2012;N00001543;Susan Gail Ducey (3);3
2012;N00006634;Winton Danley Worswick (R);R
2012;N00001570;John Featherman (R);R
2012;N00028925;Todd Long (R);R
2012;N00012621;Jack Wayne Chappell (D);D
2012;N00034369;John Griffin Miller (D);D
2012;N00034370;John Willoughby (D);D
2012;N00034371;Bill Roberts (D);D
2012;N00034372;Erik Anderson (D);D
2012;N00002362;Randy Crow (R);R
2012;N00006327;Ken Larsen (L);L
2012;N00007066;Anna Nevenic (D);D
2012;N00032084;Tom Hill (D);D
2012;N00032160;David Y Chiu (R);R
2012;N00013177;Scott N Howell (D);D
2012;N00006375;Jeremy Friedbaum (R);R
2012;N00028358;Torin Nelson (3);3
2012;N00028377;Brian Jenkins (R);R
2012;N00029560;Harry Montoya (D);D
2012;N00030166;Kenneth Gray (R);R
2012;N00031184;Fred Thompson (R);R
2012;N00031118;Tim D'Annunzio (R);R
2012;N00034373;Doug Urquidi (D);D
2012;N00034374;Scott Ellington (D);D
2012;N00034375;Herb Rule (D);D
2012;N00032036;DC Morrison (D);D
2012;N00034377;Q Byrum Hurst (D);D
2012;N00034378;Samuel Alegria (D);D
2012;N00034379;Amanda Aguirre (D);D
2012;N00034380;Johnnie Elbert Robinson (D);D
2012;N00034381;Charlie Manolakis (3);3
2012;N00034382;David Orvil Bushman (R);R
2012;N00034383;Brooke Clarke (I);I
2012;N00034384;Joseph McCray Sr (R);R
2012;N00034385;Chad Condit (I);I
2012;N00034386;Mark Garcia (R);R
2012;N00034387;Terry Phillips (I);I
2012;N00034388;Eric Parker (R);R
2012;N00034389;Zein Obagi (D);D
2012;N00034390;David Steinman (3);3
2012;N00034391;Jorge Rocha (I);I
2012;N00034392;Xanthi Gionis (R);R
2012;N00034393;Shirley Decourt-Park (D);D
2012;N00034394;Jason Kendall (D);D
2012;N00034395;Miguel A Nieves (3);3
2012;N00034396;Nina Hayden (D);D
2012;N00034397;Erik Tyler Borgstrom (R);R
2012;N00034398;Jacques Gaillot (D);D
2012;N00034399;Clifton McDuffie (R);R
2012;N00034400;Frank Flores Blas, Jr (R);R
2012;N00034401;Walter Christian Schumm (R);R
2012;N00034402;James Bibbs (D);D
2012;N00034403;Ralph Blaine Richardson (R);R
2012;N00034404;David Michael Takitaki (D);D
2012;N00034405;Steve Pestka (D);D
2012;N00034406;Shanelle Jackson (D);D
2012;N00034407;John Howard III (R);R
2012;N00034408;James S Evans (D);D
2012;N00034409;Peter DiLauro (R);R
2012;N00034410;Brian Irving (L);L
2012;N00034411;Jim Allen (R);R
2012;N00034412;Bruce Peller (D);D
2012;N00034413;Bill Flynn (R);R
2012;N00034414;Tony Foriest (D);D
2012;N00034415;Andy Dulin (R);R
2012;N00034416;Robert Pittenger (R);R
2012;N00034417;Ken Leonczyk (R);R
2012;N00034418;Richard Lynch (R);R
2012;N00034419;Curtis Campbell (L);L
2012;N00034420;Don Peterson (R);R
2012;N00032042;Susan Harris (R);R
2012;N00034422;Bernard Holliday (D);D
2012;N00034423;Charles Malone (D);D
2012;N00034424;Korey Reiman (D);D
2012;N00034425;Glenn Freeman (R);R
2012;N00034426;Mike Assad (R);R
2012;N00034427;Ron Rice (D);D
2012;N00034428;Jake Holder (D);D
2012;N00034429;Erik Martin Dilan (D);D
2012;N00034430;Bob Dieterich (R);R
2012;N00034431;Woody Broadnax (3);3
2012;N00034432;Ken Lee (D);D
2012;N00034433;Kevin Downs (R);R
2012;N00034434;Charles Dumas (D);D
2012;N00034435;Karen Ramsburg (I);I
2012;N00034436;Harold Pavilack (D);D
2012;N00034437;Brianna Hinojosa-Flores (D);D
2012;N00034438;Linda Dailey (D);D
2012;N00034439;Donald Ramon Deleon (I);I
2012;N00034440;Domingo Garcia (D);D
2012;N00012726;Al Goldberg (D);D
2012;N00030218;Glenn Lopez (3);3
2012;N00030364;Floyd Fitzgibbons (3);3
2012;N00034441;Sherry Phipps (3);3
2012;N00034442;Donna McAleer (D);D
2012;N00034443;Jeramey McElhaney (R);R
2012;N00034444;Joe Andrade (I);I
2012;N00034445;Mike Small (D);D
2012;N00034446;Charles Kimball (I);I
2012;N00034447;Dean Collinwood (D);D
2012;N00034448;Jonathan Garrard (3);3
2012;N00034449;Lynn Wardle (R);R
2012;N00034450;Soren Simonsen (D);D
2012;N00034451;Jim Vein (L);L
2012;N00034452;Dan Matthews (R);R
2012;N00034453;Derek Kilmer (D);D
2012;N00034454;David Christie (D);D
2012;N00034455;Anisa Abd El Fattah (I);I
2012;N00034456;Kenneth E Mister Patterson (U);U
2012;N00034457;Lane Jameson Rapp, Jr (R);R
2012;N00034458;Jeremy R Warren (I);I
2012;N00034459;Carol Ann Marusiak (I);I
2012;N00034460;Wiley S Drake (U);U
2012;N00034461;Michael S Strimling (D);D
2012;N00034462;Eno Mondesir (D);D
2012;N00034463;Ben Pollard (D);D
2012;N00034464;Kurt Bills (R);R
2012;N00034465;Joseph Carvin (R);R
2012;N00034466;John Mangelli (I);I
2012;N00034467;Bill Peterson (D);D
2012;N00034468;Shaun McCausland (3);3
2012;N00034469;Daniel Geery (3);3
2012;N00034470;Eric Hovde (R);R
2012;N00034402;James Bibbs (D);D
2012;N00032161;Leonard Joe Fabiano (R);R
2012;N00029941;Greg Conlon (R);R
2012;N00006311;Dub Lawrence (R);R
2012;N00007730;John Sweeney (D);D
2012;N00032340;Sam Dehne (D);D
2012;N00027086;Carlo Poliak (R);R
2012;N00027673;Harold Shudlick (R);R
2012;N00005918;Steve Stockman (R);R
2012;N00030054;Chris Dyer (R);R
2012;N00030107;Charles Gordon Brannan (3);3
2012;N00034602;Erik Donald Robinson (I);I
2012;N00025140;Catherine Davis (R);R
2012;N00026233;Steven Clark Porter (I);I
2012;N00027370;Joe Silvestri (L);L
2012;N00027886;Joseph Diaferia (3);3
2012;N00028402;John Murphy (I);I
2012;N00031985;Jessica Turek (R);R
2012;N00031994;Russell Best (3);3
