CID,name
N00031493,Darrel Miller
N00036073,Gordon Smith
N00036074,Jeffrey Miller
N00036075,WilliamJosephThomas
N00022361,Kent Roth
N00036077,John Devine
N00036078,Richard Murphy
N00031516,Howard Kleinhendler
N00035496,Alieta Eck
N00033142,Andre Barnett
N00029635,William Smith
N00032432,John Adams
N00036081,Johnny Johnson
N00036082,Michael Smith
N00036083,David Cunningham
N00036084,Mark Gibson
N00035216,Michael Cary
N00029432,Kat Swift
N00036085,Phil Fitzgerald
N00036086,Robb Rourke
N00036087,Paul Haring
N00004316,Stephen Hollingshead
N00023953,KenVanDoren
N00036089,Johnnie Campbell
N00009367,Burrel Farnsley
N00031931,Brian Herr
N00034413,Bill Flynn
N00035678,David Green
N00035679,Robert Johnson
N00035680,Peter Williams
N00035792,French Hill
N00035793,Conrad Reynolds
N00035794,David Smith
N00035795,JohnMichaelFleig
N00035796,Kathleen Peters
N00026162,John McCallum
N00035798,Thomas Brown
N00035799,DavidDonaldVogel
N00035800,Marilinda Garcia
N00035801,Larry Smith
N00035802,SteveAllenDillon
N00035803,Mark Jacobs
N00035804,Jim Jenkins
N00031544,Doug Purl
N00031129,James Lankford
N00035963,Det Bowers
N00031816,Floyd Conover
N00005918,Steve Stockman
N00036090,Thomas Coyne
N00000871,Jeff Bell
N00009941,Murray Sabrin
N00004633,Sam Rankin
N00000775,Rich Pezzullo
N00008502,Lih Young
N00005293,Brad Ashford
N00032090,John Anderson
N00032363,Jim Condit
N00027275,John Luchansky
N00028236,Tommy Schrader
N00028240,Pierre Pullins
N00030005,Catherine Ping
N00034065,George Gluck
N00026505,Barry Hermanson
N00025741,Mike Jackson
N00029521,Thomas Harris
N00026756,Ray Bly
N00031338,Dee Adcock
N00031924,James McClure
N00032796,Fred Dickson
N00034324,SusanHallHeitzman
N00000931,William Bryk
N00034515,Arvin Vohra
N00035034,Scott Soffen
N00035041,Mark Shell
N00036093,Thomas Casson
N00036212,Jesse Smith
N00036213,James Woods
N00036214,Michael Steger
N00036215,Matt Miller
N00035479,Eugene Yu
N00035509,David Young
N00036091,John Hosta
N00003777,Bob Kern
N00036218,Mark Williams
N00013089,Mike Campbell
N00033138,ErinKentMagee
N00001656,Mark Jones
N00036220,James Mitchell
N00036221,Dave Cole
N00030557,Robert Crow
N00029834,Bob Marshall
N00031295,Clint Didier
N00028605,Donovan Rivers
N00033362,John Schiess
N00033362,John Schiess
N00030780,Cory Gardner
N00001191,Grant Lally
N00031690,Bruce Blakeman
N00036293,Roy Welborn
N00036294,GaryLynnCrose
N00036295,Edwards Fields
N00036296,Kyle Reid
N00036297,Genevieve Williams
N00036298,Joey Robinson
N00036299,Brent Shypulefski
N00034617,Al Novinec
N00036301,Paul Wright
N00036302,Josh Brannon
N00036303,Michael Holleman
N00032551,John Smith
N00036895,Richard Peter
N00036896,Paul Kyrillidis
N00036897,JoshuaDavidUsera
N00036898,Tom Breu
N00036899,MaryAkuQuartey
N00036900,Robert Molnar
N00036901,MathewLeeTyler
N00036902,CharlesJuniorHodge
N00036903,SheliaMariahBolar
N00036904,CharlesPerryAndrews,
N00031804,Cory Bruner
N00031805,Mark Boler
N00031808,Bill Oliver
N00029448,Julien Modica
N00034484,John Pinkerton
N00025386,Gail Boliver
N00034027,JimmyLeeTillman
N00034035,Diane Harris
N00034367,Dan Morrison
N00034621,Joe Ruiz
N00025282,BillyRayWilson
N00034817,Gregory Joiner
N00035104,Clark Paterson
N00035112,Scott Ballard
N00034565,Chris Winn
N00035121,Antonio Diaz
N00035123,Don Cook
N00025216,George Reiter
N00035151,James Stanczak
N00035156,Ed Rankin
N00033840,Kim Morrell
N00034967,Mark Gibson
N00030108,DouglasVanRaam
N00036091,John Hosta
N00026605,George McDermott
N00026113,Mark Assini
N00026683,J Ridley
N00026126,Richard Peterson
N00004316,Stephen Hollingshead
N00014711,Bob Bell
N00028089,Charlie Sutherland
N00005736,Brian Babin
N00028833,David Moran
N00006180,Susan Kirkpatrick
N00001728,Natale Stracuzzi
N00029495,Mariannette Miller-Meeks
N00003418,Jim Newberry
N00000738,Steve Lonegan
N00029882,Tanya Bond
N00029747,Harry Pierce
N00005697,Ken Ashby
N00005988,Marco Montoya
N00005981,Jeffrey Blunt
N00029418,John Manlove
N00029419,Ryan Rowley
N00029769,John Wieder
N00005963,Michael Idrogo
N00029779,RossLynnLeone
N00029453,Dick Black
N00013293,Boydston
N00032137,Gurley Martin
N00027673,Harold Shudlick
N00005600,Evelyn Rogers
N00004565,Larry Pressler
N00029814,Jon Roland
N00035805,Jim Moss
N00035806,Tom Vigneulle
N00035807,Cesar Chavez
N00035808,Dan Levine
N00035809,Ryan Harter
N00035810,Kris Johnson
N00035811,RodneyLeeConover
N00035812,TuePhanQuang
N00035813,Curtis Davies
N00035814,Frank Lara
N00035815,Desmond Thorsson
N00035816,Vanila Singh
N00035817,Suzanna Marrero-Aguilera
N00035818,Alexis Stuart
N00035819,Brad Allen
N00035820,Steve Knight
N00035821,Doug Kmiec
N00035822,Pablo Kleinman
N00035823,James Graf
N00035824,Wendy Greuel
N00035825,Ted Lieu
N00035826,Barbara Mulvaney
N00035827,Elan Carr
N00035828,JonathanTurnerSmith
N00035829,Veronica Franco
N00035830,Robert Rand
N00035831,Benjamin Miller
N00035832,Ehab Atalla
N00035833,Drew Leavens
N00035834,Larry Wilske
N00035835,Jim Stieringer
N00006159,Gary Swing
N00021222,Chuck Norris
N00035836,Wayne True
N00035837,George Leing
N00035838,Larry Sarner
N00035839,Steve Sheldon
N00035840,Buffie McFadyen
N00035841,Grant Doherty
N00035842,LoriHopkinsCavanagh
N00035843,Evan Evans
N00010134,Joe Bentivegna
N00035845,Nelson Rimensnyder
N00035846,SaraJanePanifi
N00035847,Luther Lee
N00035848,Jake Rush
N00035849,Wes Neuman
N00035850,Zechariah Blanchard
N00035851,Bill Ferree
N00035852,Henry Lawrence
N00035853,Beverly Hires
N00035854,Curt Clawson
N00035855,TimothyJohnRossano
N00035856,Lizbeth Benacquisto
N00035857,Michael Dreikorn
N00035858,Luis Fernandez
N00035859,Amy Tavio
N00035860,Brian Reese
N00035861,Earl Martin
N00035862,Thomas Wight
N00035863,Ken Dious
N00035864,Michael Owens
N00035865,Joey Manahan
N00035866,Marissa Capelouto
N00035867,Matt Schultz
N00035868,Robert Cramer
N00035869,Monte Shaw
N00035059,Marcus Lewis
N00035871,Sharon Brannigan
N00035872,Jorge Zavala
N00035873,Michael Mason
N00035874,Robert Bumpers
N00035875,Arlene Hickory
N00035876,Bill Byrnes
N00035877,Josh Dill
N00035878,David Hale
N00035879,John Dale
N00035880,AllenRayDavidson
N00035881,Shawn Denney
N00035882,David Ford
N00035883,Tom Spangler
N00035884,Kelly Kultala
N00035885,Wesley Bolin
N00035886,Ray Pierce
N00035887,Geoffrey Young
N00035888,Dan Claitor
N00035889,Charles"Trey"Thomas
N00035890,Norm Clark
N00035891,JasonPhilipLowenthal
N00035892,Vincent Cogliano
N00035893,John Chapman
N00035894,Dan Shores
N00035895,Bridget Kelly
N00035896,Dave Banach
N00035897,Nancy Hoyt
N00035898,Harold Painter
N00035899,Alan Arcand
N00035900,Dean Vanderstelt
N00035901,Jeremy Burgess
N00035902,Maurice Morton
N00035903,Joe Perske
N00035904,Torrey Westrom
N00035905,Brian Tharp
N00035906,Elsie Arntzen
N00035907,Rod Hewlin
N00035908,Keith Crisco
N00035909,Clay Aiken
N00035910,Zack Matheny
N00035911,Bruce Davis
N00035912,Woody White
N00035913,Chris Andrade
N00035914,Tate MacQueen
N00035915,Keith Ruehl
N00035916,Theresa Corcoran
N00035917,Brenda Cleary
N00035918,Tom Brewer
N00035919,Maurice Hill,
N00035920,Bill Hughes
N00035921,Chris Isola
N00035922,Janice Kovach
N00035923,RickVanGlahn
N00035924,Richard Priem
N00035925,Niger Innis
N00035926,Kevan Abrahams
N00035927,Kathleen Rice
N00035928,David Silverstein
N00035929,Ian Hamilton
N00035930,Jim Fischer
N00035931,Michael Ring
N00035932,Jane Rossi
N00035933,Janet Burman
N00035934,John Katko
N00033822,Fred Kundrata
N00033822,Fred Kundrata
N00035937,Marek Tyszkiewicz
N00035938,Selina Miller
N00035939,Eric Vennon
N00035940,Robert Fry
N00035941,Greg Howard
N00035942,Dennis Lambert
N00035943,Robert Fisher
N00035944,Matthew Guyette
N00035945,Cory Hoffman
N00035946,Matt Lynch
N00035947,Marilyn Rainwater
N00035948,Keith Davenport
N00035949,Patrice Douglas
N00035950,Clark Jolley
N00035951,Jason Yates
N00035952,Nathan Page
N00035953,Tootie Smith
N00035954,Matt Ryan
N00035955,Rob Joswiak
N00035956,Dan Lavallee
N00035957,KerithStranoTaylor
N00035958,Mike Parrish
N00035959,ScottFloydBrion
N00035960,Clay McQueen
N00035961,Everett Stern
N00035962,Raja Kittappa
N00035963,Det Bowers
N00035964,Ed Greenleaf
N00035965,Lenda Sherrell
N00035966,Ricky Wilkins
N00035967,Niko Letsos
N00035968,Craig Cleveland
N00035969,James Veasaw
N00035970,Cami Dean
N00035971,Paul Blair
N00035972,JohnLeeRatcliffe
N00035973,Gerald Fowler
N00035974,Russ Jones
N00035975,Ken Petty
N00035976,Bill Kelsey
N00035977,Ryan Lange
N00035978,Ed Colliver
N00035979,Emily Pivoda
N00035980,Buck Willis
N00035981,Gagan Panjhazari
N00035982,Doug Carlile
N00035983,Lewis Alexander
N00035984,Jaime Perez
N00035985,Nick Haynes
N00035986,ShawnMichaelHamilton
N00035987,Remington Alessi
N00035988,Jennifer Whelan
N00035989,Mark Lawson
N00035990,Mark Loewe
N00035991,Ryan Shields
N00024983,Frank Briscoe
N00035993,Rob Lapham
N00035994,Ruben Corvalan
N00035995,Mike Kolls
N00035996,Stuart Gourd
N00035997,John Betz
N00035998,Divenchy Watrous
N00035999,Wesley Reed
N00036000,Roxanne Simonson
N00036001,William Aikens
N00036002,Max Koch
N00036003,Frank Perez
N00036004,Tom Sanchez
N00036005,Jason Reeves
N00036006,Doug Centilli
N00036007,Pat Kasprzak
N00036008,David Norman
N00036009,Robin Riley
N00036010,Rodney Veach
N00036011,Doug Owens
N00036012,Mike Dickinson
N00036013,Dave Brat
N00036014,Micah Edmond
N00036015,Mark Sickles
N00036016,Adam Ebbin
N00036017,Patrick Hope
N00036018,Don Beyer
N00036019,Alfonso Lopez
N00036020,Bill Euille
N00036021,Lavern Chatman
N00036022,Jeffrey Carson
N00036023,Barbara Comstock
N00036024,Frank Piliere
N00036025,Suzanne Scholte
N00036026,Emmett Hansen
N00036027,Bob Dingethal
N00036028,Dave Wilson
N00036029,Christopher Anderson
N00036030,Kelly Westlund
N00036031,Davy Jones
N00036032,Robert Fluharty
N00036033,Steve Harrison
N00036034,Richard Ojeda
N00036035,JamesMccordSewell
N00036036,MarkJosephDutter
N00036037,NicholasAlexanderSopkovich
N00036038,PogoMochelloAllen-Reese
N00036039,ToddWadeWilley
N00036040,Stephen Shogan
N00036041,Nels Mitchell
N00036042,Armen Alvarez
N00036043,James Copas
N00036044,Greg Leichty
N00036045,Tom Recktenwald
N00036046,Chris Payne
N00036047,Shawna Sterling
N00036048,Paul Hollis
N00036049,Erick Bennett
N00036050,Phillip Parrish
N00036051,Will Stewart
N00036052,Ted Alexander
N00036053,Dave Domina
N00036054,Allen Weh
N00036055,JoanElizabethFarr
N00036056,Rick Wade
N00036057,Jason Ravnsborg
N00036058,EdmundLouisGauthier
N00036059,Ken Cope
N00036060,Harry Kim
N00036061,Emily Sanchez
N00036062,Tanuja Parachuri
N00036063,Rebecca Paddock
N00036064,Ed Gillespie
N00036065,Tony DeTora
N00036066,Matthew Dodrill
N00036067,Dennis Melton
N00036068,David Wamsley
N00036069,Larry Butcher
N00036070,Charles Hardy
N00036905,JohnJosephWood
N00002763,ThomasBaxterWells
N00036071,Jim Brown
N00036072,Johnny Moore
N00036912,NicoleLynnArayle
N00034785,Wanda Rohl
N00028305,Kevin Powell
N00028861,Stephen Harrision
N00027886,Joseph Diaferia
N00000964,Charles Rangel
N00027888,John Hall
N00027658,Kirsten Gillibrand
N00027891,Dan Maffei
N00028752,Christina Rosetti
N00028781,Michael McHale
N00027550,Eric Massa
N00001305,John LaFalce
N00027526,Jean Schmidt
N00027552,Tom Brinkman
N00027612,Jim Parker
N00027894,Jim Jordan
N00003730,Ted Strickland
N00003528,Charlie Wilson
N00028314,William Conner
N00027901,BettySueSutton
N00027778,MaryJoKilroy
N00003651,Ralph Regula
N00003572,Dennis Kucinich
N00027591,Scott Burton
N00028328,Kevin Calvey
N00028596,MatthewHortonWoodson
N00026182,Pavel Goberman
N00007690,Greg Walden
N00007727,Earl Blumenauer
N00007781,Peter DeFazio
N00007700,Darlene Hooley
N00028333,Mike Erickson
N00027664,Jason Altmire
N00001422,John Peterson
N00028049,Joe Sestak
N00027594,Patrick Murphy
N00027703,Chris Carney
N00027907,RajPeterBhakta
N00001633,Joe Pitts
N00028402,John Murphy
N00001443,Gene Stilp
N00000326,John Matson
N00002444,Ben Frasier
N00008758,David Davis
N00028463,Phil Roe
N00028475,Don Strong
N00009517,Thomas Kovach
N00003225,Steve Cohen
N00006067,Silvestre Reyes
N00005731,Jim Turner
N00005883,Kevin Brady
N00005928,Nick Lampson
N00008799,Kay Granger
N00008800,Bill Burch
N00006008,Ruben Hinojosa
N00027934,Eddie Zamora
N00001811,Lamar Smith
N00027943,James Strohm
N00005906,Ron Paul
N00027944,Pat Baig
N00005918,Steve Stockman
N00028825,Adrian Deleon
N00027556,MaryBethHarrell
N00027966,Lavar Christensen
N00006349,Chris Cannon
N00002147,Bobby Scott
N00002167,Virgil Goode
N00027969,Thomas O'Donoghue
N00002073,Frank Wolf
N00028663,Neeraj Nigam
N00000515,Peter Welch
N00027439,Keith Stern
N00028664,Larry Ishmael
N00007936,Brian Baird
N00028603,RobertStuartTaylor
N00007967,Thomas Foley
N00007918,Norm Dicks
N00028605,Donovan Rivers
N00027600,Darcy Burner
N00007833,Adam Smith
N00004403,Ron Kind
N00004394,David Obey
N00027530,Jamie Wall
N00002198,Nick Rahall
N00029364,Gabrielle Ledoux
N00029461,Jay Love
N00003098,Joe Turnham
N00007498,JerryLeonCarroll
N00027686,Steve Rathje
N00035274,Jeff Kurzon
N00029462,Josh Segall
N00029917,Parker Griffith
N00029923,Fuala'AuRosieTagoLancaster
N00029260,Ann Kirkpatrick
N00029817,Jeffrey Brown
N00029642,Preston Korn
N00013843,Miguel Olivas
N00029644,MichaelFrancisCollins
N00002776,Richard Grayson
N00029647,Scott Bergren
N00029926,Rebecca Schneider
N00030170,Derek Tidball
N00029064,Chip Fraser
N00029929,John Jacobson
N00030323,JustinLeeRosenberger
N00030403,MeganNicholeVanWhy
N00007419,Mike Thompson
N00029934,Carol Wolman
N00007581,Doug Ose
N00006863,Tom McClintock
N00007360,Nancy Pelosi
N00029842,Virginia Fuller
N00029217,Dana Walsh
N00030171,Cindy Sheehan
N00008046,Barbara Lee
N00007335,Anna Eshoo
N00029649,Jackie Speier
N00029313,Jeff Taylor
N00007248,Devin Nunes
N00007232,Lois Capps
N00029844,Jackie Conaway
N00029110,Hoyt Hilsman
N00029951,Navraj Singh
N00006789,Grace Napolitano
N00006932,David Dreier
N00006806,Janice Hahn
N00007087,Jerry Lewis
N00029112,Laura Richardson
N00029113,Jenny Oropeza
N00029115,Bill Grisolia
N00029121,John Kanaley
N00030404,Nick Dibs
N00007124,Christopher Cox
N00006954,Gary Miller
N00029652,Rita Ramirez-Dean
N00007151,Dana Rohrabacher
N00029218,Ron Shepston
N00029468,Michael Williamson
N00007068,MaryBonoMack
N00029623,David Hunsicker
N00029653,Julie Bornstein
N00029961,RonaldStJohn
N00029066,DinaLouiseBiedermann
N00029264,Steve Schechter
N00029965,DavidLeeJoy
N00029258,Duncan Hunter
N00029306,Robert Watkins
N00008051,Mark Udall
N00029127,Jared Polis
N00029128,Betsy Markey
N00024753,Mike Coffman
N00029478,Wil Armstrong,
N00029479,Ted Harvey
N00029972,Pepito Castellanes
N00029801,StevenLeeChilds
N00000575,John Larson
N00029973,Joseph Visconti
N00030173,StephenDFournier
N00029481,GregoryScottDeshefy
N00029657,Daniel Reale
N00000652,Christopher Shays
N00029070,Jim Himes
N00029071,DavidJohnCappiello
N00029483,Harold Burbank
N00030236,ThomasLintonWinn
N00000554,Demetrios Giannaros
N00028955,LizaDawnCherricks
N00026411,Piotr Blass
N00029848,Annette Taddeo
N00030237,Jim Bryan
N00029486,Robert Ortiz
N00029975,Eddie Hendry
N00002782,Cliff Stearns
N00029850,Jason King
N00029491,JeffreyBrianBouffard
N00029662,Bill Posey
N00035278,Katherine Clark
N00029018,Tom Rooney
N00029851,Edward Lynch
N00029983,Lee Barnard
N00029492,Dean Santoro
N00029984,Richard Allbritton
N00029131,Allen West
N00029222,Gaurav Bhola
N00030239,JasonPaulDavis
N00029908,Joe Garcia
N00030177,Lee Ferrell
N00002555,DavidJamesWorley
N00030179,Jeff Scott
N00028985,Jim Whitehead
N00028986,Paul Broun
N00029017,WilliamLawrenceGreene
N00029074,ErikMonroeUnderwood
N00030230,JamesPaulMason
N00030180,Bud Gammon
N00029494,John Stone
N00030332,JonathanBlasDiaz
N00029988,Kim Schmett
N00006288,Walt Minnick
N00006263,Mike Simpson
N00029993,David Sneddon
N00029498,Antoine Members
N00004881,Mel Reynolds
N00029022,Roberto Maldonado
N00029135,Manuel Flores
N00029189,Alan Augustson
N00030594,Matt Reichel
N00029501,Jill Morgenthaler
N00004671,David McSweeney
N00029136,Randi Scheurer
N00029224,Steve Greenberg
N00004724,Jan Schakowsky
N00029137,Jay Footlik
N00029377,Deborah Halvorson
N00004762,Judy Biggert
N00029271,Steven Alesch
N00030437,Theodore Knapp
N00029138,LindaChapaLavia
N00029139,Bill Foster
N00029140,Chris Lauzen
