year;CID;name;party
2010;N00032763;Christopher James Pareja (3);3
2010;N00032764;Donna Jean Alston (D);D
2010;N00032765;Allen Wallace (D);D
2010;N00032766;Marjorie Reilly Smith (R);R
2010;N00032767;Rick Tingling-Clemmons (3);3
2010;N00032768;Michael Augustus Lee (I);I
2010;N00032769;Myron Katz (D);D
2010;N00032770;Arden Wells (3);3
2010;N00032771;Eugene Green (D);D
2010;N00032772;Paul Norman Billiot (R);R
2010;N00032773;Ron Austin (I);I
2010;N00032774;Anthony Marquize (I);I
2010;N00032775;"""Jack"" Radosta (I)";I
2010;N00032776;Todd Slavant (R);R
2010;N00032777;Tom Gibbs Jr (I);I
2010;N00032778;Merritt E McDonald Sr (D);D
2010;N00032779;Raymond Atkins (D);D
2010;N00032780;Josh Dowlut (R);R
2010;N00032781;Troy Stouffer (R);R
2010;N00032782;Francis Treadwell (R);R
2010;N00032783;John Kibler (D);D
2010;N00032784;Ryan Ludick (D);D
2010;N00032785;Jerry McKinley (L);L
2010;N00032786;Kwame Gyamfi (D);D
2010;N00032787;Sylvanus G Bent (D);D
2010;N00032788;Chris Chaffe (R);R
2010;N00032789;Chris Robins (R);R
2010;N00032790;H Gavin Shickle (L);L
2010;N00032791;Dennis B Janda (R);R
2010;N00032792;Seth Edward Wilson (R);R
2010;N00032793;Michael Reed (3);3
2010;N00032794;Dan Massey (L);L
2010;N00032795;Michael J Vallerie (R);R
2010;N00032796;Fred Donald Dickson Jr (I);I
2010;N00032797;Michael Lee Philips (R);R
2010;N00032798;Robert Long (D);D
2010;N00032799;Donald Toker Jr (D);D
2010;N00032800;Fred Nordhorn (I);I
2010;N00032801;Peter M Destefano (3);3
2010;N00032802;Asher E Taub (R);R
2010;N00032803;Jill Ann Rowland (R);R
2010;N00032804;Kara D Russo (R);R
2010;N00032805;Ricky B Adams (I);I
2010;N00032806;C Michael Blake (I);I
2010;N00032807;James M Curry (I);I
2010;N00032808;Kenneth A Marshall (I);I
2010;N00032809;Ernest A Greco (D);D
2010;N00032810;Donald Robbio (R);R
2010;N00032811;Michael G Alger (I);I
2010;N00032812;Jeffrey W Vanke (3);3
2010;N00032813;John Heckenlively (D);D
2010;N00032814;Joseph C Kallas (D);D
2010;N00032815;Don Raihala (D);D
2010;N00032816;Gabriel Alexander Jimenez (R);R
2010;N00032817;Jacob Seth Kern (D);D
2010;N00032818;Chuck Donovan (L);L
2010;N00032819;Jack Edward Rooney (I);I
2010;N00032820;Neeson J Chauvin Jr (D);D
2010;N00032821;Chet D Traylor (R);R
2010;N00032822;Tommy LaFargue (I);I
2010;N00032823;Ernest D Wooton (I);I
2010;N00032824;William R McShan (3);3
2010;N00032825;James Lynch (D);D
2010;N00032826;Sanquetta Taylor (D);D
2010;N00032827;Joseph Alexander (R);R
2010;N00032828;Neil H Cohen (R);R
2010;N00032829;Samuel R Graham Sr (R);R
2010;N00032830;Gregory L Kump (R);R
2010;N00032831;Eddie Vendetti (R);R
2010;N00032832;Robert Brookman (I);I
2010;N00032833;Dennis David (I);I
2010;N00032834;Donald Kaplan (I);I
2010;N00032835;Jan Johnson (I);I
2010;N00032836;Michael Pryce (I);I
2010;N00032837;Stephen M Finn (R);R
2010;N00032838;Joe Manchin (D);D
2010;N00032839;Thomas Ressler (R);R
2010;N00032840;Lynette Kennedy McQuain (R);R
2010;N00032841;Kenneth A Culp (R);R
2010;N00032842;Daniel Scott Rebich (R);R
2010;N00031561;Mac Warner (R);R
2010;N00032844;Harry C Bruner Jr (R);R
2010;N00032845;Frank T Kubic (R);R
2010;N00000364;Charles Picerno (I);I
2010;N00032850;Brian Keith Hill (I);I
2010;N00032851;Jim Miller (I);I
2010;N00013543;Cary J Deaton (D);D
2010;N00005387;Nick J Accardo (R);R
2010;N00030016;Randall Hayes (L);L
2010;N00032853;Michael Karlton Brown (I);I
2010;N00032854;James Guy Adams (L);L
2010;N00009802;Ken Hechler (D);D
2010;N00032855;Albert Howard (R);R
2010;N00032856;Scott H Williams (R);R
2010;N00007620;Lloyd Jeffrey Mallan (L);L
2010;N00000951;Ruben D Vargas (D);D
2010;N00001080;Ernest Johnson (3);3
2010;N00030424;Hugh C Carr (R);R
2010;N00032887;William Scott Janke (R);R
2010;N00027230;Jim Brewer (3);3
2010;N00028771;Edward (Eddie) Pirkowski (R);R
2010;N00013807;Brose Allen McVey (R);R
2010;N00032885;John Gray (3);3
2010;N00032886;Chris Smith (R);R
2010;N00001157;Patricia M Maher (D);D
2010;N00006230;Al Hamburg (D);D
2010;N00028573;Lester I Townsend (3);3
2010;N00030438;Edward Martin (L);L
2010;N00032888;Maryanne Lewis (I);I
2010;N00032889;C Wes Collins (I);I
2010;N00032890;Kenneth James Krayeske (3);3
2010;N00032891;Jason A Faulker (3);3
2010;N00032892;Martin James Monroe (3);3
2010;N00032893;John Heiderscheit (L);L
2010;N00032894;Randolph S Vance (I);I
2010;N00032895;Walter Horton (3);3
2010;N00032896;Rob J Petsche (L);L
2010;N00032897;Alan Lowberg (3);3
2010;N00032898;Vivia Morgan (3);3
2010;N00032899;Rebecca Williamson (3);3
2010;N00032900;Mike Labno (L);L
2010;N00032901;Colia L Clark (3);3
2010;N00032902;Dan Lensing (3);3
2010;N00032903;James Grey (I);I
2010;N00032904;Glenn Allen Miller (I);I
2010;N00025282;Billy Ray Wilson (I);I
2010;N00013685;Ronald E Graeser (3);3
2010;N00013688;John Emerick (3);3
2010;N00003502;William Loren Buckel (I);I
2010;N00007638;Tuika Tuika (3);3
2010;N00025393;Charles A Pillsbury (3);3
2010;N00011875;Bill Gluba (D);D
2010;N00004124;Frederick Carl Strand (L);L
2010;N00025132;Ed Scharf (3);3
2010;N00026344;Jim Fritz (I);I
2010;N00027476;Steve Piekarczyk (R);R
2010;N00003647;James A Traficant Jr (I);I
2010;N00028726;Adam Goodman (L);L
2010;N00028806;Candace Ruth Caveny (3);3
2010;N00028808;Aimee Smith (3);3
2010;N00027759;Scott Kleeb (D);D
2010;N00027521;Howard Wilson (L);L
2010;N00028597;Paul Aranas (I);I
2010;N00008745;C Faye Walters (3);3
2010;N00028854;Craig T Stephens (I);I
2010;N00030400;Danial Suits (I);I
2010;N00030402;Joshua Drake (3);3
2010;N00030548;Mark Vogel (L);L
2010;N00030000;Scott Wise (L);L
2010;N00030550;Susan Allen (I);I
2010;N00004085;Clint Foster (L);L
2010;N00028618;Leonard Schwartz (L);L
2010;N00030468;Douglas Campbell (3);3
2010;N00028727;John J Tatar (L);L
2010;N00030456;George L Corsetti (3);3
2010;N00030459;Richard J Secula (3);3
2010;N00030475;Margaret M Chapman (I);I
2010;N00030480;Steven Welzer (3);3
2010;N00030537;Ed Fanning (3);3
2010;N00029732;Mark Pitrone (I);I
2010;N00030502;H Joe Tabor (L);L
2010;N00030503;Chris Henry (3);3
2010;N00029747;Harry Pierce (I);I
2010;N00030517;J Ron Fisher (3);3
2010;N00027428;Robert R Raymond (I);I
2010;N00013440;John Clifton (L);L
2010;N00000420;Ken Blevens (L);L
2010;N00026251;Ted Gianoutsos (3);3
2010;N00002647;Ray Beckworth (U);U
2010;N00026904;Cody Robert Judy (D);D
2010;N00009885;Ray Caplette (U);U
2010;N00032905;Ken Adler (3);3
2010;N00032906;Lance Levi (I);I
2010;N00032907;Lewis Kennedy (3);3
2010;N00032908;Nicole Patti (L);L
2010;N00032909;Darell Tapp (L);L
2010;N00032910;Henry Raibourn (D);D
2010;N00032911;Christopher J Hutchinson (3);3
2010;N00032912;Queen Noble (3);3
2010;N00032913;Jon Morris (L);L
2010;N00032914;Wes Stephens (I);I
2010;N00032915;John Duncan (L);L
2010;N00032916;Jesse C Trueblood (I);I
2010;N00032917;T J Thompson (L);L
2010;N00032918;Dav Wilson (L);L
2010;N00032919;Jeffrey Wayne Spoonamore (I);I
2010;N00032920;Greg Knott (L);L
2010;N00032921;Jerry R Lucas (I);I
2010;N00032922;Shawn Smith (L);L
2010;N00032923;Donald M Jordan (3);3
2010;N00032924;Joe Van Nes (3);3
2010;N00032925;Ellis Boal (3);3
2010;N00032926;Keith Shelton (L);L
2010;N00032927;Lloyd Clarke (3);3
2010;N00032928;Joseph Gillotte (L);L
2010;N00032929;Charlie Shick (3);3
2010;N00032930;Matthew J De Hues (3);3
2010;N00032931;Michael J Moon (L);L
2010;N00032932;Pat Foster (3);3
2010;N00032933;Richard Wunsch (3);3
2010;N00032934;Bhagwan Dashairya (L);L
2010;N00032935;Matthew Kuofie (3);3
2010;N00032936;Claude Beavers (L);L
2010;N00032937;Alan Jacquemotte (3);3
2010;N00032938;Duane Montgomery (3);3
2010;N00032939;Kerry Lee Morgan (L);L
2010;N00032940;Clifford Jeffrey (D);D
2010;N00032941;Ashley Norwood (3);3
2010;N00032942;Anthony Graves (U);U
2010;N00032943;Philip Hodson (L);L
2010;N00032944;Nicky I Petrutz (I);I
2010;N00032945;Mark Heacock (3);3
2010;N00032946;Mark Lovett (I);I
2010;N00032947;Russ Conger (L);L
2010;N00032948;Lawrence J Donahue (I);I
2010;N00032949;David R Meiswinkle (I);I
2010;N00032950;James Douglas Radigan (I);I
2010;N00032951;Mark D Quick (I);I
2010;N00032952;Karen Ann Zaletal (I);I
2010;N00032953;Jack Freudenheim (I);I
2010;N00032954;Raymond Giangrasso (I);I
2010;N00032955;Patricia Alessandrini (3);3
2010;N00032956;Joanne Miller (I);I
2010;N00032957;Kenneth J Cody (I);I
2010;N00032958;Maximo Gomez Nacer (I);I
2010;N00032959;Anthony Zanowic (3);3
2010;N00032960;Anthony Gronowicz (3);3
2010;N00032961;Tom Vendittelli (L);L
2010;N00032962;Randy Lee Conover (U);U
2010;N00032963;Don Lamunyon (3);3
2010;N00032964;Daniel Karl Seigler (I);I
2010;N00032965;Vernon L Etzel (L);L
2010;N00032966;Ed Bortz (3);3
2010;N00032967;Joshua A Monighan (I);I
2010;N00032968;Robert E Groce (3);3
2010;N00032969;Keith Blandford (L);L
2010;N00032970;Eddie McCain (L);L
2010;N00032971;John Dalen (3);3
2010;N00032972;Lissa Squiers (I);I
2010;N00032973;Jim Howe (3);3
2010;N00032974;Keith Dyer (I);I
2010;N00032975;Tim Collins (I);I
2010;N00032976;G Gail Parker (3);3
2010;N00032977;David Gillis (3);3
2010;N00032978;Christopher F Decarlo (I);I
2010;N00032979;Eddie Ahmad Ayyash (3);3
2010;N00032980;Phil Hudok (3);3
2010;N00032981;L John Davis, Jr (R);R
2010;N00032982;Yinka Abosede Adeshina (D);D
2010;N00032983;Sid Hill (3);3
2010;N00032984;Stephan Frank Hercher (3);3
2010;N00032985;Santos Chavez (I);I
2010;N00032857;Kenneth Gates (R);R
2010;N00032858;Julia Williams (3);3
2010;N00032859;Diana Muniz (R);R
2010;N00032860;Kent Lionel Williams (R);R
2010;N00032861;James W Rash (L);L
2010;N00032862;John Roco (R);R
2010;N00032863;James Harrell (R);R
2010;N00032864;Janice A Volk (R);R
2010;N00032865;Jeffrey Bc Moorhead (3);3
2010;N00032866;James Koch (R);R
2010;N00032867;Michael Douglas Parker (R);R
2010;N00032868;Howard Kudler (D);D
2010;N00032869;Jim Gawron (L);L
2010;N00032591;Mel Valkner (3);3
2010;N00032871;Michael Robert Le Barre (R);R
2010;N00032872;Daniel P Maloney (R);R
2010;N00032873;Michael Walton (R);R
2010;N00032874;Ruben Macareno (D);D
2010;N00032875;Frank Della Valle (R);R
2010;N00032876;Patrick Anthony Drake (3);3
2010;N00032877;Dany Laporte (D);D
2010;N00032878;James Matthew Rogers (L);L
2010;N00032879;Philip A Fedele (D);D
2010;N00032880;Robert Louis Toussaint (I);I
2010;N00032881;Kenneth A Reynolds (R);R
2010;N00032882;Guillaume Mimoun (3);3
2010;N00032883;Pat Brock (L);L
2010;N00032884;Vincent Emile Danet (R);R
2010;N00011221;Alice Gaffney (3);3
2010;N00001157;Patricia M Maher (D);D
2010;N00032986;Sydney Dudikoff (I);I
2010;N00032987;Robert Rank (R);R
2010;N00032988;Michele M Newman (U);U
2010;N00032989;Samtra Devard (U);U
2010;N00032990;Maurice F Bourgeois (3);3
2010;N00032991;Steve Davis (U);U
2010;N00032992;Claud L Asbury (I);I
2010;N00032993;Kenniss Henry (3);3
2010;N00032994;Michael Genay (U);U
2010;N00032995;Chris Booth (I);I
2010;N00032996;Cecile A Lawrence (3);3
2010;N00032997;Arthur T Sullivan (U);U
2010;N00032998;Bruce Cronk (3);3
2010;N00032999;Brian E Kamerath (L);L
2010;N00033000;Jeff Becker (3);3
2010;N00028844;Roger Calero (3);3
2010;N00033003;Robert L Ross (U);U
2010;N00033004;Christina Lugo (3);3
2010;N00033005;Charles B Meyer (I);I
2010;N00033006;Johnny Williams (I);I
2010;N00033007;John D Kelly (I);I
2010;N00033008;Tim Carter (3);3
2010;N00025687;Brian Russell Brown (U);U
2010;N00033009;Jim Nolan (U);U
2010;N00013303;Frederick T Golder (R);R
2010;N00029605;Jeff Boss (D);D
2010;N00033010;Andrew Clay Hastings (U);U
2010;N00033011;Joseph Michael Harding (3);3
2010;N00033012;Stephen Thomas Yelverton (I);I
2010;N00033013;Ryan Blackman (3);3
2010;N00033014;Dan W Rozelle (I);I
2010;N00033015;Ralph Allen Beach (R);R
2010;N00033016;Nathalie Dupree (I);I
2010;N00033017;Clifford Jeffrey Reed (D);D
2010;N00033018;Vanessa Mcgee Smith-Kearney (D);D
2010;N00033019;Clay Adair (L);L
2010;N00026705;Rhett R Smith (I);I
2010;N00033020;Rickey Kenneth Jones (R);R
2010;N00033021;Fred Everette Handy (3);3
2010;N00033022;Eric Harvey (R);R
2010;N00033023;Kurt Bradburn (R);R
2010;N00033025;Dan Morenoff (R);R
2010;N00033026;Sarah H Steelman (R);R
2010;N00033027;Marc Anthony Scaringi (R);R
2010;N00033028;Jim Riley (D);D
2010;N00033029;Jesus R Sandoval (D);D
2010;N00033030;Jared Huffman (D);D
2010;N00033031;Jamie L Radtke (R);R
2010;N00033032;Rome Murphy II (D);D
2010;N00031158;Michael Stollaire (R);R
2010;N00033034;James Patrick Durkan (R);R
2010;N00033035;David G Aragon (R);R
2010;N00028671;John Daniel Mertens (3);3
2010;N00025658;Greg Parke (R);R
2010;N00033001;Jeffrey Brown (3);3
2010;N00033002;Tom Metzger (I);I
2010;N00033024;William Clarence Lawrence (R);R
2010;N00005628;John R Hoelzel, Jr (I);I
2010;N00033054;Steven Daines (R);R
2010;N00030644;Scott Keller (R);R
2010;N00030719;Joan Buchanan (D);D
2010;N00030744;Mike Pompeo (R);R
2010;N00031081;Harry Crawford (D);D
2010;N00012605;James W Treffinger (R);R
2010;N00027581;Sharron Angle (R);R
2010;N00030776;Mark Steven Reed, Sr (R);R
2010;N00030792;Jay Fleitman (R);R
2010;N00030808;Brian Lasher (R);R
2010;N00031301;Chris Nelson (R);R
2010;N00030758;Anthony Woods (D);D
2010;N00012933;Roger Thoney (R);R
2010;N00024766;William F Sinnott (D);D
2010;N00026286;James R (Rick) Crawford (D);D
2010;N00026702;David H McIntyre (R);R
2010;N00031873;Clark Vandeventer (R);R
2010;N00006473;Bob Stump (R);R
2010;N00027572;James Ascot (D);D
2010;N00027899;Lewis Robert Katz (D);D
2010;N00005555;Darryl F Roberts (D);D
2010;N00026182;Pavel Goberman (D);D
2010;N00028104;Derrick Kitts (R);R
2010;N00028659;Jonathan P Scott (R);R
2010;N00028051;Derrick Bennett (R);R
2010;N00028147;William Lloyd Morrison (D);D
2010;N00030853;Eric Wnuck (R);R
2010;N00030856;John Garamendi (D);D
2010;N00030903;David Peterson (R);R
2010;N00030850;Rob John (I);I
2010;N00030854;Brian Allan Miller (R);R
2010;N00030855;Bill Slaton (D);D
2010;N00028121;Carol Brouillet (3);3
2010;N00026743;Howard Kaloogian (R);R
2010;N00030851;James Perkins Jr (D);D
2010;N00027739;John Konop (R);R
2010;N00028423;Richard Terry Holley (D);D
2010;N00027627;Carole Pankau (R);R
2010;N00027874;Andrew J Horne (D);D
2010;N00005425;Francis C Thompson (D);D
2010;N00027577;Andrew James Duck (D);D
2010;N00027816;Richard Lesh (D);D
2010;N00028746;Ollie M McClean (3);3
2010;N00009692;Una S Clarke (D);D
2010;N00011798;David Lloyd Thomas (R);R
2010;N00027525;R Pat Dewine (R);R
2010;N00025548;Wayne Barrows (R);R
2010;N00025784;Hermann Winkelmann (I);I
2010;N00030852;Jim Ward (R);R
2010;N00030845;Ken Miller (R);R
2010;N00026578;William Curt Scheurer (3);3
2010;N00030793;Keith Messina (I);I
2010;N00030794;Allen Jay Riemersma (R);R
2010;N00030844;David Jeffrey Harmer (R);R
2010;N00030809;Curt Schroder (R);R
2010;N00030810;Damian David Dachowski (R);R
2010;N00026364;John R McKinnis,  II (R);R
2010;N00028454;Mick Cornett (R);R
2010;N00026095;Donald Robert Lee May (R);R
2010;N00026704;Roger A Scott (R);R
2010;N00030825;Rodney Ray Fielder (U);U
2010;N00030826;Mills Wrenal Godwin (D);D
2010;N00030720;Jonathan Del Arroz (R);R
2010;N00030745;Casey Clark (D);D
2010;N00009956;Gregory P Hawkins (R);R
2010;N00030562;Josue Larose (I);I
2010;N00030766;Robert Allen Taylor (3);3
2010;N00030777;Larry Dean Scarborough (R);R
2010;N00030778;Christopher Scott Riggs (R);R
2010;N00026397;Chester Richard Loeffler-Bell (D);D
2010;N00030721;Francisco Alonso (D);D
2010;N00030746;Natalie Mosher (D);D
2010;N00030722;Mohammad Arif (3);3
2010;N00030747;Tyler Gernant (D);D
2010;N00030779;Van Tran (R);R
2010;N00030795;Rick Wilson (R);R
2010;N00030811;Rex Rice (R);R
2010;N00030827;Curtis Coleman (R);R
2010;N00028970;Donald Kenneth Allen (R);R
2010;N00030595;Carvel St John (3);3
2010;N00025159;Akram Yosri (R);R
2010;N00026438;Roscoe M Moore, Jr (R);R
2010;N00027208;Deborah Watts (D);D
2010;N00026706;Erik Saenz (D);D
2010;N00026873;Brian Earl Watkins (D);D
2010;N00026804;Timothy W Carpenter (D);D
2010;N00026807;Christopher Madison Turman IV (D);D
2010;N00013772;James S Klauber (R);R
2010;N00025416;Brent Taylor (R);R
2010;N00024898;Norma Creighton Smith (R);R
2010;N00026933;Connie Stokes (D);D
2010;N00028212;Blake Linden Miles (R);R
2010;N00028414;Juan Bautista Botero (R);R
2010;N00027650;Stacey Tallitsch (D);D
2010;N00025421;Judy Mccain Belk (D);D
2010;N00024786;Jeffrey R Benedict (D);D
2010;N00028136;Bradley Curtis Hughes (R);R
2010;N00025626;Janine Mary Hardcastle Selendy (D);D
2010;N00024803;Shaun M McNally (D);D
2010;N00024757;H Richter Elser (R);R
2010;N00025749;Dave Werder (D);D
2010;N00025327;Katherine Fox Carr (D);D
2010;N00025269;Alfred W Taubenberger (R);R
2010;N00030796;Paul F Welday (R);R
2010;N00026165;Joan Barry (D);D
2010;N00030812;James D Galyean (R);R
2010;N00026480;Howard Mason (R);R
2010;N00026856;Robert Farnsworth Bruce (D);D
2010;N00026682;John Martinez (D);D
2010;N00030828;Chris Simcox (R);R
2010;N00004231;Bob Krause (D);D
2010;N00030798;Thomas Joseph Miller (R);R
2010;N00030846;Tim Burns (R);R
2010;N00030723;M Wayne Blake (R);R
2010;N00030710;Michael Halfacre (R);R
2010;N00030848;Johnny Ray Cooper (R);R
2010;N00030748;Leonard D Mannino, Jr (R);R
2010;N00030832;Robert Zadek (R);R
2010;N00030842;Rodney Joe Rieger (R);R
2010;N00002942;Charlie Crist (I);I
2010;N00030780;Cory Gardner (R);R
2010;N00030724;Betty Chu (R);R
2010;N00030749;Doug Pike (D);D
2010;N00007498;Jerry Leon Carroll (I);I
2010;N00030781;John Pistone (I);I
2010;N00030797;Maureen Reed (D);D
2010;N00030813;Andrew Smart (R);R
2010;N00030829;Ken Buck (R);R
2010;N00030843;Gary Davis (D);D
2010;N00030847;Arthur D Rhodes (R);R
2010;N00030815;Chuck Fleischmann (R);R
2010;N00025147;Larry King (D);D
2010;N00013769;H Scott Conklin (D);D
2010;N00030831;Merrick Alpert (D);D
2010;N00030833;Israel K Garth Richardson (D);D
2010;N00002544;Christina Jeffrey (R);R
2010;N00012616;Martin J Collen (R);R
2010;N00007246;Tommy C Cardenas (D);D
2010;N00030830;Cleve Tidwell (R);R
2010;N00030782;Paul C McKain (I);I
2010;N00030768;Martha Roby (R);R
2010;N00030783;Peter Silva (D);D
2010;N00030849;Chuck Wilson (R);R
2010;N00031698;Charles Roland Black (R);R
2010;N00030763;William (Rodriguez) Morrison (R);R
2010;N00002725;Deborah Katz Pueschel (3);3
2010;N00030771;Paul Gosar (R);R
2010;N00030764;Mickey Switalski (D);D
2010;N00030799;Jeff Wisdom (R);R
2010;N00030725;Benita Duran (D);D
2010;N00030814;Paula Flowers (D);D
2010;N00030750;John J Loughlin II (R);R
2010;N00026367;Scott Lawrence Rolle (R);R
2010;N00031777;Tom Marino (R);R
2010;N00031778;Steven A Solieri (R);R
2010;N00031779;Earle Allen Griffith (R);R
2010;N00031780;Paul Thurmond (R);R
2010;N00031781;Lawrence C Kobrovsky (R);R
2010;N00031782;Tim Scott (R);R
2010;N00031783;Gregory Anthony Brown (D);D
2010;N00031784;Tommy N Hay (I);I
2010;N00031785;Jarod David Scott (R);R
2010;N00031786;Luther Mercer,  II (D);D
2010;N00031787;Charles F Parkes III (L);L
2010;N00031788;Michael Shane Shepard (I);I
2010;N00031789;Byron Severns (L);L
2010;N00031790;Bob Townsend (L);L
2010;N00031791;Michael W Hope (L);L
2010;N00031792;"Jeremiah ""JP"" Perkins (L)";L
2010;N00031793;James A Powell (L);L
2010;N00031794;Robert Harrison (L);L
2010;N00031795;John T Burwell Jr (L);L
2010;N00031796;Frederick Bartlam (L);L
2010;N00031797;Jenell Redding (L);L
2010;N00031798;Aaron I Cohn (L);L
2010;N00031799;Bill Collins (L);L
2010;N00031800;Dennis Stout (L);L
2010;N00031801;Steven Susman (L);L
2010;N00031802;Martin Nitschke (L);L
2010;N00031803;David Sparks (L);L
2010;N00031804;Cory W Bruner (L);L
2010;N00031805;Mark Boler (L);L
2010;N00031806;Stephen Kaat (L);L
2010;N00031807;J B Oswalt (L);L
2010;N00031808;Bill Oliver (L);L
2010;N00031809;Claudia Wright (D);D
2010;N00031810;R Neil Walter (R);R
2010;N00031811;James Joseph Quigley (L);L
2010;N00031812;Ernest Huber (R);R
2010;N00031813;Sarah M Minear (R);R
2010;N00031814;Patricia Vangilder Levenson (R);R
2010;N00031815;Elliott Maynard (R);R
2010;N00031816;Floyd Russell Conover (U);U
2010;N00031817;Randy Alexander (R);R
2010;N00006455;J D Hayworth (R);R
2010;N00031819;Neil Brian Goldberg (I);I
2010;N00031820;Chris Coons (D);D
2010;N00031821;Brooke Bovard (D);D
2010;N00031822;Lewis Jerome Armstrong (3);3
2010;N00031823;Milton C Gordon Jr (I);I
2010;N00031824;Eddie Burks (R);R
2010;N00031825;Chad Ryan Christensen (R);R
2010;N00031826;Marc Delphine (L);L
2010;N00031827;Richard Staggenborg (3);3
2010;N00031828;Chris Stout (D);D
2010;N00031829;Daniel Lehi Leblanc (R);R
2010;N00031830;James Alfred Mercer (I);I
2010;N00031831;Paul Akers (R);R
2010;N00029756;Brad Walters (L);L
2010;N00007949;Don Benton (R);R
2010;N00031874;Bruce Darian (3);3
2010;N00031875;Chris Kolski (R);R
2010;N00031876;Charles Edward Wilkerson (R);R
2010;N00031877;Karen Bass (D);D
2010;N00031878;Howard C Mandel (D);D
2010;N00031879;Terrance Ponchak (D);D
2010;N00031880;Terri Ruth Linnell (R);R
2010;N00031881;Jeffrey M Cheney (R);R
2010;N00031882;Douglass Sloan (D);D
2010;N00031883;Kevin Wade (R);R
2010;N00031884;Glen Urquhart (R);R
2010;N00031885;Jim Horn (D);D
2010;N00031886;Scott Galvin (D);D
2010;N00031887;David Rivera (R);R
2010;N00031888;Paul L Crespo (R);R
2010;N00031889;Bobby Brown (R);R
2010;N00031890;Donald Kenneth Balfour II (R);R
2010;N00031891;Diane Elizabeth Swan Vann (R);R
2010;N00031892;Mike Horner (R);R
2010;N00031893;Michael Robert Crane (R);R
2010;N00031894;Rupert Gordon Parchment (R);R
2010;N00031895;Steven Augustus Morris (R);R
2010;N00031896;Ramsay Puanani Wharton (R);R
2010;N00031897;Rob Gettemy (R);R
2010;N00031898;Jason Lee Welch (R);R
2010;N00031899;Michael L Chadwick (R);R
2010;N00031900;Rob Pastore (R);R
2010;N00031901;Peter Lindemulder (R);R
2010;N00031902;Eric L Olson (R);R
2010;N00031832;Clint Curtis (D);D
2010;N00031833;Kenneth Arnold (D);D
2010;N00031834;David Eugene Scholl (R);R
2010;N00031835;John Wayne Cunningham (L);L
2010;N00031836;Robert L Steele (R);R
